Hybride Integration von molekularbiologischen Annotationsdaten,Christine Körner; Toralf Kirsten; Hong-Hai Do; Erhard Rahm,Abstract: Wir präsentieren einen Ansatz; um Annotationsdaten von molekularbiologischenObjekten wie Genen; Proteinen und Pathways aus öffentlichen Datenquellen fürdatenintensive Expressionsanalysen verwendbar zu machen. Die Expressionsdaten sindmit Experimentbeschreibungen physisch in einem Data Warehouse integriert; um schnelleAuswertungen zu unterstützen. Die öffentlichen Annotationsdaten werden virtuell über einenMediatoransatz integriert und bedarfsgesteuert für Analysen abgerufen. Für die einheitlicheAnbindung der Datenquellen wird das verbreitete Tool SRS (Sequence Retrieval System)der Fa. LION bioscience genutzt. Die Kopplung zwischen dem Warehouse und SRS erfolgtüber einen Query-Mediator unter Nutzung explizit gespeicherter Beziehungen (Mappings)zwischen den Instanzen der öffentlichen Datenquellen. Dieser hybride Integrationsansatz …,Proc. BTW Conf.,2005,1,10
XML-Datenbanksysteme,Timo Böhme; Erhard Rahm,*,IAO Forum,2002,1
DOL: An Interoperable Document Server,Sergey Melnik; Erhard Rahm; Dieter Sosna,Abstract We describe the design and experiences gained mth the database-and web-baseddocument server DOL; which we developed at the University of Leipzig (http://dolMni-leipzig.def The sener provides a centrai repository far a variety of fülltest docilmente. In Leipzig; ithas been used since 199? as a university-w ide digitai library for dùciiiiiéiìts by local authors;iti pò rtictdar Ph. D. these?* waster theses* research papers* fectftre notes etc; offering acentrai access point te the university s research results and educational material.Decetitratized administration and different frûrkflows are supported to meet organizationaland legai requirements of specific document types (e* g.; Ph. D. theses). Ali docmuenfs areconverted info several'formats* and can be don-nloaded or viewed online in a pagewisefashion The documents are searchable in a flexi-ble H-ary using fulltexf and bibliographic …,Proceedings Gl-Jahrestagung,2001,1,20
Metadaten-Verwaltung fuer heterogene Informationssysteme (Eingeladener Vortrag - Zusammenfassung),Erhard Rahm,*,Grundlagen von Datenbanken,2001,1
Automatisches; zielorientiertes Performance Tuning von Transaktionssystemen,Erhard Rahm,Die Überwachung und Steuerung des Leistungsverhaltens derzeitiger Transaktionssystemeund Datenbanksysteme weist eine Reihe gravierender Schwächen auf:-weitgehendmanuelles Performance Tuning durch Systemverwalter (zB DBA)-komplizierteSystemverwaltung durch Vielzahl von internen Parametern-mangelnde Abstimmungzwischen Resource-Managern; insbesondere zwischen DBS; TP-Monitor undBetriebssystem (zB verwenden TP-Monitore Transaktionsprioritäten; Betriebssystemedagegen Prozeß-Prioritäten; das DBS kennt meist gar keine Prioritäten)*-unzureichendeUnterscheidung verschiedener Lastgruppen im DBS bei der Zuteilung von Betriebsmitteln(Sperren; Pufferplatz; etc.). Diese Probleme stellen sich bereits im Falle zentralisierterTransaktionssysteme; welche ua aus einem DBS; einem TP-Monitor sowie den …,Workshop" Methoden und Werkzeuge zur Datenbankadministration"; Darmstadt,1996,1,6
Nutzung neuer Speicherarchitekturen in Hochleistungs-Transaktionssystemen,Theo Härder; Erhard Rahm,*,Architektur von Rechensystemen; Tagungsband; 11. ITG/GI-Fachtagung,1990,1
Interactive Visualization of Large Similarity Graphs and Entity Resolution Clusters,M Ali Rostami; Alieh Saeedi; Eric Peukert; Erhard Rahm,ABSTRACT Entity Resolution (ER) identifies semantically equivalent entities; eg describingthe same product or customer. It is a crucial and challenging step when integratingheterogeneous (big) data sources. ER approaches typically compute a similarity graphwhere vertices represent entities and edges (links) connect similar entities. Differentclustering algorithms can be applied on such similarity graphs to finally determine groups ofmatching entities. In this demonstration paper; we introduce a new interactive tool tovisualize and thus help to analyze large similarity graphs and large sets of ER clusters.Users can intuitively investigate the link and cluster structure to identify potential problemssuch as overly large clusters; cluster overlaps or singletons that might indicate the need forrepair activities on the ER result. To support large graphs; computation-intensive tasks …,*,2018,*,10
Evaluating and improving annotation tools for medical forms,Ying-Chi Lin; Victor Christen; Anika Groß; Silvio Domingos Cardoso; Cédric Pruski; Marcos Da Silveira; Erhard Rahm,Abstract The annotation of entities with concepts from standardized terminologies andontologies is of high importance in the life sciences to enhance semantic interoperability;information retrieval and meta-analysis. Unfortunately; medical documents such as clinicalforms or electronic health records are still rarely annotated despite the availability of sometools to automatically determine possible annotations. In this study; we comparativelyevaluate the quality of two such tools; cTAKES and MetaMap; as well as of a recentlyproposed annotation approach from our group for annotating medical forms. We alsoinvestigate how to improve the match quality of the tools by post-filtering computedannotations as well as by combining several annotation approaches.,International Conference on Data Integration in the Life Sciences,2017,*,7
Mining and ranking of generalized multi-dimensional frequent subgraphs,André Petermann; Giovanni Micale; Giacomo Bergami; Alfredo Pulvirenti; Erhard Rahm,Frequent pattern mining is an important research field and can be applied to differentlabeled data structures ranging from itemsets to graphs. There are scenarios where a labelcan be assigned to a taxonomy and generalized patterns can be mined by replacing labelsby their ancestors. In this work; we propose a novel approach to generalized frequentsubgraph mining. In contrast to existing work; our approach considers new requirementsfrom use cases beyond molecular databases. In particular; we support directed multigraphsas well as multiple taxonomies to deal with the different semantic meaning of vertices. Sinceresults of generalized frequent subgraph mining can be very large; we use a fast analyticalmethod of p-value estimation to rank results by significance. We propose two extensions ofthe popular gSpan algorithm that mine frequent subgraphs across all taxonomy levels …,Digital Information Management (ICDIM); 2017 Twelfth International Conference on,2017,*,15
DIMSpan-Transactional Frequent Subgraph Mining with Distributed In-Memory Dataflow Systems,André Petermann; Martin Junghanns; Erhard Rahm,Abstract: Transactional frequent subgraph mining identifies frequent subgraphs in acollection of graphs. This research problem has wide applicability and increasingly requireshigher scalability over single machine solutions to address the needs of Big Data use cases.We introduce DIMSpan; an advanced approach to frequent subgraph mining that utilizes thefeatures provided by distributed in-memory dataflow systems such as Apache Spark orApache Flink. It determines the complete set of frequent subgraphs from arbitrary string-labeled directed multigraphs as they occur in social; business and knowledge networks.DIMSpan is optimized to runtime and minimal network traffic but memory-aware. Anextensive performance evaluation on large graph collections shows the scalability ofDIMSpan and the effectiveness of its pruning and optimization techniques. Subjects …,arXiv preprint arXiv:1703.01910,2017,*,3
Towards a Multi-level Approach for the Maintenance of Semantic Annotations.,Silvio Domingos Cardoso; Chantal Reynaud-Delaître; Marcos Da Silveira; Ying-Chi Lin; Anika Groß; Erhard Rahm; Cédric Pruski,Abstract: Semantic annotations are often used to enrich documents as clinical trials andelectronic health records. However; the usability of these annotations tends to decrease overtime due to the evolution of the domain ontologies. The maintenance of these annotations iscritical for tools that exploit them (eg; search engines and decision support systems) in orderto assure an acceptable level of performance. Despite the recent advances in ontologyevolution systems; the maintenance of semantic annotations remains an open problem. Inthis paper; we introduce; based on previous experiments; the main components of a multi-level approach towards the automatic maintenance of semantic annotations. We furtherprovide examples for strengthening our proposal.,HEALTHINF,2017,*,2
