The TSIMMIS project: Integration of heterogenous information sources,Sudarshan Chawathe; Hector Garcia-Molina; Joachim Hammer; Kelly Ireland; Yannis Papakonstantinou; Jeffrey Ullman; Jennifer Widom,The goal of the Tsimmis Project is to develop tools that facilitate the rapid integration ofheterogeneous information sources that may include both structured and unstructured data.This paper gives an overview of the project; describing components that extract propertiesfrom unstructured objects; that translate information into a common object model; thatcombine information from several sources; that allow browsing of information; and thatmanage constraints across heterogeneous sites. Tsimmis is a joint project between Stanfordand the IBM Almaden Research Center. 1 Overview A common problem facing manyorganizations today is that of multiple; disparate information sources and repositories;including databases; object stores; knowledge bases; file systems; digital libraries;information retrieval systems; and electronic mail systems. Decision makers often need …,*,1994,1549,20
.NET and Web Services,Kurt Geihs,Page 1. 1 .NET Services Prof. Dr. Kurt Geihs TU Berlin DISCOURSE: .NET Services © K. Geihs2 .NET and Web Services .NET Remoting = flexible; extensible framework that allows for > differenttransfer protocols (eg TCP/HTTP; …) > different encodings (binary; SOAP; …) > different securitymechanisms (SSL; IIS Security; …) .NET > builds on Web Services technology > hides WebServices technology > automates Web Services handling Page 2. 2 DISCOURSE: .NET Services ©K. Geihs 3 > Static web pages > Information browsing > Dynamic web pages > Programmableweb servers and clients > Applications: e-Shops; Train Schedules; … > Web Services > Distributedcomputing for the Internet ! > The programmable Web ! Client Server invoke( ) Evolution of theWeb DISCOURSE: .NET Services © K. Geihs 4 Web Services Scenario Customer data baseeVinothek Internet Customer with Web Browser …,*,*,*,18
Chen Li,Yannis Papakonstantinou; Jerey Ullman; Murty Valiveti,*,*,*,*
Computer Science & Engineering; UC San Diego Iyannis; vianuJ# cs. ucsd. edu,Yannis Papakonstantinou; Victor Vianu,Abstract We study the inference of Data Type Definitions (DTDs) for views of XML data;using an abstrac tion that focuses on document content structure. The views are defined by aquery language that produces a list of documents selected from one or more in put sources.The selection conditions involve verti cal and horizontal navigation; thus querying explic itlythe order present in input documents. We point several strong limitations in the descriptiveability of current DTDs and the need for extending them with (i) a subtyping mechanism and(ii) a more powerful specification mechanism than regular languages; such as context freelanguages. With these extensions; we show that one can always infer tight DTDs; that precisely characterize a selection view on sources satisfy ing given DTDs. We also showimportant special cases where one can infer a tight DTD without requiring ex tension (ii) …,*,*,*,12
CLIDE: Interactively Formulating Feasible Queries on Query Rewriting-Based Systems,Michalis Petropoulos; Alin Deutsch; Yannis Papakonstantinou,*,*,*,*
Computer Science & Engineering UC San Diego La Jolla; CA 92093-0114; USA,Yannis Papakonstantinou; Victor Vianu,*,*,*,*
Integrating and Accessing H eterogeneous,Hector Garcia-Molina; Joachim Hammer; Kelly Ireland; Yannis Papakonstantinou; Jeffrey Ullman; Jennifer Widom,*,*,*,*
The AD M© Pro ect: $ ie's 1 R 2 3 s,Nick Roussopoulos; Chungmin M Chen; Stephen Kelley; Alex Delis; Yannis Papakonstantinou,*,*,*,*
Computer Science & Engineering UC San Diego La Jolla; CA 92093-0114; USA {yannis; vianu}@ cs. ucsd. edu,Yannis Papakonstantinou,*,*,*,*
Bulletin of the Technical Committee on,Alexander Maedche; Steffen Staab; Rudi Studer; York Sure; Raphael Volz; Yannis Papakonstantinou; Vasilis Vassalos; Serge Abiteboul; Mihai Preda; Gregory Cobena; Soumen Chakrabarti; Ravindra Jaju; Mukul Joshi; Kunal Punera; Luis Gravano; Panagiotis Ipeirotis; Mehran Sahami,Every two years; I have the pleasure of appointing new editors for the Data EngineeringBulletin. This year; I am appointing all the editors in one fell swoop; rather than naming themincrementally over a number of issues. I am delighted that each of the following people haveagreed to serve as Bulletin editors for the next two years: Umesh Dayal of HP Labs; PaloAlto; CA. Umesh's career spans periods at CCA; and Digital as well as HP Labs. Hisinterests include active databases; object oriented databases; workflow; data mining; andmore. Johannes Gehrke of Cornell University; Ithaca; NY. Johannes is graduate of that greatdatabase university; Wisconsin. Johannes' interests include data mining; sensor-baseddatabases; and data streams. Christian Jensen of the University of Aalborg; Denmark.Christian's work includes research in temporal databases; database design; query …,Urbana,*,*,10
The QURSED System,Michalis Petropoulos; Yannis Papakonstantinou; Vasilis Vassalos,Abstract QURSED enables the development of web-based query forms and reports (QFRs)that query and report semistructured XML data; ie; data that are characterized by nesting;irregularities and structural variance. The query aspects of a QFR are captured by its queryset specification; which formally encodes multiple parameterized; possibly interdependentcondition fragments and can describe large numbers of queries. The run-time component ofQURSED produces XQuery-compliant queries by synthesizing fragments from the query setspecification that have been activated during the interaction of the end-user with the QFR.The design-time component of QURSED; called QURSED Editor; semiautomates thedevelopment of the query set specification and its association with the visual components ofthe QFR and guides the development of meaningful dependencies between condition …,*,*,*,18
Department of Computer Science Stanford University,Serge Abiteboul; Hector Garcia-Molina; Yannis Papakonstantinou; Ramana Yerneni,*,*,*,*
The ADMS Project: Views R,Alex Delis; Yannis Papakonstantinou,Abstract The goal of the ADMS project is to create a framework for caching materializedviews; access paths; and experience obtained during query execution. The rationale behindthis project is to amortize database access cost over an extended time period and adaptexecution strategies based on experience. ADMS demonstrates the versatility of the viewsand their role in performance; data warehousing; management and control of datadistribution and replication.,Data Engineering,*,*,12
Other Classes,Yannis Papakonstantinou; Andrey Balmin; Vagelis Hristidis,*,*,*,*
Bulletin of the Technical Committee on,Ashish Gupta; Inderpal Singh Mumick; Nick Roussopoulos; Chungmin M Chen; Stephen Kelley; Alex Delis; Yannis Papakonstantinou; Gang Zhou; Richard Hull; Roger King; Jean-Claude Franchitti; Joachim Hammer; Hector Garcia-Molina; Jennifer Widom; Wilburt Labio; Yue Zhuge,*,Urbana,*,*
TSIMMIS System,Joachim Hammer; Hector Garcia-Molina; Kelly Ireland; Yannis Papakonstantinou; Je rey Ullman; Jennifer Widom,The tsimmis project 1] provides an architecture and tools for accessing multipleheterogeneous information sources by translating source information into a common self-describing object model; called the Object Exchange Model (OEM) 2]. tsimmis providesintegrated access to heterogeneous sources through a layer of source speci c translators aswell as\intelligent" modules; called mediators. Translators (wrappers) convert queries overinformation in the common model (OEM) into requests the source can execute. The datareturned by the source is converted back into the common model. Mediators are programsthat collect information from one or more sources; process and combine it; and export theresulting information to the end user or an application program. Users or applications canchoose to interact either directly with the translators or indirectly via one or more …,*,*,*,12
Rewriting Nested XML Queries Using Nested Views,Emiran Curtmola; Alin Deutsch; Nicola Onose; Yannis Papakonstantinou,*,*,*,*
The underlying concepts may di er in subtle ways. A payroll database may not regard a retiree as an\employee;" while the benefits department does. Conversely; the...,Hector Garcia-Molina; Yannis Papakonstantinou; Dallan Quass; Anand Rajaraman; Yehoshua Sagiv; Je rey Ullman; Vasilis Vassalos; Jennifer Widom,*,*,*,*
Department of Computer Science Stanford University fabiteboul; hector; yannis; yernenig@ cs. stanford. edu,Serge Abiteboul; Hector Garcia-Molina; Yannis Papakonstantinou; Ramana Yerneni,*,*,*,*
Conflict Resolution in Online Databases,Yannis Katsis; Alin Deutsch; Yannis Papakonstantinou; Vasilis Vassalos,ABSTRACT Shared online databases; such as Google Fusion Tables or Quickbase; allownon-programmer community members to collaboratively maintain and browse data. Whilecommunity members may believe in conflicting facts (due to conflicting sources;measurements or opinions); current online databases do not yet offer support for themanagement of data conflicts. Ricolla is a novel online database that treats data conflicts asfirst-class citizens. Unlike prior work in uncertain databases; which was made to provide adatabase back-end to application logic; Ricolla is tuned to the requirements of the onlinedatabase paradigm; allowing intuitive visualization of conflicts and collaborative dataediting/conflict resolution. The proposed end-to-end system makes the followingcontributions: a) an online database paradigm that captures conflicts; allowing data query …,*,*,*,12
Information Translation; Mediation; and Mosaic-Based Browsing in the,Joachim Hammer; Hector Garcia-Molina; Kelly Ireland; Yannis Papakonstantinou; Jerey Ullman; Jennifer Widom,*,*,*,*
