Efficient similarity joins for near-duplicate detection,Chuan Xiao; Wei Wang; Xuemin Lin; Jeffrey Xu Yu; Guoren Wang,Abstract With the increasing amount of data and the need to integrate data from multipledata sources; one of the challenging issues is to identify near-duplicate records efficiently. Inthis article; we focus on efficient algorithms to find a pair of records such that their similaritiesare no less than a given threshold. Several existing algorithms rely on the prefix filteringprinciple to avoid computing similarity values for all possible pairs of records. We proposenew filtering techniques by exploiting the token ordering information; they are integrated intothe existing methods and drastically reduce the candidate sizes and hence improve theefficiency. We have also studied the implementation of our proposed algorithm in stand-alone and RDBMS-based settings. Experimental results show our proposed algorithms canoutperform previous algorithms on several real datasets.,ACM Transactions on Database Systems (TODS),2011,559
Top-Down XML Keyword Query Processing,Junfeng Zhou; Wei Wang; Ziyang Chen; Jeffrey Xu Yu; Xian Tang; Yifei Lu; Yukun Li,Efficiently answering XML keyword queries has attracted much research effort in the lastdecade. The key factors resulting in the inefficiency of existing methods are the common-ancestor-repetition (CAR) and visiting-useless-nodes (VUN) problems. To address the CARproblem; we propose a generic top-down processing strategy to answer a given keywordquery wrt LCA/SLCA/ELCA semantics. By “top-down”; we mean that we visit all commonancestor (CA) nodes in a depth-first; left-to-right order; by “generic”; we mean that ourmethod is independent of the query semantics. To address the VUN problem; we propose touse child nodes; rather than descendant nodes to test the satisfiability of a node $ v $ wrt thegiven semantics. We propose two algorithms that are based on either traditional invertedlists or our newly proposed LLists to improve the overall performance. We further propose …,IEEE Transactions on Knowledge and Data Engineering,2016,7
Effect of organic electron blocking layers on the performance of organic photodetectors with high ultraviolet detectivity,Xiao Wang; Jiang Huang; Jie Li; Junsheng Yu,Abstract The performance of organic ultraviolet photodetectors (UV-PDs) was investigatedby focusing on the role of N; N'-bis-(1-naphthyl)-N; N'-diphenyl-1; 1'-biphenyl-4; 4'-diamine(NPB); N; N'-diphenyl-N; N'-bis (3-methyllphenyl)-(1; 1'-biphenyl)-4; 4'-diamine (TPD); 1; 1-bis ((di-4-tolylamino)-phenyl) cyclohexane (TAPC); and 4; 4; 4-tri (N-carbazolyl)triphenylamine)(TCTA) as the electron blocking layers (EBLs). The results showed that theUV-PDs with different EBLs exhibited significant improved electrical characteristics; such asdark current; detectivity and on/off ratio. Moreover; by analyzing the dark current behavior; itwas also found that the EBLs can effectively suppress the charge carrier injection fromAg/MoO 3 electrode to the active layer. In addition; through optimizing the film thickness ofEBL; a high detectivity of 5.59× 10 12 Jones by 4.53 folds enhancement was achieved.,Journal of Physics D: Applied Physics,2016,7
Improving update-intensive workloads on flash disks through exploiting multi-chip parallelism,Bingsheng He; Jeffrey Xu Yu; Amelie Chi Zhou,Solid state drives (SSDs); or flash disks have been considered as ideal storage for variousdata-intensive workloads; because of the low random access latency and the intra-disk multi-chip parallelism. However; due to inherent nature of flash memories; update-intensiveworkloads cause the flash disk fragmented; and trigger costly internal activities such ascleaning and wear leveling. We use database transaction processing as a motivating update-intensive workload. Our studies based on a flash disk simulator as well as flash disks showthat; these activities result in significant overhead to the I/O response time and systemthroughput. To resolve the impact of internal activities; we propose dynamic pagereplications to exploit the multi-chip parallelism on the flash disk. Specifically; we replicatethe frequently blocked data pages to improve the data availability even when internal …,IEEE Transactions on Parallel and Distributed Systems,2015,7
Inferring continuous dynamic social influence and personal preference for temporal behavior prediction,Jun Zhang; Chaokun Wang; Jianmin Wang; Jeffrey Xu Yu,Abstract It is always attractive and challenging to explore the intricate behavior data anduncover people's motivations; preference and habits; which can greatly benefit many tasksincluding link prediction; item recommendation; etc. Traditional work usually studiespeople's behaviors without time information in a static or discrete manner; assuming theunderlying factors stay invariant in a long period. However; we believe people's behaviorsare dynamic; and the contributing factors including the social influence and personalpreference for behaviors are varying continuously over time. Such continuous dynamicsconvey important knowledge about people's behavior patterns; ignoring them would lead toinaccurate models. In this work; we address the continuous dynamic modeling of temporalbehaviors. To model the fully continuous temporal dynamics of behaviors and the …,Proceedings of the VLDB Endowment,2014,7
Multi-functional honeycomb ceramic materials produced from bauxite residues,Shaoxin Yang; Yihe Zhang; Jiemei Yu; Taizhong Huang; Qi Tang; Paul K Chu; Lei Qi,Abstract Red mud is a hazardous waste produced by the Bayer process during commercialproduction of alumina. In this study; red mud is recycled to produce industrial honeycombceramic materials. The materials and processing parameters including the type and size thepore-forming agent; sintering temperature; and stripping methodology are studied. Theoptimal sintering temperature is determined to be 1075° C. The bending strength; porosity;water absorption capacity; and bulk density are investigated by X-ray diffraction andscanning electron microscopy. The bending strength exceeds 32.66 MPa after addition ofcalcium carbonate but the porosity and water absorption capacity diminish to 28.6% and12.6%; respectively. Incorporation of coal powders increases the porosity and waterabsorption capability to 36.0%; 20.24%; respectively; but the bending strength drops to …,Materials & Design,2014,7
High photoresponse inverted ultraviolet photodectectors consisting of iridium phosphor doped into poly (N-vinylcarbazole) polymeric matrix,Xiao Wang; Jiang Huang; Shijiao Han; Junsheng Yu,Highly sensitive inverted polymer ultraviolet (UV) photodectectors were fabricated by dopinga phosphorescent material of bis [2-(4-tertbutylphenyl) benzothiazolato-N; C2′] iridium(acetylacetonate)[(t-bt) 2Ir (acac)] into poly (N-vinylcarbazole)(PVK) polymeric matrix. Underthe UV-260 nm illumination with an intensity of 0.7 mW/cm2; the device achieved aphotocurrent of 11.37 mA/cm2 at− 3 V; corresponding to a photoresponse of 15.97 A/W;which is 381% higher than the undoped device. Detailed analysis of photoluminescence;charge carrier transportation and film morphologies of PVK polymer active layers werecarried out; and the enhanced UV absorption; formation of the triplet excitons and bettercharge carrier transport are ascribed to the improved photodectector performance.,Applied Physics Letters,2014,7
Efficient processing of $ $ k $ $ k-hop reachability queries,James Cheng; Zechao Shang; Hong Cheng; Haixun Wang; Jeffrey Xu Yu,Abstract We study the problem of answering k-hop reachability queries in a directed graph;ie; whether there exists a directed path of length kk; from a source query vertex to a targetquery vertex in the input graph. The problem of k k-hop reachability is a general problem ofthe classic reachability (where k= ∞ k=∞). Existing indexes for processing classicreachability queries; as well as for processing shortest path distance queries; are notapplicable or not efficient for processing k k-hop reachability queries. We propose anefficient index for processing k k-hop reachability queries. Our experimental results on awide range of real datasets show that our method is efficient and scalable in terms of bothindex construction and query processing.,The VLDB Journal,2014,7
Method and System for Unusual Usage Reporting,*,Illustrative embodiments of the present invention are directed to methods and computersystems for reporting unusual or anomalous usage or spending of a commodity byconsumers. A computer system retrieves a set of usage-information datasets correspondingto a set of consumers; each dataset including past usage of the commodity during at leastone of a completed billing period and a current usage of the commodity during the currentbilling period. The computer system establishes a set of report-trigger conditions for thecurrent billing period; each of the report-trigger conditions corresponding to a consumer. Thecomputer system monitor usage or spending of the set of consumers to determine; for eachconsumer; whether an estimated usage established for each consumer fulfills theconsumer's report-trigger condition. Once the report-trigger condition is fulfilled; the …,*,2014,7
Enhancement of charge carrier recombination efficiency by utilizing a hole-blocking interlayer in white OLEDs,Qi Wang; Junsheng Yu; Juan Zhao; Ming Li; Zhiyun Lu,Abstract Charge carrier balance and recombination are essential factors relating to theperformance of white organic light-emitting devices (WOLEDs). In this study; we discussedthe contribution of charge carrier balance in the interlayer-based WOLEDs. By varying theinterlayer thickness; the mechanisms of electroluminescent spectral alteration; energytransfer; and especially; charge carrier transport and balance in the devices wereinvestigated and revealed in detail. With a 5 nm thick interlayer tailoring charge carriertransport and recombination; WOLEDs yielded a high power efficiency; current efficiencyand external quantum efficiency of 36.1 lm W− 1; 47.1 cd A− 1 and 18.3%; respectively.Additionally; single-carrier devices and quantitative analysis were subsequently carried out;demonstrating that the enhancement of carrier recombination efficiency corresponds to …,Journal of Physics D: Applied Physics,2013,7
Highly efficient orange and red organic light-emitting diodes with iridium (III) complexes bearing benzothiazole cyclometallate ligands as emitters,Ming Li; Qi Wang; Jun Dai; Zhi-yun Lu; Yan Huang; Jun-sheng Yu; Shuai Luo; Shi-jian Su,Abstract Two iridium complexes bearing benzothiazole cyclometallate ligands; bis [2-(3′;5′-di-tert-butylbiphenyl-4-yl) benzothiazolato-N; C 2′] iridium (III)(acetylacetonate)[(tbpbt)2 Ir (acac)] and bis [2-(9; 9-dimethyl-9H-fluoren-2-yl) benzothiazolato-N; C 2′] iridium(III)(acetylacetonate)[(fbt) 2 Ir (acac)]; have been evaluated as orange and redelectrophosphorescent materials. Both X-ray crystallographic analysis and photophysicalresults indicate that they possess alleviated self-quenching characteristics due to theexistence of steric bulky ligands. As a result; phosphorescent organic light-emitting diodes(PhOLEDs) based on them show high performance even in heavily-doped level (≥ 15wt.%). The (tbpbt) 2 Ir (acac)-based PhOLED gives efficient orange emission with peakcurrent efficiency of 26.9 cd/A (1280 cd/m 2) at doping ratio of 15 wt.%; while the 15 wt …,Thin Solid Films,2012,7
Bayesian network structure learning from attribute uncertain data,Wenting Song; Jeffrey Xu Yu; Hong Cheng; Hongyan Liu; Jun He; Xiaoyong Du,Abstract In recent years there has been a growing interest in Bayesian Network learningfrom uncertain data. While many researchers focus on Bayesian Network learning from datawith tuple uncertainty; Bayesian Network structure learning from data with attributeuncertainty gets little attention. In this paper we make a clear definition of attribute uncertaindata and Bayesian Network Learning problem from such data. We propose a structurelearning method named DTAU based on information theory. The algorithm assumes that thestructure of a Bayesian network is a tree. It avoids enumerating all possible worlds. Thedependency tree is computed with polynomial time complexity. We conduct experiments todemonstrate the effectiveness and efficiency of our method. The experiments show theclustering results on uncertain dataset by our dependency tree are acceptable.,International Conference on Web-Age Information Management,2012,7
