A gradient of childhood self-control predicts health; wealth; and public safety,Terrie E Moffitt; Louise Arseneault; Daniel Belsky; Nigel Dickson; Robert J Hancox; HonaLee Harrington; Renate Houts; Richie Poulton; Brent W Roberts; Stephen Ross; Malcolm R Sears; W Murray Thomson; Avshalom Caspi,Abstract Policy-makers are considering large-scale programs aimed at self-control toimprove citizens' health and wealth and reduce crime. Experimental and economic studiessuggest such programs could reap benefits. Yet; is self-control important for the health;wealth; and public safety of the population? Following a cohort of 1;000 children from birth tothe age of 32 y; we show that childhood self-control predicts physical health; substancedependence; personal finances; and criminal offending outcomes; following a gradient ofself-control. Effects of children's self-control could be disentangled from their intelligenceand social class as well as from mistakes they made as adolescents. In another cohort of500 sibling-pairs; the sibling with lower self-control had poorer outcomes; despite sharedfamily background. Interventions addressing self-control might reduce a panoply of …,Proceedings of the National Academy of Sciences,2011,2144
Doubling the dose of budesonide versus maintenance treatment in asthma exacerbations,JM FitzGerald; A Becker; MR Sears; S Mink; K Chung; J Lee,Background: Previous guidelines recommend doubling the daily dose of maintenanceinhaled corticosteroid to treat or prevent progression of exacerbations of asthma. Methods:Over a 6 month period a cohort of patients were evaluated prospectively and randomised ina double blind controlled trial to treatment with either a continued maintenance dose (MD) ofinhaled corticosteroid or doubling the dose (DD) at the time of an exacerbation. Results: Atotal of 290 patients were randomised (33% male) and 98 (DD; n= 46) experiencedevaluable asthma exacerbations during the study period. Mean (SD) baselinecharacteristics at randomisation (age 33.5 (14.0) years; forced expiratory volume in 1second (FEV 1) 2.8 (0.7) l; peak expiratory flow (PEF) 422.9 (110.5) l/min) were similar inboth groups. In the DD group 41% of patients were considered treatment failures because …,Thorax,2004,186
A cohort study of traffic-related air pollution and mortality in Toronto; Ontario; Canada,Michael Jerrett; Murray M Finkelstein; Jeffrey R Brook; M Altaf Arain; Palvos Kanaroglou; Dave M Stieb; Nicolas L Gilbert; Dave Verma; Norm Finkelstein; Kenneth R Chapman; Malcolm R Sears,Background Chronic exposure to traffic-related air pollution (TRAP) may contribute topremature mortality; but few studies to date have addressed this topic. Objectives In thisstudy we assessed the association between TRAP and mortality in Toronto; Ontario;Canada. Methods We collected nitrogen dioxide samples over two seasons using duplicatetwo-sided Ogawa passive diffusion samplers at 143 locations across Toronto. We calibratedland use regressions to predict NO 2 exposure on a fine scale within Toronto. We usedinterpolations to predict levels of particulate matter with aerodynamic diameter≤ 2.5 μm (PM2.5) and ozone levels. We assigned predicted pollution exposures to 2;360 subjects from arespiratory clinic; and abstracted health data on these subjects from medical billings; lungfunction tests; and diagnoses by pulmonologists. We tracked mortality between 1992 and …,Environmental health perspectives,2009,181
The respiratory effects of cannabis dependence in young adults,D Robin Taylor; Richie Poulton; Terrie E Moffitt; Padmaja Ramankutty; Malcolm R Sears,Aim. To evaluate the relationship between cannabis dependence and respiratory symptomsand lung function in young adults; while controlling for the effects of tobacco smoking.Setting and participants. Nine hundred and forty-three young adults from a birth cohort of1037 subjects born in Dunedin; New Zealand in 1972/1973 were studied at age 21.Measurements. Standardized respiratory symptom questionnaires were administered.Spirometry and methacholine challenge tests were undertaken. Cannabis dependence wasdetermined using DSM-III-R criteria. Descriptive analyses and comparisons betweencannabis-dependent; tobacco-smoking and non-smoking groups were undertaken. Adjustedodds ratios for respiratory symptoms; lung function and airway hyper-responsiveness (PC20) were measured. Findings. Ninety-one subjects (9.7%) were cannabis-dependent and …,Addiction,2000,179
Relation between income; air pollution and mortality: a cohort study,Murray M Finkelstein; Michael Jerrett; Patrick DeLuca; Norm Finkelstein; Dave K Verma; Kenneth Chapman; Malcolm R Sears,Background: Community levels of air pollution have been associated with variability inmortality rates; but previous studies have inferred exposure to pollutants on a citywide basis.We investigated mortality in relation to neighbourhood levels of income and air pollution inan urban area. Methods: We identified 5228 people in the Hamilton–Burlington area ofsouthern Ontario who had been referred for pulmonary function testing between 1985 and1999. Nonaccidental deaths that occurred in this group between 1992 and 1999 wereascertained from the Ontario Mortality Registry. Mean household income was estimated bylinking the subjects9 postal codes with the 1996 census. Mean neighbourhood levels of totalsuspended particulates and sulfur dioxide were estimated by interpolation from data from anetwork of sampling stations. We used proportional hazards regression models to …,Canadian Medical Association Journal,2003,178
Descriptive epidemiology of asthma,Malcolm R Sears,Asthma is a substantial health problem among children and adults worldwide; with high andincreasing prevalence rates.; in many countries;' a substantial morbidity-reflected in hospitaladmission rates;* use of medical services; 3 and drug use4-and worrying trends in mortalityrates in some countries. 5 The incidence of asthma (the development of new disease) variesby region and by age; but the global burden of asthma can be approximated from measuredprevalence rates (reflecting incidence; duration; persistence; and recurrence of disease). If10% of children and 5% of adults have asthma; figures that are conservative for westerncountries' but may be overestimates in some developing countries; the global burden ofasthma is in the order of 130 million people. Mortality rates from asthma in almost all westerncountries vary between one and five per 100 000; and result in some 60 000 deaths …,The Lancet,1997,178
Exacerbations of asthma without sputum eosinophilia.,MO Turner; P Hussack; MR Sears; J Dolovich; FE Hargreave,BACKGROUND--Sputum analysis provides a non-invasive method of examining the airwaysecretions of subjects with asthma in order to better understand the inflammatory process.Increased proportions of eosinophils are generally seen in the sputum of subjects withasthma; especially when there is an exacerbation. An unexpected observation in the sputumof subjects with mild exacerbations of asthma is reported. METHODS--Thirty fourconsecutive subjects with symptoms consistent with a mild exacerbation of asthma wererecruited for a treatment study. Inclusion criteria required persistent symptoms of chesttightness; dyspnoea; or wheezing for two weeks (without spontaneous improvement oralteration in dose of inhaled corticosteroid) and a forced expiratory volume in one second(FEV1) that was reversible to more than 75% predicted or known best to ensure the …,Thorax,1995,177
Polymorphism of the beta2-adrenoceptor and the response to long-term beta2-agonist therapy in asthma,RJ Hancox; MR Sears; DR Taylor,Polymorphisms affecting amino acids 16 and 27 of the beta2-adrenoceptor alter receptorregulation in vitro. Whether these polymorphisms alter the response to beta2-agonisttherapy in asthma is unknown. In a previous study of 64 asthmatics; most experienced adeterioration in asthma control during regular inhaled beta2-agonist (fenoterol) treatment;while a minority improved. We have determined the beta2-adrenoceptor genotypes in thesesubjects; to establish whether changes in asthma control during the earlier study wereinfluenced by beta2-adrenoceptor polymorphism. The genotypes coding for amino acids 16and 27 were identified in 60 subjects using allele-specific polymerase chain reaction. Theeffects of regular beta2-agonist treatment on asthma control were compared betweengenotypes. There was no association between genotype and change in overall asthma …,European Respiratory Journal,1998,163
Formoterol as relief medication in asthma: a worldwide safety and effectiveness trial,RA Pauwels; MR Sears; M obot Campbell; C Villasante; S Huang; A Lindh; W Petermann; M Aubier; G Schwabe; T Bengtsson,The aim of the study was to compare the safety and effectiveness of as-needed formoterolwith salbutamol in a large international real-life asthma study. Children and adults (n=18;124) were randomised to 6 months as-needed treatment with open-label formoterol 4.5µg Turbuhaler® or salbutamol 200 µg pressurised metered dose inhaler or equivalent.Primary safety variables were asthma-related and nonasthma-related serious adverseevents (SAE) s and adverse events (AE) s resulting in discontinuation (DAE) s. The primaryefficacy variable was time to first asthma exacerbation. The incidences of AEs; SAEs andDAEs arising from SAEs were not significantly different between treatments. DAEs fornonserious AEs were higher with formoterol. Asthma-related AEs decreased with formoterol(1;098 (12.3%) versus 1;206 (13.5%)); asthma-related SAEs were similar (108 (1.2%) …,European Respiratory Journal,2003,160
Sex differences in factors associated with childhood-and adolescent-onset wheeze,Piush J Mandhane; Justina M Greene; Jan O Cowan; D Robin Taylor; Malcolm R Sears,Rationale: Factors predicting the development of wheeze may differ between sexes andbetween childhood and adolescence. Methods: A New Zealand birth cohort of 1;037children was followed to age 26. For this analysis; those reporting recurrent wheezing at twoor more assessments were classified as “wheezers.” We examined risk factors fordevelopment of wheeze before age 10 (childhood) and subsequently (adolescent-onset) formales and for females separately using Cox regression modeling. Results: Males more oftendeveloped childhood wheeze (p= 0.002) and females adolescent-onset wheeze (p< 0.001).Maternal atopy (asthma or hay fever) was a risk factor for childhood wheeze in both sexes(hazard ratio [HR]; 1.48; p< 0.05 for males; HR; 2.37; p< 0.001 for females). Paternal atopyalso influenced childhood wheeze; significantly for males (HR; 1.72; p= 0.01); and …,American journal of respiratory and critical care medicine,2005,156
Longitudinal effects of passive smoking on pulmonary function in New Zealand children,Duane L Sherrill; Fernando D Martinez; Michael D Lebowitz; M David Holdaway; Erin M Flannery; G Peter Herbison; Warren R Stanton; Phil A Silva; Malcolm R Sears,Introduction The effects of passive tobacco smoke exposure on lung function and itspossible association with subsequent development of lung diseases have become majorhealth issues. Despite constant warnings of the health hazards of cigarette smoking; largenumbers of adults continue to expose nonsmokers to both mainstream and sidestreamenvironmental tobacco smoke (ETS). Numerous studies have been conducted recently in aneffort to evaluate the harmful effects of these exposures on both children and adults (1-23).Many investigators have chosen to study passive tobacco smoke effects in children sincethey generally have fewer confounding exposures; such as personal active smoking andwork-related exposures; than adults. In addition; it is believed that children may be moresusceptible to tobacco smoke during the period of lung growth and maturation. However …,American Journal of Respiratory and Critical Care Medicine,1992,155
