On indexing mobile objects,George Kollios; Dimitrios Gunopulos; Vassilis J Tsotras,Abstract We show how to index mobile objects in one and two dimensions using efficientdynamic external memory data structures. The problem is motivated by real life applicationsin traffic monitoring; intelligent navigation and mobile communications domains. For the l-dimensional case; we give (i) a dynamic; external memory algorithm with guaranteed worstcase performance and linear space and (ii) a practical approximation algorithm also in thedynamic; external memory setting; which has linear space and expected logarithmic querytime. We also give an algorithm with guaranteed logarithmic query time for a restrictedversion of the problem. We present extensions of our techniques to two dimensions. Inaddition we give a lower bound on the number of I/O's needed to answer the d-dimensionalproblem. Initial experimental results and comparisons to traditional indexing approaches …,Proceedings of the eighteenth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,1999,485
Karl Aberer; EPFL Lausanne; Switzerland Jalal Al-Muhtadi; King Saud University; Saudi Arabia Michael Beigl; Technische Universitaet Braunschweig; Germany,Michela Bertolotto; Claudio Bettini; Erik Buchmann; IIT Marco Conti; Italy Bin Cui; Alex Delis; Wolfgang Effelsberg; Stefan Fischer; Hannes Frey; Shahram Ghandeharizadeh; Bugra Gedik; Joerg Haehner; Takahiro Hara; Liviu Iftode; Masaru Kitsuregawa; George Kollios; Alexandros Labrinidis; Dik Lun Lee; Ki-Joune Li; Ken Moody; Moira Norrie; Mourad Ouzzani; CTI Dieter Pfoser; Greece Evaggelia Pitoura; Kay Roemer; Simonas Saltenis; George Samaras; Joerg Sander; NII Ichiro Satoh; Japan Peter Scheuermann; Markus Schneider; Michel Scholl; CNAM Paris; France Timos Sellis; Makoto Takizawa; Kian-Lee Tan; Yufei Tao; Goce Trajcevski; Vassilis Tsotras; Wei Wang; Carola Wenk; Ouri Wolfson; Cui Yu; Arkady Zaslavsky; Donghui Zhang,Karl Aberer; EPFL Lausanne; Switzerland Jalal Al-Muhtadi; King Saud University; Saudi ArabiaMichael Beigl; Technische Universitaet Braunschweig; Germany Michela Bertolotto; UniversityCollege Dublin; Ireland Claudio Bettini; University of Milano; Italy Peter Boncz; CWI; NetherlandsThomas Brinkhoff; Oldenburg University of Applied Sciences; Germany Erik Buchmann; Universityof Karlsruhe; Germany Marco Conti; IIT; Italy Bin Cui; Peking University; China Alex Delis; Universityof Athens; Greece Wolfgang Effelsberg; University of Mannheim; Germany Stefan Fischer; Universityof Luebeck; Germany Hannes Frey; University of Southern Denmark; Denmark ShahramGhandeharizadeh; University of Southern California; USA Bugra Gedik; IBM Research; USAStephane Grumbach; CNRS/LIAMA; China Joerg Haehner; University of Stuttgart; Germany TakahiroHara; Osaka University; Japan Liviu Iftode; Rutgers University; USA Valerie Issarny …,*,*,*
The Snapshot Index; an I,Vassilis J Tsotras; Nickolas Kangelaris,*,O-Optimal Access Method for Snapshot Que,*,*
Historical Queries along Multiple Lines of Time Evolution,Gad M Landau Jeanette P Schmidt; Vassilis J Tsotras,ABSTRACT Traditional approaches to addressing historical queries assume a single line oftime evolution; ie; a system (database; relation) evolves over time by applying a sequence oftransactions on it. Each transaction always applies to the unique; current state of the system;resulting in a new current state. There are however; complex applications where thesystem's state evolves in a way that results in multiple lines of evolution. Consider forexample a company that splits into a number of subsidiaries; which in turn may split into newsubsidiaries and so on. In general; this creates a tree (hierarchy) of evolution lines; whereeach tree node represents the time evolution of a particular subsidiary. Multiple lines of timeevolution create novel historical queries; such as the vertical historical query:“find allemployees that were working for subsidiary C or one of its ancestors; on January 1st …,*,*,*
SSTD 2001: advances in spatial and temporal databases(Redondo Beach CA; 12-15 July 2001),Christian S Jensen; Markus Schneider; Bernhard Seeger; Vassilis J Tsotras,*,Lecture notes in computer science,*,*
Data Engineering,Dimitris Papadias; Yufei Tao; Jun Zhang; Nikos Mamoulis; Qiongmao Shen; Jimeng Sun; Dimitris Papadopoulos; George Kollios; Dimitrios Gunopulos; Vassilis J Tsotras,Bulletin of the Technical Committee on Data Engineering June 2002 Vol. 25 No. 2 IEEE ComputerSociety Letters Letter from the Editor-in-Chief...................................................... David Lomet 1 Letterfrom the Special Issue Editor.............................................. Christian S. Jensen 2 Special Issue onIndexing of Moving Objects Indexing the Trajectories of Moving Objects............................................ Dieter … Editorial Board Editor-in-Chief David B. Lomet Microsoft Research One MicrosoftWay; Bldg. 9 Redmond WA 98052-6399 lomet@ microsoft. com Associate Editors UmeshwarDayal Hewlett-Packard Laboratories 1501 Page Mill Road; MS 1142 Palo Alto; CA 94304 JohannesGehrke Department of Computer Science Cornell University Ithaca; NY 14853 Christian S. JensenDepartment of Computer Science Aalborg University Fredrik Bajers Vej 7E DK-9220 AalborgØst; Denmark Renée J. Miller Dept. of Computer Science University of Toronto 6 King's …,Urbana,*,*
Approximating multi-dimensional aggregate range queries over real attributes Dimitrios Gunopulos Univ. of California Riverside,Vassilis J Tsotras; Carlotta Domeniconi,Abstract Finding approximate answers to multi-dimensional range queries over real valuedattributes has significant applications in data exploration and database query optimization.In this paper we consider the following problem: given a table of d attributes whose domainis the real numbers; and a query that specifies a range in each dimension; find a goodapproximation of the number of records in the table that satisfy the query. We present a newhistogram technique that is designed to approximate the density of multi-dimensionaldatasets with real attributes. Our technique finds buckets of variable size; and allows thebuckets to overlap. Overlapping buckets allow more efficient approximation of the density.The size of the cells is based on the local density of the data. This technique leads to a fasterand more compact approximation of the data distribution. We also show how to …,*,*,*
Approximating multi-dimensional,Dimitrios Gunopulos; George Kollios; Vassilis J Tsotras; Carlotta Domeniconi,*,*,*,*
Version Management of XML Documents,Vassilis J Tsotras; Carlo Zaniolo,*,*,*,*
E fficient M anagementof T ime-E volving D atabases,Vassilis J Tsotras; B Gopinath; George W Hart,ABSTRACT Efficiently managing the history of a time-evolving system is one of the centralproblems in many database environments; like database systems that incorporateversioning; or object-oriented databases that implicitly or explicitly maintain the history ofpersistent objects. In this paper we propose algorithms that reconstruct past states of anevolving system for two general cases; ie; when the system's state is represented by a set orby a hierarchy (a forest of trees). Sets are widely used as a canonical form of representinginformation in databases or program states. For more complex applications; like schemaevolution in object-oriented databases; it becomes necessary to manage the history of datastructures that have the form of forests or even graphs. The proposed algorithms useminimal space (proportional to the number of changes occurring in the evolution) and …,*,*,*
Efficient Structural Joins on Indexed XML Documents,Vassilis J Tsotras; Carlo Zaniolo,Abstract Queries on XML documents typically combine selections on element contents; and;via path expressions; the structural relationships between tagged elements. Structural joinsare used to find all pairs of elements satisfying the primitive structural relationships specifiedin the query; namely; parent-child and ancestordescendant relationships. Efficient supportfor structural joins is thus the key to efficient implementations of XML queries. Recentlyproposed node numbering schemes enable the capturing of the XML document structureusing traditional indices (such as B+-trees or R-trees). This paper proposes efficientstructural join algorithms in the presence of tag indices. We first concentrate on using B+-trees and show how to expedite a structural join by avoiding collections of elements that donot participate in the join. We then introduce an enhancement (based on sibling pointers) …,*,*,*
