Algorithmic graph minor theory: Decomposition; approximation; and coloring,Erik D Demaine; Mohammad Taghi Hajiaghayi; Ken-ichi Kawarabayashi,At the core of the seminal graph minor theory of Robertson and Seymour is a powerfulstructural theorem capturing the structure of graphs excluding a fixed minor. This result isused throughout graph theory and graph algorithms; but is existential. We develop apolynomial-time algorithm using topological graph theory to decompose a graph into thestructure guaranteed by the theorem: a clique-sum of pieces almost-embeddable intobounded-genus surfaces. This result has many applications. In particular we showapplications to developing many approximation algorithms; including a 2-approximation tograph coloring; constant-factor approximations to treewidth and the largest grid minor;combinatorial polylogarithmic approximation to half-integral multicommodity flow;subexponential fixed-parameter algorithms; and PTASs for many minimization and …,Foundations of Computer Science; 2005. FOCS 2005. 46th Annual IEEE Symposium on,2005,173
A weaker version of Lovász'path removal conjecture,Ken-ichi Kawarabayashi; Orlando Lee; Bruce Reed; Paul Wollan,Abstract We prove there exists a function f (k) such that for every f (k)-connected graph G andfor every edge e ∈ E(G); there exists an induced cycle C containing e such that G − E(C) isk-connected. This proves a weakening of a conjecture of Lovász due to Kriesell. © 2008 ElsevierInc. All rights reserved … Keywords: Graph connectivity; Removable paths; Non-separatingcycles … The following conjecture is due to Lovász (see [15]) … Conjecture 1.1. There existsa function f = f (k) such that the following holds. For every f (k)- connected graph G and two verticess and t in G; there exists a path P with endpoints s and t such that G − V (P ) is k-connected …E-mail address: pwollan@math.uwaterloo.ca (P. Wollan). 1 Research partly supported by JapanSociety for the Promotion of Science; Grant-in-Aid for Scientific Research and by Inoue ResearchAward for Young Scientists. 2 Research partly supported by CNPq; Project …,Journal of Combinatorial Theory; Series B,2008,27
A pair of forbidden subgraphs and perfect matchings,Shinya Fujita; Ken-ichi Kawarabayashi; Claudio Leonardo Lucchesi; Katsuhiro Ota; Michael D Plummer; Akira Saito,Abstract In this paper; we study the relationship between forbidden subgraphs and theexistence of a matching. Let H be a set of connected graphs; each of which has three ormore vertices. A graph G is said to be H-free if no graph in H is an induced subgraph of G.We completely characterize the set H such that every connected H-free graph of sufficientlylarge even order has a perfect matching in the following cases.(1) Every graph in H istriangle-free.(2) H consists of two graphs (ie a pair of forbidden subgraphs). A matching M ina graph of odd order is said to be a near-perfect matching if every vertex of G but one isincident with an edge of M. We also characterize H such that every H-free graph ofsufficiently large odd order has a near-perfect matching in the above cases.,Journal of Combinatorial Theory; Series B,2006,27
Computing personalized PageRank quickly by exploiting graph structures,Takanori Maehara; Takuya Akiba; Yoichi Iwata; Ken-ichi Kawarabayashi,Abstract We propose a new scalable algorithm that can compute Personalized PageRank(PPR) very quickly. The Power method is a state-of-the-art algorithm for computing exactPPR; however; it requires many iterations. Thus reducing the number of iterations is themain challenge. We achieve this by exploiting graph structures of web graphs and socialnetworks. The convergence of our algorithm is very fast. In fact; it requires up to 7.5 timesfewer iterations than the Power method and is up to five times faster in actual computationtime.,Proceedings of the VLDB Endowment,2014,26
Hadwiger's conjecture is decidable,Ken-ichi Kawarabayashi; Bruce Reed,Abstract The famous Hadwiger's conjecture asserts that every graph with no K t-minor is (t-1)-colorable. The case t= 5 is known to be equivalent to the Four Color Theorem by Wagner;and the case t= 6 is settled by Robertson; Seymour and Thomas. So far the cases t≥ 7 arewide open. In this paper; we prove the following two theorems: There is an O (n 2) algorithmto decide whether or not a given graph G satisfies Hadwiger's conjecture for the case t.Every minimal counterexample to Hadwiger's conjecture for the case t has at most f (t)vertices for some explicit bound f (t). The bound f (t) is at most pppt; where p= 10 10 10 t. Ourproofs for both results use the well-known result by Thomassen [46] for 5-list-coloring planargraphs; together with some results (but not the decomposition theorem) of Graph Minors in[36]. Concerning the first result; we prove the following stronger theorem: For a given …,Proceedings of the forty-first annual ACM symposium on Theory of computing,2009,26
Domination in a graph with a 2‐factor,Ken‐ichi Kawarabayashi; Michael D Plummer; Akira Saito,Abstract Let γ (G) be the domination number of a graph G. Reed 6 proved that every graph Gof minimum degree at least three satisfies γ (G)≤(3/8)| G|; and conjectured that a betterupper bound can be obtained for cubic graphs. In this paper; we prove that a 2-edge-connected cubic graph G of girth at least 3k satisfies equation image. For equation image;this gives equation image; which is better than Reed's bound. In order to obtain this bound;we actually prove a more general theorem for graphs with a 2-factor.© 2006 WileyPeriodicals; Inc. J Graph Theory 52: 1–6; 2006,Journal of Graph Theory,2006,26
Fast shortest-path distance queries on road networks by pruned highway labeling,Takuya Akiba; Yoichi Iwata; Ken-ichi Kawarabayashi; Yuki Kawata,Abstract We propose a new labeling method for shortest-path and distance queries on roadnetworks. We present a new framework (ie data structure and query algorithm) referred to ashighway-based labelings and a preprocessing algorithm for it named pruned highwaylabeling. Our proposed method has several appealing features from different aspects in theliterature. Indeed; we take advantages of theoretical analysis of the seminal result by Thorupfor distance oracles; more detailed structures of real road networks; and the pruned labelingalgorithm that conducts pruned Dijkstra's algorithm. The experimental results show that theproposed method is comparable to the previous state-of-the-art labeling method in bothquery time and in data size; while our main improvement is that the preprocessing time ismuch faster.,*,2014,25
A simple algorithm for the graph minor decomposition: logic meets structural graph theory,Martin Grohe; Ken-ichi Kawarabayashi; Bruce Reed,Abstract A key result of Robertson and Seymour's graph minor theory is a structure theoremstating that all graphs excluding some fixed graph as a minor have a tree decomposition intopieces that are almost embeddable in a fixed surface. Most algorithmic applications of graphminor theory rely on an algorithmic version of this result. However; the known algorithms forcomputing such graph minor decompositions heavily rely on the very long and complicatedproofs of the existence of such decompositions; essentially they retrace these proofs andshow that all steps are algorithmic.,Proceedings of the twenty-fourth annual ACM-SIAM symposium on Discrete algorithms,2013,25
On-line Ramsey theory for bounded degree graphs,Jane Butterfield; Tracy Grauman; William B Kinnersley; Kevin G Milans; Christopher Stocker; Douglas B West,Abstract When graph Ramsey theory is viewed as a game;“Painter” 2-colors the edges of agraph presented by “Builder”. Builder wins if every coloring has a monochromatic copy of afixed graph G. In the on-line version; iteratively; Builder presents one edge and Painter mustcolor it. Builder must keep the presented graph in a class H. Builder wins the game (G; H) if amonochromatic copy of G can be forced. The on-line degree Ramsey number R∆(G) is theleast k such that Builder wins (G; H) when H is the class of graphs with maximum degree atmost k. Our results include: 1) R∆(G)≤ 3 if and only if G is a linear forest or each componentlies inside K1; 3. 2) R∆(G)≥∆(G)+ t− 1; where t= maxuv∈ E (G) min {d (u); d (v)}. 3) R∆(G)≤d1+ d2− 1 for a tree G; where d1 and d2 are two largest vertex degrees. 4) 4≤ R∆(Cn)≤ 5;with R∆(Cn)= 4 except for finitely many odd values of n. 5) R∆(G)≤ 6 when∆(G)≤ 2.,the electronic journal of combinatorics,2011,25
Odd cycle packing,Ken-ichi Kawarabayashi; Bruce Reed,Abstract We consider the following problem; which is called the odd cycle packing problem.Input: A graph $ G $ with n vertices and m edges; and an integer k. Output: k vertex disjointodd cycles. We also consider the edge disjoint case; and the node-and arc-disjoint directedcase. This problem is known to be NP-hard; even for planar graphs; if k is part of input. In thispaper; we first present the integrality gap and hardness results for these problems. We provethat the integrality gap of the standard LP-relaxation of the odd cycle packing problem is Θ(√ n). This result is obtained by giving an algorithm to compute an odd cycle packing; whichgives rise to an O (√ n) approximating algorithm for the fractional odd cycle packingproblem (this gives rise to an upper bound); and by showing that there is a graph G such thatthere is an O (√ n) half-integral odd cycle packing in G; but there are no two disjoint odd …,Proceedings of the forty-second ACM symposium on Theory of computing,2010,25
6-critical graphs on the Klein bottle,Ken-ichi Kawarabayashi; Daniel Král'; Jan Kynčl; Bernard Lidický,We provide a complete list of 6-critical graphs that can be embedded on the Klein bottlesettling a problem of Thomassen [J. Combin. Theory Ser. B; 70 (1997); pp. 67–100; Problem3]. The list consists of nine nonisomorphic graphs which have altogether 18 nonisomorphic2-cell embeddings and one embedding that is not 2-cell.,SIAM Journal on Discrete Mathematics,2009,25
Estimating local intrinsic dimensionality,Laurent Amsaleg; Oussama Chelly; Teddy Furon; Stephane Girard; Michael E Houle; Ken-Ichi Kawarabayashi; Michael Nett,Abstract This paper is concerned with the estimation of a local measure of intrinsicdimensionality (ID) recently proposed by Houle. The local model can be regarded as anextension of Karger and Ruhl's expansion dimension to a statistical setting in which thedistribution of distances to a query point is modeled in terms of a continuous randomvariable. This form of intrinsic dimensionality can be particularly useful in search;classification; outlier detection; and other contexts in machine learning; databases; and datamining; as it has been shown to be equivalent to a measure of the discriminative power ofsimilarity functions. Several estimators of local ID are proposed and analyzed based onextreme value theory; using maximum likelihood estimation (MLE); the method of moments(MoM); probability weighted moments (PWM); and regularly varying functions (RV). An …,Proceedings of the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2015,24
