A reputation-based approach for choosing reliable resources in peer-to-peer networks,Ernesto Damiani; De Capitani di Vimercati; Stefano Paraboschi; Pierangela Samarati; Fabio Violante,Abstract Peer-to-peer (P2P) applications have seen an enormous success; and recentlyintroduced P2P services have reached tens of millions of users. A feature that significantlycontributes to the success of many P2P applications is user anonymity. However; anonymityopens the door to possible misuses and abuses; exploiting the P2P network as a way tospread tampered with resources; including Trojan Horses; viruses; and spam. To addressthis problem we propose a self-regulating system where the P2P network is used toimplement a robust reputation mechanism. Reputation sharing is realized through adistributed polling algorithm by which resource requestors can assess the reliability of aresource offered by a participant before initiating the download. This way; spreading ofmalicious contents will be reduced and eventually blocked. Our approach can be …,Proceedings of the 9th ACM conference on Computer and communications security,2002,874
в ж в зз гвижга гж ЫЧ Ш ЙЫ жк з,Ernesto Damiani; Stefano Paraboschi; Pierangela Samarati,ABSTRACT Ф ил и джгиг газ гж ж бги з жк вкг и гв к РЬЬШ в ХФИ зй з ЫЧ ШИ ж ж д ан в вдЙ и в бгв к агд жз г Сви жв иЙ з Йз жк зИ зд Й аан йз г и ж Ќж л ааЙиж к жз а д а и зКРглЙ к жИ вг зи в ж и в ей гж зз гвижга з йж ин з йжж виан Ќв гж и ж РЬЬШ гж ЫЧ Ш из а КгвЙ жвз к в ж з гйи и дгзз а ин и и Ћ ж ви ЫЧ Ш дда и гвз л аа а л и б з йж ин в Й ж ви лнзИ а в иг дда и гвЙ д в ви з йж ин га зК Св и з д д жИ л джгдгз в дджг и и ж а з гв и ХФзижй ийж г ЫЧ Ш ж ей зиз иг зйддгжи Ќв Й ж в йи гж о и гвз и и а к а г в к й а ХФ а б виз вииж йи з и и гбдгз ЫЧ Ш ааК Ь ж зйаи з з бЙ да И н и дгл ж йа в в ж аИ и в ей иг в гж зз жзиж и гвз иг ЫЧ Ш вкг и гвзК,*,*,*
D1. 3-CONCEPT AND ARCHITECTURE OF THE OVERALL SOLUTION,Wihem Arsac SAP; Annett Laube-Rosenpflanzer BFH; Antonio Lioy; Beatriz Gallego-Nicasio; Cataldo Basile; Henrik Plate SAP; Michael Brunner; Philipp Kalb; Serena Ponta SAP; Simone Mutti; Stefano Paraboschi,The information in this document is provided" as is"; and no guarantee or warranty is giventhat the information is fit for any particular purpose. The above referenced consortiummembers shall have no liability for damages of any kind including without limitation direct;special; indirect; or consequential damages that may result from the use of these materialssubject to any liability which is mandatory due to applicable law.,*,*,*
2011 Index IEEE Transactions on Services Computing Vol. 4,Rafael Accorsi; Marco Aiello; Marco Domenico Aime; Claudio A Ardagna; Youakim Badr; Frederique Biennier; Athman Bouguettaya; Jinjun Chen; Jun-Liang Chen; Ernesto Damiani; Sabrina De Capitani di Vimercati; T Dillon; Elie el Khoury; Li-Chen Fu; Gernot Goluch; Sigrun Goluch; Nils Gruschka; Ching-Hsien Hsu; Stefan Jakoubi; Nicholas R Jennings; Meiko Jensen; Hai Jin; Ya-Wen Jong; Irwin King; Gerhard Kitzler; Jun Li; Lei Li; Chun-Feng Liao; Antonio Lioy; Xumin Liu; Luigi Lo Iacono; Lutz Lowis; Norbert Luttenberger; Michael R Lyu; Hao Ma; Miroslaw Malek; Zaki Malik; Said Marouf; Patrick Martin; Jean-Francois Mehaut; Nikola Milanovic; Bratislav Milic; Hamid R Motahari-Nezhad; Stefano Paraboschi,This index covers all technical items-papers; correspondence; reviews; etc.-that appeared inthis periodical during the year; and items from previous years that were commented upon orcorrected in this year. Departments and other items may also be covered if they have beenjudged to have archival value. The Author Index contains the primary entry for each item;listed under the first author's name. The primary entry includes the coauthors' names; the titleof the paper or other item; and its location; specified by the publication abbreviation; year;month; and inclusive pagination. The Subject Index contains entries describing the itemunder all appropriate subject headings; plus the first author's name; the publicationabbreviation; month; and year; and inclusive pages. Note that the item title is found onlyunder he primary entry in the Author Index.,*,*,*
DASC 2011,Shawkat Ali; Claudio Agostino Ardagna; Li Bai; Lynn Batten; Jorge Cuellar; Frédéric Cuppens; Nora Cuppens-Boulahia; Roberto Di Pietro; Susan K Donohue; Keith B Frikken; Kazuhide Fukushima; Steven Furnell; Joaquin Garcia-Alfaro; Juan Gonzalez Nieto; Yong Guan; Xinyi Huang; Tongdan Jin; Shyh-hao Kuo; Zhiling Lan; Xiaorong Li; Jay Ligatti; Jigang Liu; Cheng-Chew Lim; Jinhu Lu; Xiaoguang Mao; Luke McAven; Eiji Okamoto; Stefano Paraboschi; Gerardo Pelosi; Wenyu Qu; Dharmendra Sharma; Neeraj Suri; Willy Susilo; Juan E Tapiador; Udaya Tupakula; Michael Waidner; Chih-Hung Wang; Junfeng Wang; Lingyu Wang; Liqiang Wang; Yi Yang; Chunyang Ye; Shui Yu,Shawkat Ali; Central Queensland University; Australia Claudio Agostino Ardagna;Universita' degli Studi di Milano; Italy Li Bai; Temple University; USA Lynn Batten; DeakinUniversity; Australia Jorge Cuellar; Siemens AG; Germany Frédéric Cuppens; TELECOMBretagne; France Nora Cuppens-Boulahia; TELECOM Bretagne; France Roberto Di Pietro; Università"La Sapienza"; Italy Susan K. Donohue; The College of New Jersey; USA Keith B. Frikken; MiamiUniversity; USA Kazuhide Fukushima; Kyushu University;Japan Steven Furnell; PlymouthUniversity; United Kingdom Joaquin Garcia-Alfaro; TELECOM Bretagne; France Juan GonzalezNieto; Queensland University of Technology; Australia Yong Guan; Iowa State University; USAXinyi Huang; Institute for Infocomm Research (I2R); Singapore Tongdan Jin; Texas StateUniversity; USA Shyh-hao Kuo; Institute of High Performance Computing; Singapore …,*,*,*
Simone Fisher-Huebner; Karlstad University; Sweden Philip Fong; University of Calgary; Canada Keith Frikken; Miami University; USA Steven Furnell; University of...,Alban Gabillon; Joaquin Garcia-Alfaro; Dieter Gollmann; Juan Gonzalez Nieto; Yong Guan; Qiong Huang; Xinyi Huang; Michael Huth; Sushil Jajodia; Audun Josang; Sokratis Katsikas; Stefan Katzenbeisser; Muhammad Khurram Khan; Shinsaku Kiyomoto; Michiharu Kudo; Costas Lambrinoudakis; Bo Lang; Adam J Lee; Yingjiu Li; Jay Ligatti; Peng Liu; Javier Lopez; Wenjing Lou; Fabio Martinelli; Carlos Maziero; Chris Mitchell; Eiji Okamoto; Stefano Paraboschi; Gerardo Pelosi; Indrakshi Ray; Kui Ren; Rodrigo Roman; Ahmad-Reza Sadeghi; Damien Sauveron,Rafael Accorsi; University of Freiburg; Germany Eric Alata; LAAS-CNRS; France Claudio AgostinoArdagna; Universit`a degli Studi di Milano; Italy Vijay Atluri; Rutgers University; USA MarinaBlanton; University of Notre Dame; USA Carlo Blundo; Universit`a degli Studi di Salerno; ItalyMarco Casassa Mont; Hewlett-Packard Labs; UK David Chadwick; University of Kent; UK JorgeCuellar; Siemens Corporate Technology; Germany Frédéric Cuppens; TELECOM Bretagne;France Anupam Datta; Carnegie Mellon University; USA Sabrina De Capitani di Vimercati;Universit`a degli Studi di Milano; Italy Roberto Di Pietro; Universit`a di Roma Tre; Italy WenliangDu; Syracuse University; USA Wu-Chang Feng; Portland State University; USA SimoneFisher-Huebner; Karlstad University; Sweden Philip Fong; University of Calgary; Canada KeithFrikken; Miami University; USA Steven Furnell; University of Plymouth; UK Alban …,*,*,*
Charles Payne (PC Co-Chair); Adventium Labs,Tuomas Aura; Lujo Bauer; David Elliott Bell; Terry Benzel; Konstantin Beznosov; Rafae Bhatti; Sabrina De Capitani di Vimercati; Marc Dacier; Mary Denz; Jan Eloff; Philip Fong; Sara Foresti; Michael Franz; Carrie Gates; Dieter Gollmann; Steven J Greenwald; J Thomas Haigh; Wesley Higaki; Thomas Hinke; Cynthia Irvine; Sushil Jajodia; Jan Jürjens; Myong Kang; Angelos Keromytis; Wenke Lee; Ulf Lindqvist; Peng Liu; Javier Lopez; Bryan Lyles; Patrick McDaniel; John McDermott; Jelena Mirkovic; Peng Ning; Paul Van Oorschot; Stefano Paraboschi; Joon Park; Lillian Røstad; Reiner Sailer; Andre Dos Santos; Kent Seamons; Anoop Singhal; Carol Taylor; Dan Thomsen; Giovanni Vigna; Simon Wiseman; Diego Zamboni,Pierangela Samarati (PC Chair); Università degli Studi di Milano Charles Payne (PCCo-Chair); Adventium Labs … Tuomas Aura; Microsoft Research; UK Lujo Bauer; CarnegieMellon University David Elliott Bell; Selfless Security Terry Benzel; USC-ISI KonstantinBeznosov; University of British Columbia Rafae Bhatti; Florida International University SabrinaDe Capitani di Vimercati; Università degli Studi di Milano Marc Dacier; Eurecom Institute MaryDenz; Air Force Research Laboratory Jan Eloff; University of Pretoria Philip Fong; Universityof Regina Sara Foresti; Università degli Studi di Milano Michael Franz; University ofCalifornia; Irvine Carrie Gates; CA Labs Dieter Gollmann; Hamburg University of TechnologySteven J. Greenwald; Independent Consultant J. Thomas Haigh; Adventium Labs WesleyHigaki; Symantec Corporation Thomas Hinke; NASA Ames Research Center Cynthia …,*,*,*
AA 1997/98 UNIVERSITA'DEGLI STUDI DI TRIESTE _ CORSO DI LAUREA INGEGNERIA ELETTRONICA,P Atzeni; S Ceri; S Paraboschi; R Torlone; N Wirth,Il corso intende fornire le conoscenze necessarie per l'analisi; il progetto e lo sviluppo diSoftware in ambienti e/o sistemi di elaborazione di vario tipo. L'impostazione prevede unaparticolare attenzione ai dati; con approfondimenti sulla loro organizzazione edelaborazione ottimale tramite appositi algoritmi; strutture; relazioni; forme normali; vincoli;linguaggi; modelli di sicurezza; possibile condivisione e distribuzione. In questo ambitoverranno trattati i modelli di dati su cui si basano i Sistemi di Gestione di Basi di Dati conriferimento ai Sistemi più in uso.,*,*,*
Program committee (cont.),Stefano Paraboschi; Gerardo Pelosi; Günther Pernul; Milan Petkovic; Alessandro Piva; Joachim Posegga; Kui Ren; Panos Rizomiliotis; Rodrigo Roman; Pierangela Samarati; Damien Sauveron; Shamik Sural; Willy Susilo; Angeliki Tsochou; Sabrina de Capitani di Vimercati; Lingyu Wang; Xinyuan Frank Wang; Yang Xiang; Alec Yasinsac; Justin Zhan; Jianying Zhou,Page 1. PROGRAM COMMITTEE (CONT.) Stefano Paraboschi; University of Bergamo; ItalyGerardo Pelosi; Universita' degli Studi di Bergamo; Italy Günther Pernul; University ofRegensburg; Germany Milan Petkovic; Philips Research Labs; The Netherlands AlessandroPiva; Universita'degli Studi di Firenze; Italy Joachim Posegga; Inst. of IT Security and SecurityLaw; Germany Kui Ren; Illinois Institute of Technology; USA Carlos Ribeiro; IST; Portugal PanosRizomiliotis; University of the Aegean; Greece Rodrigo Roman; University of Malaga; SpainPierangela Samarati; Università degli Studi di Milano; Italy Damien Sauveron; Xlim – Universityof Limoges; France Shamik Sural; Indian Institute of Technology; India Willy Susilo; Universityof Wollongong; Australia Angeliki Tsochou; University of the Aegean; Greece Sabrina deCapitani di Vimercati; Università degli Studi di Milano; Italy …,*,*,*
SupP2PRep: A Protocol for Reputation Management via Polling in P2P Networks with SuperPeers,Shalendra Chhabra; Ernesto Damiani; Sabrina De Capitani di Vimercati; Stefano Paraboschi; Pierangela Samarati,Abstract Peer-to-Peer (P2P) applications have recently seen an enormous success andhave reached millions of users. The main reason of this success is the anonymity the usersenjoy. However; as recent experiences with P2P networks such as Gnutella show; thisanonymity offers an opportunity to exploit the network for abuses such as the spread ofmalware (worms; Trojan Horses; viruses; and spam). In this paper we extend our previouswork on P2PRep; a reputation management protocol for pure P2P networks; in the case of adistributed architecture with SuperPeers such as Gnutella 0.6 and KaZaA. We present thedesign and implementation of reputation-aware servents. We also propose the use ofrepeaters among SuperPeers to facilitate interaction between servents behind the firewalls.We finally study the case of malicious peers; malicious SuperPeers and malicious …,*,*,*
Anas Abou El Kalam; IRIT/ENSEEIHT Claudio Ardagna; U. of Milan,Vijay Atluri; Tuomas Aura; Lee Badger; Kosta Beznosov; Marco Casassa Mont; Shiping Chen; Marc Dacier; Robert Deng; Mary Denz; Jeremy Epstein; Philip Fong; Sara Foresti; Vinod Ganapathy; Carrie Gates; Dieter Gollman; Steven Greenwald; Dimitris Gritzalis; Tom Haigh; Wesley Higaki; Cynthia Irvine; Hongxia Jin; Ulf Lindqvist; Peng Liu; Javier Lopez; John McDermott; Peng Ning; Stefano Paraboschi; Guenther Pernul; Marco Pistoia; Lillian Røstad; Reiner Sailer; Christoph Schuba; Kent Seamons; Cristina Serban; Randall Smith; Angelos Stavrou; Vipin Swarup; Dan Thomsen; Patrick Traynor; Venkat Venkatakrishnan; David Whyte; Alec Yasinac,Charles Payne; Adventium Labs; USA (Program Chair) Michael Franz; University ofCalifornia; Irvine; USA (Program Co-Chair) Anas Abou El Kalam; IRIT/ENSEEIHT ClaudioArdagna; U. of Milan Vijay Atluri; Rudgers U. Tuomas Aura; Microsoft Research Lee Badger;NIST Kosta Beznosov; U. of British Columbia Marco Casassa Mont; HP Labs Shiping Chen;Sybase; Inc. Marc Dacier; Symantec Corporation Robert Deng; Singapore Mgmt U. MaryDenz; Air Force Research Lab Jeremy Epstein; SRI International Philip Fong; U. of Regina SaraForesti; U. of Milan Vinod Ganapathy; Rudgers U. Carrie Gates; CA Labs Dieter Gollman; HamburgU. of Tech. Steven Greenwald; Info. Security Adv. Dimitris Gritzalis; Athens U. Tom Haigh; AdventiumLabs Wesley Higaki; Symantec Corporation Cynthia Irvine; Naval Postgraduate School HongxiaJin; IBM Almaden Ulf Lindqvist; SRI International Peng Liu; Penn State U. Javier Lopez …,*,*,*
