Mindreader: Querying databases through multiple examples,Yoshiharu Ishikawa; Ravishankar Subramanya; Christos Faloutsos,Abstract Users often can not easily express their queries. For example; in amultimedia/image by content setting; the user might want photographs with sunsets; incurrent systems; like QBIC; the user has to give a sample query; and to specify the relativeimportance of color; shape and texture. Even worse; the user might want correlationsbetween attributes; like; for example; in a traditional; medical record database; a medicalresearcher might want to nd\mildly overweight patients"; where the implied query wouldbe\weight/height 4 lb/inch". Our goal is to provide a user-friendly; but theoretically solidmethod; to handle such queries. We allow the user to give several examples; and;optionally; their'goodness' scores; and we propose a novel method to\guess" whichattributes are important; which correlations are important; and with what weight. Our …,Computer Science Department,1998,705
MDM 2009,Xiaofeng Meng; Xiaochun Yang; Wei-Shinn Ku; Walid Aref; Louise Barkhuus; Alastair Beresford; Claudio Bettini; Lei Chen; Yu Chen; Reynold Cheng; Max J Egenhofer; Marco Gruteser; Urs Hengartner; Chih-Lin Hu; Jiun-Long Huang; Yoshiharu Ishikawa; Eija Kaasinen; Panos Kalnis; Lars Kulik; Xuan Liu; Hua Lu; Wen-Chih Peng; Cyrus Shahabi; Xiaoyang Sean Wang; Jianliang Xu; Baihua Zheng; Roger Zimmermann,Xiaochun Yang; Northeastern University; China Wei-Shinn Ku; Auburn University; USA … WalidAref; Purdue University; USA Louise Barkhuus; University of Glasgow; UK AlastairBeresford; University of Cambridge; UK Claudio Bettini; University of Milan; Italy Lei Chen; HongKong University of Science and Technology; Hong Kong Yu Chen; State University of New Yorkat Binghamton; USA Reynold Cheng; University of Hong Kong; Hong Kong Max J.Egenhofer; University of Maine; USA Marco Gruteser; Rutgers University; USA UrsHengartner; University of Waterloo; Canada Chih-Lin Hu; National Central University; TaiwanJiun-Long Huang; National Chiao Tung University; Taiwan Yoshiharu Ishikawa; NagoyaUniversity; Japan Eija Kaasinen; VTT Information Technology; Finland Panos Kalnis; NationalUniversity of Singapore; Singapore Lars Kulik; University of Melbourne; Australia Xuan …,*,*,*
False Drop Analysis of,Hiroyuki KITAGAWA; Yoshiharu ISHIKAWA,*,*,*,*
Evaluating an Index Method for Probabilistic Range Queries on Gaussian Distributions,Tingting DONG; Xi GUO; Chuan XIAO; Yoshiharu ISHIKAWA,*,*,*,*
Estimation of False Drops in Set-valued Ob ject,Hiroyuki Kitagawa; Yoshiaki Fukushima; Yoshiharu Ishikawa; Nobuo Ohbo,*,*,*,*
Peter Chen; Louisiana State University & Carnegie-Mellon University; USA Du Li; Ericsson; USA Stratis Viglas; University of Edinburgh; UK Poess Meikel; Oracle; USA,Zhe Shang; Maja Vukovic; Yuan Chi Chang; Wesley M Gifford; Fatma Ozcan; Yannis Sismanis; Charles Perng; Suren Byna; Lavanya Ramakrishnan; Philip Carns; Andy Wilson; Andy Twigg; Florin Rusu; Xiaoyong Du; Zhanhuai Li; Weining Qian; Ge Yu; Guoren Wang; Jianhua Feng; Jian Yin; Kun Yue; Masaru Kitsuregawa; Yokota Haruo; Yoshiharu Ishikawa; Jeffrey Yu; David Cheung; Xuemin Lin; Xiaofang Zhou; Ee-peng Lim; Shailesh Kumar; Hesham Hallal; Jacob Slonim; Vasant Honavar; Bhuvan Bamba; Pankaj Mehra; Gong Zhang; Rafael Accorsi; Paolo Ceravolo; Etienne Riviere; Ioana Ciuciu; Maurice Van Keulen; Gabriele Ruffatti; Hong-Linh Truong,Peter Chen; Louisiana State University & Carnegie-Mellon University; USA Du Li; Ericsson; USAStratis Viglas; University of Edinburgh; UK Poess Meikel; Oracle; USA Zhe Shang; ManhattanCollege; USA Maja Vukovic; IBM TJ Research Center; USA Yuan Chi Chang; IBM TJ ResearchCenter; USA Wesley M. Gifford; IBM TJ Research Center; USA Fatma Ozcan; IBM Almaden ResearchCenter; USA Yannis Sismanis; IBM Almaden Research Center; USA Charles Perng; IBM TJ ResearchCenter; USA Suren Byna; Lawrence Berkeley National Laboratory; USA LavanyaRamakrishnan; Lawrence Berkeley National Laboratory; USA Philip Carns; Argonne NationalLaboratory; USA Andy Wilson; Sandia National Labs; USA Andy Twigg; Oxford University; UKFlorin Rusu; University of California; Merced; USA Xiaoyong Du; Renmin University ofChina; China Zhanhuai Li; Northwestern Polytechnical University; China Weining Qian …,*,*,*
Workshop Co-Chairs,Takahiro Hara; Sanjay Kumar Madria; Akimitsu Kanzaki; Eduard Babulak; Alberto Bucciero; Stuart Cunningham; Susumu Ishihara; Yoshiharu Ishikawa; Dongwon Jeong; Hideyuki Kawashima; Young-Kuk Kim; Gregor Schiele; Arno Wacker; Yunlan Wang; Vladimir Zadorozhny; Jun Zeng,A not-for-profit organization; IEEE is the world's largest technical professional organization dedicatedto advancing technology for the benefit of humanity. © Copyright 2017 IEEE - All rightsreserved. Use of this web site signifies your agreement to the terms and conditions.,*,*,*
Daniel Gatica-Perez; IDIAP; Switzerland Shahram Ghandeharizadeh; University of Southern California; Los Angeles; USA Fosca Giannotti; Università di Pisa; Italy R...,Dimitrios Gunopulos; Taka Hiro Hara; Kien Hua; Yoshiharu Ishikawa; Ravi Chandra Jammalamadaka; Vana Kalogeraki; Hiroyuki Kitagawa; George Kollios; Shonali Krishnaswamy; Lars Kulik; Vijay Kumar; Wang-Chien Lee; Hui Lei; Hong Va Leong; Ling Liu; Yiming Ma; Sanjay Madria; Yannis Manolopoulos; Geetha Manjunath; Cecilia Mascolo; Pedro Jose Marron,Walid G. Aref; Purdue University; USA Paolo Bellavista; University of Bologna; Italy UmeshBellur; IIT Bombay; India Claudio Bettini; University of Milan; Italy Arnab Bhattacharya; IITKanpur; India Bharat Bhargava; Purdue University; USA Ying Cai; Iowa State University; USAGuohong Cao; Pennsylvania State University; USA Jiannong Cao; Hong Kong PolytechnicUniversity; Hong Kong Edward PF Chan; University of Waterloo; Canada Ming-Syan Chen; NationalTaiwan University; Taiwan Su Chen; National University of Singapore; Singapore YueguoChen; Renmin University of China Chi-Yin Chow; City University of Hong Kong; Hong Kong PanosChrysanthis; University of Pittsburgh; USA Bin Cui; Peking University; China AlfredoCuzzocrea; ICAR-CNR & University of Calabria; Italy Alex Delis; University of Athens; GreeceNiloy Ganguly; IIT Kharagpur; India Raghu Ganti; IBM TJ Watson Research Center; USA …,*,*,*
Journal of Advances in Information Technology,Christian Dannewitz; Thorsten Biermann; Martin Draxler; Holger Karl; Mohamed Gharzouli; Mahmoud Boufaida; Fengrong Li; Yoshiharu Ishikawa; Daniel Warneke; Vipul Sharma; Mukesh Kumar; Renu Vig; N Kamala; T Thyagarajan; S Renganathan; Rajeswari Kothandaraman; Lakshmi Ponnusamy; Bernard Fong; GY Hong,Journal of Advances in Information Technology ISSN 1798-2340 Volume 3; Number 1; February2012 Contents SPECIAL SECTION ON IT FOR EDUCATION Complex Queries in P2P Networkswith Resource-Constrained Devices Christian Dannewitz; Thorsten Biermann; MartinDraxler; and Holger Karl PM4SWS: A P2P Model for Semantic Web Services Discovery and CompositionMohamed Gharzouli and Mahmoud Boufaida Using Materialized Views to Enhance a TraceableP2P Record Exchange Framework Fengrong Li and Yoshiharu Ishikawa Load Balancing in P2PNetworks: Using Statistics to Fight Data and Execution Skew Daniel Warneke and Christian DannewitzAn ACO Algorithm for Effective Cluster Head Selection Amritha Sampath; Tripti. C; and SabuM. Thampi 1 10 21 24 29 REGULAR PAPERS A Hybrid Revisit Policy For Web Search VipulSharma; Mukesh Kumar; and Renu Vig Multivariable Control of Nonlinear Process Using …,*,*,*
PAPER Special Issue on Advanced Database Technologies,Yoshiharu ISHIKAWA; Hiroyuki KITAGAWA,*,*,*,*
Alex Delis; University of Athens; Greece Thierry Delot; INRIA Lille Nord Europe & Université de Valenciennes; LAMIH; France Ugur Demiryurek; University of Southe...,Yunjun Gao; Gabriel Ghinita; Takahiro Hara; Ling Hu; Yoshiharu Ishikawa; Salil Kanhere; Yutaka Kidawara; Kyoung-Sook Kim; Seon Ho Kim; Hiroyuki Kitagawa; George Kollios; Wang-Chien Lee; Wenjia Li; Sanjay Madria; Sergio Mascetti,Page 1. Program Committee Walid Aref; Purdue University; USA Nikos Armenatzoglou; The HongKong University of Science and Technology; Hong Kong Spiridon Bakiras; John Jay College;CUNY; USA Elisa Bertino; Purdue University; USA Arnab Bhattacharya; Indian Institute ofTechnology; Kanpur; India Ying Cai; Iowa State University; USA Ugur Cetintemel; Brown University;USA Dipanjan Chakraborty; IBM Research; India Research Lab; India Sanjay Chawla; Universityof Sydney; Australia Sriram Chellappan; Missouri University of Science and Technology; USAMing-Syan Chen; National Taiwan University; Taiwan Reynold Cheng; The University of HongKong; Hong Kong Alex Delis; University of Athens; Greece Thierry Delot; INRIA Lille Nord Europe& Université de Valenciennes; LAMIH; France Ugur Demiryurek; University of Southern California;USA Christos Efstratiou; University of Cambridge; UK …,*,*,*
IEEE MDM 2011 Program Committee,Divyakant Agrawal; Walid G Aref; Claudio Bettini; Ying Cai; Guohong Cao; Jiannong Cao; Alfredo Cuzzocrea; Antonios Deligiannakis; Marios Dikaiakos; RK Ghosh; Aris Gkoulalas-Divanis; Xiaohui Gu; Ralf H Guting; Stathes Hadjiefthymiades; Taka Hiro Hara; Matti Hiltunen; Kien Hua; Yan Huang; Yoshiharu Ishikawa; Christian Jensen; Anupam Joshi; Salil Kanhere; Theo Kanter; Kyriakos Karenos; Stamatis Karnouskos; Yutaka Kidawara; George Kollios; Yannis Kotidis; Shonali Krishnaswamy; Johan J Kristiansson; Wei-Shinn Ku; Vijay Kumar; Adam Lee; Wang-Chien Lee; Hui Lei; Hong Va Leong; Ling Liu; Hua Lu; Dimitrios Lymberopoulos; Sanjay Madria; Nikos Mamoulis; Pedro Jose Marron; Sergio Mascetti; Cecilia Mascolo; Xiaofeng Meng; Taneli Mielikainen,Divyakant Agrawal; University of California Santa Barbara; USA Walid G. Aref; PurdueUniversity; USA Claudio Bettini; University of Milan; Italy Ying Cai; Iowa State University; USAGuohong Cao; The Pennsylvania State University; USA Jiannong Cao; Hong Kong PolytechnicUniversity; Hong Kong Alfredo Cuzzocrea; ICAR-CNR & University of Calabria; Italy AntoniosDeligiannakis; Technical University of Crete; Greece Marios Dikaiakos; University of Cyprus;Cyprus Yannis Drougas; ESRI; USA RK Ghosh; IIT Kanpur; India Aris Gkoulalas-Divanis; IBMResearch-Zurich; Switzerland Xiaohui Gu; North Carolina State University; USA Ralf H.Guting; Fern University; Germany Stathes Hadjiefthymiades; University of Athens; Greece TakaHiro Hara; Osaka University; Japan Manfred Hauswirth; DERI; Ireland Matti Hiltunen; AT&TLabs; USA Kien Hua; University of Central Florida; USA Yan Huang; University of North …,*,*,*
General ACSW Conference Chairs,T Arnold-Moore; I Balbin; Marlon Dumas; Yueting Zhuang; Santha Sumanasekara; H Wang; Vic Ciesielski; Adam Cannane; Krishna Reddy; Toshihiro Nemoto; Lawrence Si; Nathan Rountree; Yi-Ping Phoebe Chen; Jingyu Hou; Shermann Chan; Yoshiharu Ishikawa; Mitra Heravizadeh; Jitian Xiao; SMM Tahaghoghi; George Fernandez; Stephen Milliner; Iko Pramudiono; Brian Lowe; Hong-Cheu Liu; Justin O'Sullivan,*,*,*,*
Incremental Clustering Based on Novelty of On-line Documents-Experiments and Evaluation,Sophoin KHY; Yoshiharu ISHIKAWA; Hiroyuki KITAGAWA,Abstract Due to increased requirement of managing and extracting useful information frommyriad data; clustering has been widely used as a fundamental technique in data miningand as a preprocessing step for other algorithms such as characterization and classification.Various clustering researches have been conducted since decades ago. In our researchabout clustering; a novelty-based incremental document clustering method which takes intoconsideration novelty of documents in a similarity measure and performs clustering basedon an extended algorithm of the К-means method was proposed. This paper furtherexamines the performance of the incremental and non-incremental processing of theclustering method and effect of parameter values on the behavior of the method by showingexperimental results using various values of parameters.,*,*,*
MAW 2008 Reviewers,Mostofa Akbar; Hanxiong Chen; Korris Chung; Benoit Dumoulin; Sumio Fujita; Tomohiro Fukuhara; Yoshinori Hijikata; Sachio Hirokawa; Tao Hong; Jingyu Hou; Xiaohua Tony Hu; Yoshiharu Ishikawa; Young-Sik Jeong; Qingshan Jiang; Toshihiro Kamishima; Kazuhiro Kazama; Paul WH Kwan; Chun Hung Li; Wei Li; Yuefeng Li; Yuanning Liu; Zhen Liu; Jianguo Lu; Muhammad Nadzir Marsono; Tsuyoshi Murata; Kotaro Nakayama; Michael Ng; Jian-Yun Nie; Josiah Poon; Weining Qian; Keun Ho Ryu; David Taniar; Taro Tezuka; Masashi Toyoda; Junhu Wang; Martine Wedlake; Hongji Yang; Jianwu Yang; Jinmin Yang; Hwan-Seung Yong; Gordon Sun; Haojun Sun; Yi Zhang; Koji Zettsu; Aoying Zhou; Shuigeng Zhou; Qiuyu Zhu,Mostofa Akbar Hanxiong Chen Korris Chung Benoit Dumoulin Sumio Fujita Tomohiro FukuharaYoshinori Hijikata Sachio Hirokawa Tao Hong Jingyu Hou Xiaohua (Tony) Hu Yoshiharu IshikawaYoung-Sik Jeong Qingshan Jiang Toshihiro Kamishima Kazuhiro Kazama Paul WH Kwan ChunHung Li Wei Li Yuefeng Li Yuanning Liu Zhen Liu Jianguo Lu Muhammad Nadzir Marsono TsuyoshiMurata Kotaro Nakayama Michael Ng Jian-Yun Nie Josiah Poon Weining Qian Keun Ho RyuDavid Taniar Taro Tezuka Masashi Toyoda Junhu Wang Martine Wedlake Hongji Yang JianwuYang Jinmin Yang Hwan-Seung Yong Gordon Sun Haojun Sun Yi Zhang Koji Zettsu AoyingZhou Shuigeng Zhou Qiuyu Zhu,*,*,*
DMWPC-2008 Reviewers,Khaldoun Al Agha; Michel Barbeau; Luciano Bononi; Dominique Dudkowski; Pin-Han Ho; Susumu Ishihara; Yoshiharu Ishikawa; Masayuki Iwai; Young-Kuk Kim; Leszek Lilien; Sudip Misra; Biswajit Panja; Nancy Samaan; Juan ME Tapiador; Goce Trajcevski; Bin Xie; Keiichi Yasumoto; Vladimir Zadorozhny; Jun Zeng,A not-for-profit organization; IEEE is the world's largest technical professional organization dedicatedto advancing technology for the benefit of humanity. © Copyright 2017 IEEE - All rightsreserved. Use of this web site signifies your agreement to the terms and conditions.,*,*,*
Hiroki Takakura; Kyoto University,Karl Aberer; Yasuo Ariki; Nikitas Assimakopoulos; Tiziana Catarci; Chin-Chen Chang; Arbee LP Chen; Tetsuya Furukawa; Yoshiharu Ishikawa; Mizuho Iwaihara; Tetsuro Kakeshita; Hiroyuki Kawano; Hiroyuki Kitagawa; Masaru Kitsuregawa; Yasushi Kiyoki; Ramamohanarao Kotagiri; Takeo Kunisima; Dik Lee; Tok Wang Ling; Tim Merrett; Takao Miura; Mukesh Mohania; Narao Nakatsu; Maria Orlowska; Zhiyong Peng; NL Sarda; Wang Shan; Keishi Tajima; Haiyan Xu; Jian Yang; Kazumasa Yokota; Masatoshi Yosikawa; Yanchun Zhang,*,*,*,*
Law; CK; 138 Li; AY; 21 Li; Q.; 74,M Aghaie; K Alizadeh; CN Alves; E Arguello; A Arias; W Benchouk; SY Bu; XH Bu; H Chen; Y Chen; J Chojnacki; D Cremer; ABF da Silva; RH de Almeida Santos; Z Dhaouadi; E Espinosa-Fuentes; L Fang; X Fang; JJ Fifen; R Firouzi; N Flores-Holguın; J Forigua; R Gaitán; A Gao; D Glossman-Mitnik; L Hao; M Huang; Y Ishikawa; HF Ji; J Jiao; H Joo; I Komura; E Kraka; N Kurita; S Lahmar; J Lameira; W Liang; X Liang; X Liu; Z Liu; B Long; K Majlesi; SM Mekelleche; T Natsume; MS Nechaev; B Niu; M Nsangou; LM Rodrıguez-Valdez; AS Santos; LS Santos; A Seif; M Shamsipur; L Shen; CC Silva; J Souza Jr; H Sun; M Sun; X Sun; T Tsukamoto; R Vivas-Reyes; GC Wang; L Wang; N Wang; Z Wang; Z Wei; Y Wu; Y Xie; Z Yu,*,Silva,*,*
Фг аЪ в Ъ в в Я Ш з гвз ж в г ж д а Фг а ин н Сви ж и в Я в и з з,Jianwei Zhang; Yoshiharu Ishikawa; Sayumi Kurokawa; Hiroyuki Kitagawa,Abstract. In this paper; we propose a method called LocalRank to rank web pages byintegrating the web and a user database containing information on a specific geographicalarea. LocalRank is a rank value for a web page to assess its relevance degree to databaseentries considering geographical locality and its popularity on a local web space. In ourmethod; we first construct a linked graph structure using entries contained in the database.The nodes of this graph consist of database entries and their related web pages. The edgesin the graph are composed of semantic links including geographical links between thesenodes; in addition to conventional hyperlinks. Then a link analysis is performed to compute aLocalRank value for each node. LocalRank can represent user's interest since this grapheffectively integrates the web and the user database. Our experimental results for a local …,*,*,*
Program Co-Chairs,Jing Peng; Xiuwen Liu; Marian Bartlett; Stefano Cagnoni; Tom Dietterich; Carlotta Domeniconi; Bruce Draper; Riad Hammoud; Delphi Doug Heisterkamp; Katsu Ikeuchi; Anil Jain; Chris Krawiec; Peter Meer; Ram Nevatia; Lucas Paletta; Gregory Power; Air Force; Mateen Rizki; Paul Sajda,Page 1. Organizing Committee General Chairs TJ Tarn Toshio E;ukuda Washington University;USA Nagoya University; Japan Program Chair Kimon Valavanis University of South Florida; USAProgram Co-chairs Bruno Siciliano; University of Naples Federico 11; Italy Nick Papanikolopoulos;University of Minnesota; USA Makoto Kaneko; Hiroshima University; Japan Awards CommitteeChair Bill Hamel; University of (Tennessee; USA Workshop & Tutorial Chair Robin Murphy;University of South Florida; USA Video Proceedings Chair Ken Goldberg; UC Berkeley; USAPublications Chair Max Meng; Chinese University of Hong Kong; China Exhibits Chair BradNelson; ETH Zurich; Switzerland Publicity Chairs Maja Matijasevic; University of Zagreb; CroatiaNing Xi; Michigan State University; USA Finance Chair Xiaoping Yun; NE; USA …,*,*,*
DMWPC 2009 Organizing Committee,Takahiro Hara; Mieso Denko; Akimitsu Kanzaki; Pedro Jose Marron; Michel Barbeau; Luis Orozco Barbosa; Alfredo Cuzzocrea; Dominique Dudkowski; Manfred Hauswirth; Susumu Ishihara; Yoshiharu Ishikawa; Young-Kuk Kim; Leszek Lilien; Michael May; Nancy Samaan; Gregor Schiele; Arno Wacker; Bin Xie; Tomoki Yoshihisa; Jun Zeng,Workshop Co-Chairs Takahiro Hara; Osaka University Mieso Denko; University of Guelph …Program Co-Chairs Akimitsu Kanzaki; Osaka University Pedro Jose Marron; University of Bonn… Michel Barbeau; Carleton University; Canada Luis Orozco Barbosa; University of CastillaLa Mancha; Spain Alfredo Cuzzocrea; University of Calabria / National Research Council; ItalyDominique Dudkowski; NEC Europe Ltd.; Germany Manfred Hauswirth; DERI Galway; IrelandSusumu Ishihara; Shizuoka University; Japan Yoshiharu Ishikawa; Nagoya University; JapanYoung-Kuk Kim; Chungnam National University; Korea Leszek Lilien; Western MichiganUniversity; USA Michael May; Fraunhofer IAIS; Germany Nancy Samaan; University ofOttawa; Canada Gregor Schiele; University of Mannheim; Germany Arno Wacker; Universityof Duisburg; Germany Bin Xie; University of Cincinnati; USA Keiichi Yasumoto; NAIST …,*,*,*
International Workshop on Data Management for Wireless and Pervasive Communications (DMWPC 2010) Reviewers List,Alfredo Cuzzocrea; Dominique Dudkowski; William Guo; Manfred Hauswirth; Susumu Ishihara; Yoshiharu Ishikawa; Young-Kuk Kim; Gregor Schiele; Arno Wacker; Hua Wang; Tomoki Yoshihisa; Jun Zeng,A not-for-profit organization; IEEE is the world's largest technical professional organization dedicatedto advancing technology for the benefit of humanity. © Copyright 2017 IEEE - All rightsreserved. Use of this web site signifies your agreement to the terms and conditions.,*,*,*
Organization and Analysis of,Yoshiharu Ishikawa,*,*,*,*
VIDI: VISUAL SPECIFICATION FOR INTEGRATION OF DISTRIBUTED DISSEMINATION-BASED INFORMATION SOURCES,Yousuke Watanabe; Yoshinori Okamoto; Hiroyuki Kitagawa; Yoshiharu Ishikawa,VIDI: VISUAL SPECIFICATION FOR INTEGRATION OF DISTRIBUTED DISSEMINATION-BASEDINFORMATION SOURCES Yousuke Watanabe;∗ Yoshinori Okamoto; †‡ Hiroyuki Kitagawa §and Yoshiharu Ishikawa § ∗ Graduate School of Systems and Information Engineering; Universityof Tsukuba † College of Information Sciences; University of Tsukuba § Institute of InformationSciences and Electronics; University of Tsukuba 1-1-1 Tennohdai; Tsukuba; Ibaraki 305-8573;Japan email: watanabe@kde.is.tsukuba.ac.jp; {kitagawa;ishikawa}@is.tsukuba.ac.jp ABSTRACTRecent developments in Internet technology have made available a huge amount of distributedheteroge- neous information sources. They include a variety of dissemination-based informationsources; which actively and autonomously deliver information from servers …,*,*,*
