Chord: a scalable peer-to-peer lookup protocol for internet applications,Ion Stoica; Robert Morris; David Liben-Nowell; David R Karger; M Frans Kaashoek; Frank Dabek; Hari Balakrishnan,Abstract A fundamental problem that confronts peer-to-peer applications is the efficientlocation of the node that stores a desired data item. This paper presents Chord; a distributedlookup protocol that addresses this problem. Chord provides support for just one operation:given a key; it maps the key onto a node. Data location can be easily implemented on top ofChord by associating a key with each data item; and storing the key/data pair at the node towhich the key maps. Chord adapts efficiently as nodes join and leave the system; and cananswer queries even if the system is continuously changing. Results from theoreticalanalysis and simulations show that Chord is scalable: Communication cost and the statemaintained by each node scale logarithmically with the number of Chord nodes.,IEEE/ACM Transactions on Networking (TON),2003,16851
Data client,*,Facilitating the distribution of content is disclosed. A request for content is received from arequesting peer. A peer type compatibility criteria is applied to an allocation process thatallocates at least one sending peer to deliver the content to the requesting peer. The peertype compatibility criteria ensures that a lightweight peer is paired with a regular peer.,*,2015,4
Delivering a video stream,*,Delivering a video stream is disclosed. A request for the video stream is received. A pastportion of the video stream is delivered to a client. The past portion has a marker time thatprecedes a current time by an interval that corresponds to a buffer length in a client buffer.Receiving a video stream is also disclosed. A request for the video stream is transmitted. Apast portion of the video stream is received. The received past portion has a marker time thatprecedes a current time by an interval that corresponds to a buffer length in a client buffer.,*,2014,4
Impact of delivery ecosystem variability and diversity on internet video quality,Aditya Ganjam; Prashanth Pappu; Ion Stoica; Jibin Zhan; Hui Zhang,ABSTRACT We study the impact of the variability and diversity of multiple Internet deliveryeco-system components (CDNs; ISPs; devices; video players; streaming protocols) on thequality of Internet video. Our study is based on a data set that is unique in two aspects:(a)client-side instrumentation: this provides critical insights into video quality as the video hastraversed all eco-system components before reaching the client;(b) large-scale: our data setspans scores of popular sites; billions of streams; hundreds of thousands of video objects;and hundreds of millions of unique viewers. We show that there is large variability anddiversity in each of the many Internet video delivery eco-system components; which cansignificantly impact the quality of video that is delivered to the end users. We present a set ofarchitectural principles that are essential to optimize video quality in the presence of …,IET Journals,2012,4
Mesos: Flexible resource sharing for the cloud,Benjamin Hindman; Andy Konwinski; Matei Zaharia; Ali Ghodsi; Anthony D Joseph; R Katz; Scott Shenker; Ion Stoica,Skip to main content …,USENIX (August 2011),2011,4
A Berkeley View on Cloud Computing,M Armburst; A Fox; R Griffith; AD Joseph; RH Katz; A Konwinski; G Lee; DA Patterson; A Rabkin; I Stoica; M Zaharia,*,UC Berkeley EECS Technical Report EECS-2009-28,2009,4
Above the Clouds: A Berkley View of Cloud Computing,I Stoica; M Zaharia,*,Electrical Engineering and Computer Sciences University of California at Berkeley,2009,4
Designing distributed systems for heterogeneity,Philip Brighten Godfrey,Abstract Modern distributed and networked systems are highly heterogeneous in manydimensions; including available bandwidth; processor speed; disk capacity; security; failurerate; and pattern of failures. The theme of this dissertation is that this heterogeneity can notonly be handled; but rather should generally be viewed as an asset.,*,2009,4
Securing user-controlled routing infrastructures,Karthik Lakshminarayanan; Daniel Adkins; Adrian Perrig; Ion Stoica,Designing infrastructures that give untrusted third parties (such as end-hosts) control overrouting is a promising research direction for achieving flexible and efficient communication.However; serious concerns remain over the deployment of such infrastructures; particularlythe new security vulnerabilities they introduce. The flexible control plane of theseinfrastructures can be exploited to launch many types of powerful attacks with little effort. Inthis paper; we make several contributions towards studying security issues in forwardinginfrastructures (FIs). We present a general model for an FI; analyze potential securityvulnerabilities; and present techniques to address these vulnerabilities. The main techniquethat we introduce in this paper is the use of simple lightweight cryptographic constraints onforwarding entries. We show that it is possible to prevent a large class of attacks on end …,IEEE/ACM Transactions on Networking,2008,4
Cooperative containment of fast scanning worms,Jayanthkumar Kannan; Lakshminarayanan Subramanian; Ion Stoica; Scott Shenker; Randy Katz,Abstract Scanning worms; that spread by probing the IP address space to find vulnerablehosts; are among the most serious threats to Internet security today; as evident by the time-scales of some recent large-scale worm attacks. Only an automatic defense can hope tocontain a carefully designed worm that uses an unknown or a recently-divulgedvulnerability. In this paper; we propose a cooperation-based worm containment approachthat enables potentially distrusting firewalls in different access networks to exchangeinformation in order to contain the spread of a fast scanning worm. Based on modeling thepropagation of scanning worms; we identify and analytically quantify the effectiveness of twoforms of cooperation between firewalls; namely; implicit signaling and explicit signaling.Specifically; we highlight the regimes under which implicit and explicit signaling provide …,*,2004,4
Support for Service Composition in i3,I Stoica; K Lakshminarayanan; K Wehrle,ABSTRACT We consider the problem of service composition in a wide area network; wherean end-user can send its packets through intermediate processing points (middleboxes)which can perform a variety of services. Example of such services are filtering; intrusiondetection; anonymization; transcoding; and caching. In this paper; we argue that the InternetIndirection Infrastructure (i3)—an overlay network architecture that enables users to locateservices and control the path followed by their packets—provides a natural platform forservice composition. We discuss the challenges in implementing service compositions ontop of i3; and suggest several approaches to address these challenges.,Proceedings of ACM Multimedia,2004,4
Multichord: A resilient namespace management protocol,Nancy Lynch; Ion Stoica,MultiChord is a new variant of the Chord namespace management algorithm [7] thatincludes lightweight mechanismsfor accommodating a limited rate of change; specifically;process joins and failures. This paper describes thealgorithm formally and evaluates itsperformance; using both simulation and analysis. Our main result is that lookupsareprovably correctÂ that is; each lookup returns results that are consistent with a hypotheticalideal system that differsfrom the actual system only in entries corresponding to recent joinsand failuresÂ in the presence of a limited rateof change. In particular; if the number of joinsand failures that occur during a given time interval in a given regionof system are bounded;then all lookups are correct. A second result is a guaranteed upper bound for the latency ofalookup operation in the absence of any other lookups in the system. Finally; we establish …,*,2004,4
