Privacy-Preserving Data Publishing: A Survey of Recent Developments,P. Yu. B. Fung; K. Wang; R. Chen,*,ACM Computing Surveys,2010,1335
Predictive value of equilibrium radionuclide ventriculography for long term prognosis of acute myocardial infarction,Zhaoqiang Cui; Keping Wang; Rongxiang Liang; Jinfeng Wang; Chengfang Shen; Xinglei Zhu,The predictive value of equilibrium radionuclide ventriculography (ERNV) for the long termprognosis of acute myocardial infarction (AMI) was studied. 89 patients with AMI examinedby ERNV 4∼ 6 weeks after onset of AMI were studied and followed up for 23 (12∼ 42)months. According to patients' prognosis; two groups were divided. Group 1 was patientswith sudden cardiac death (SCD) or heart failure (HF)(n= 20). Group 2; patients without anycardiac events (n= 69). These patients were paired with the age and sex (ratio: 1: 2). 17factors which may affect the long-term prognosis of AMI were analyzed. results showed: 1.The incidence of SCD was 2.2%. 2. Excluding the age and sex factor; the lateral wallejection fraction of left ventricle (LAT-EF) and the level of serum CK-MB were twoindependent main effective risk factors of the long-term prognosis of AMI. 3. Prognosis …,Chinese Journal of Nuclear Medicine,1995,*
Indexed Step-Wise Semi-Naive Evaluation for Recursive Queries,Ke Wang; Weining Zhang,Abstract A nice property of the semi-naive evaluation of recursive rules is that it does notrepeat rule rings in di erent iterations. In a recent study W]; however; it was observed thatintermediate steps during a rule ring may be repeated in di erent iterations; and a notion ofthe step-wise semi-naive property and an evaluation with this property were proposed tocapture the semi-naive property at intermediate steps of a rule ring. In this paper; we furtherextend the semi-naive notion to the build-up of index for computing relations that growmonotonically in each iteration. Hash tables are chosen as the index in this study; but theidea can be applied to other types of index in general. A modication of the step-wise semi-naive evaluation based on the semi-naive build-up of hash tables is proposed. In mostcases; join; set di erence; and set union operations performed to re a rule are …,Dept. of ISCS; National University of Singapore,1994,*
Minimize linear mutual recursion by rule unfolding,Ke Wang; Weining Zhang; Siu-Cheung Chau,We minimize the number of recursive predicates in a linear mutual recursion by the ruleunfolding technique. The minimization is based on a newly proposed syntactic equivalencecalled the unfolding-equivalence. Algorithms for testing unfolding-equivalence andconstructing an unfolding-equivalent recursion with the fewest possible number of recursivepredicates are presented. We study the role of the unfolding technique in optimizingdeductive databases through reducing these numbers.,Computing and Information; 1993. Proceedings ICCI'93.; Fifth International Conference on,1993,*
On characterizing boundedness of database schemes with bounded dependencies,Ke Wang,Abstract We investigate the effect of bounded dependencies on the boundedness ofdatabase schemes. The following results are proved. A database scheme with only boundedequality-generating dependencies is always bounded with respect to dependencies; alossless database scheme with bounded full implicational dependencies is bounded wrtdependencies if and only if the implicational dependencies are equivalent to a single joindependency and some equality-generating dependencies. By a known method; thiscondition can be tested effectively. These results are relevant in database theory in that theydetermine in a rather general case whether queries under the representative instanceapproach can be expressed in relational algebra.,Theoretical computer science,1992,*
Incremental database design revisited,Ke Wang; Li Yan Yuan,Abstract Three new classes of database schemes are defined. The class of weaklyindependent schemes is a generalization of independent schemes in a centralizedenvironment. The classes of expansion-chased schemes and simple chase join boundedschemes are aimed at capturing the behaviour of the chase process by a static structure; ie;derivation sequences of relation schemes. We first present a study on containmentrelationships among various classes of database schemes; which establishes the generalityand desirability of these new classes. We then show that the new classes and the class ofalgebraic-maintainable schemes can be incrementally designed via a known schemegenerating method.,International Conference on Computing and Information,1991,*
Elevation of Serum Glial and Neuronal Biomarkers after Severe TBI is Associated with Increased ICP in the First 24 Hours,Stefania Mondello; Steve A Robicsek; Andras Buki; Frank Tortella; Kevin R Wang; Ronald L Hayes; Andrea Gabrielli,*,*,*,*
Proc SIGMOD'01.,Jiawei Han; Jian Pei; Guozhu Dong; Ke Wang,It is often too expensive to compute and materialize a complete high-dimensional data cube.Computing an iceberg cube is an effective way to derive nontrivial multi-dimensionalaggregations for OLAP; data mining; data compression; and other applications. An icebergcube is the set of all cells in a data cube that satisfy certain constraints; such as a minimumsupport threshold. Previous studies developed some efficient methods for computingiceberg cubes for simple measures; such as count and sum of nonnegative values.However; it is still a challenging problem to efficiently compute iceberg cubes with complexmeasures; such as average; sum of mixture of nonnegative and negative values; etc. In thispaper; we study efficient methods for computing iceberg cubes with some popularly usedcomplex measures and develop a methodology that uses a weaker but anti-monotonic …,*,*,*
Ultra-Deep Fractured Tight Sandstone Gas Reservoirs: Characteristics and Quantitative Evaluation of Fractures in the Lower Cretaceous; Keshen Gas Field Tarim B...,Junpeng Wang; R Zhang; H Zhang,Abstract The Tarim Basin is a significant petroliferous basin in the west of China. The LowerCretaceous Bashijiqike Formation; whose buried depth exceeds 7000m and has a lowmatrix porosity (< 10%) and permeability (< 0.05 mD); is the main gas producing interval inKeshen Gas Field of Tarim Basin. Structural fractures can improve reservoir permeabilityeffectively. CT scanning results; analysis on FMI and pressure experiments indicate thatalthough the fractures in tight sandstone can only cause low porosity (< 0.1%); however theycan improve permeability largely (to 10∼ 100 times). Meantime micro fractures can improvepore throat configuration. According to the CLSM (Confocal laser scanning microscope) andSTM (Scanning tunnel microscopy); there are three types of configuration between microfractures and matrix pore throats; which are controlled by fracture development stage and …,AAPG/SEG International Conference & Exhibition,*,*
Scientific Session,James J Morrison; John Kaufman,Background: Central venous access is an important tool in the treatment of critically illpatients. In the United States; over 15 million catheter days/year are recorded in theintensive care unit alone.(1) Placement of central venous catheters (CVCs) is a basic skill fornearly every medical specialty. However; central venous lines are not without risk.Complication rates during catheter placement are reported between 15-33%.(2; 3) Evenafter successful placement; having an indwelling CVC puts patients at risk for catheter-related bloodstream infections (CRBSI). Each year in the United States; central venouscatheters cause an estimated 80;000 CRBSI in ICUs.(4) A total of 250;000 cases of bloodstream infections have been estimated to occur annually if entire hospitals are assessedand; as a result; up to 62;000 deaths among patients in hospitals.(5),*,*,*
Materials science communications,SR Mukai; K Mitani; S Murata; H Nishihara; H Tamon; F Tian; CN He; PF Wang; ZH Li; YM Zhu; K Park; SW Nam; D Jin; N Liao; X Xu; X Yu; L Wang; L Wang; C Chouquet; J Gavillet; C Ducros; F Sanchette; GG Aloisi; F Elisei; M Nocchetti; G Camino; A Frache; U Costantino; L Latterini; Y Chen; K Zhang; Y Min; Y Zhang; R Zhang; SH Xiao; K Luo; L Zhang; W Zhou; C Wang; J Xu; Y Du; P Yang; X Chu; S Liang; T Chen; Q Zhang; WK Han; GH Hwang; SJ Hong; HH An; CS Yoon; JH Kim; MJ Lee; G Hong; KS Park; SG Kang; MG Pujar; N Parvathavarthini; RK Dayal; DW Lee; CY Yu; KH Lee; L Kong; G Duan; G Zuo; W Cai; Z Cheng; KM Parida; GK Pradhan; D Varshney; A Yogi,*,*,*,*
Our thanks to those who have helped with this issue of Expert Review of Molecular Diagnostics. Listed below are the authors; referees and others who have kindly gi...,T Abe; S Alonso; S Anno; D Avard; A Bagg; P Blake; EN Brody; N Brünner; S Canevari; A Castro; F Cheng; M Connolly; J Connor; VA Diaz; E Eklund; R Fisher; J Foekens; S Fredriksson; J Geraedts; A Gkazepis; L Gold; A Goy; N Harbeck; C Henchcliffe; H Howard; D Hughes; P Hui; P Kahle; D Kindelberger; B Knoppers; E Kohorn; S Kulkarni; O Lao; RM Lawn; M Liang; A Lokshin; R Luxton; J Maciejewski; V Magdolen; A Mainous; G Mellick; K Mengele; E Murta; R Napieralski; S Nock; A Ohshima; C Paisan-Ruiz; SW Park; H Patel; N Ramachandran; U Reuning; P Robinson; C Rubio; M Schmitt; GA Siebert; PA Silburn; S Suh; U Surti; GT Sutherland; F Sweep; N Wake; JJ Walker; CD Watt; D Zichi,Our thanks to those who have helped with this issue of Expert Review of MolecularDiagnostics. Listed below are the authors; referees and others who have kindly given theirtime; effort and expertise; their generosity has helped establish this publication … Abe T AlonsoS Anno S Avard D Bagg A Blake P Brody EN Brünner N Canevari S Castro A Cheng F ConnollyM Connor J Diaz VA Eklund E Fisher R … Foekens J Fredriksson S Geraedts J Gkazepis A GoldL Goy A Harbeck N Henchcliffe C Howard H Hughes D Hui P Kahle P Kindelberger D KnoppersB Kohorn E Kulkarni S … Lao O Lawn RM Liang M Lokshin A Luxton R Maciejewski J MagdolenV Mainous A Mellick G Mengele K Murta E Napieralski R Nock S Ohshima A Paisan-Ruiz C ParkSW … Patel H Ramachandran N Reuning U Robinson P Rubio C Schmitt M Siebert GA SilburnPA Suh S Surti U Sutherland GT Sweep F Wake N Walker JJ Watt CD Zichi D,*,*,*
Constructing Compact Sequential Classifiers using Web-Log Mining,Qiang Yang; T Ian Li; Ke Wang,Abstract. With millions of web users visiting web servers each day; the web logs containsvaluable information about users' browsing behavior. In this work; we construct sequentialclassifiers for predicting the users' next visits based on the current actions using associationrule mining. The domain feature of web log mining entails that we adopt a special kind ofassociation rules we call latest-substring rules; which takes into account the temporalinformation as well as the correlation information. Furthermore; when constructing theclassification model; we adopt a pessimistic selection method for choosing amongalternative predictions. To make such prediction models useful especially for small deviceswith limited memory and bandwidth; we also introduce a model compression method; whichremoves redundant association rules from the model. We empirically show that the …,*,*,*
Minimality Attack in Privacy Preserving Data Publishing Technical Report TR 2006-28,Raymond Chi-Wing Wong; Ada Wai-Chee Fu; Ke Wang; Jian Pei,Abstract Data publishing generates much concern over the protection of individual privacy.In the well-known kanonymity model and the related models such as l-diversity and (α; k)-anonymity; the adversary is assumed to possess knowledge about an external table withinformation of the quasi-identifiers of individuals. In this paper; we show that knowledge ofthe mechanism or algorithm of anonymization for data publication can also lead to extrainformation that assists the adversary and jeopardizes individual privacy. In particular; allknown mechanisms try to minimize information loss and such an attempt provides for aloophole for attacks. We call such an attack a minimality attack. In this paper; we propose amodel called mconfidentiality which deals with the individual privacy issue with theconsideration of minimality attacks. Though the problem of optimal m-confidentiality …,*,*,*
