Synthesis of N-doped graphene by chemical vapor deposition and its electrical properties,Dacheng Wei; Yunqi Liu; Yu Wang; Hongliang Zhang; Liping Huang; Gui Yu,To realize graphene-based electronics; various types of graphene are required; thus;modulation of its electrical properties is of great importance. Theoretic studies show thatintentional doping is a promising route for this goal; and the doped graphene might promisefascinating properties and widespread applications. However; there is no experimentalexample and electrical testing of the substitutionally doped graphene up to date. Here; wesynthesize the N-doped graphene by a chemical vapor deposition (CVD) method. We findthat most of them are few-layer graphene; although single-layer graphene can beoccasionally detected. As doping accompanies with the recombination of carbon atoms intographene in the CVD process; N atoms can be substitutionally doped into the graphenelattice; which is hard to realize by other synthetic methods. Electrical measurements show …,Nano letters,2009,1910
The Court,Mr Stephen WO Tang; Mr Abraham YL Chan; Mr Anthony KH Chan; John CT Chan; Mr Vincent TB Chong; Mr Tenniel TY Chu; Mr David MH Fong; Mr Frederick KW Fung; Mr David CH Ho; BBS Mr Michael WK Hui; MH Dr Gilbert WH Hung; Mr Christopher K Lau; John SY Lee; BBS Dr Eric KC Li; OBE GBS; JP Mr Laurence LJ Li; Mr Brandon TC Liu; JP Dr Liu Chak Wan; Lo Yuk Lam; Hoffman HM Ma; Kim KW Mak; Ms Pauline CF Ngai; Mr Roger CW Ngan; Mr Irons Sze; JP Mr Henry SC Tong; MH Mr Wang Lu Yen; Ms Alice SY Wong; Anthony CW Yeung; Mr Peter KH Yeung; Mr Yu Pang Chun,For the period ending: 1. 31 October 2012 2. 31 December 2012 3. 31 December 2013 4. 31October 2014 5. 31 December 2014 6. 31 December 2015 7. 31 December 2016 … The Courtconsists of the following members … (a) Chairman (who is Chairman of the Council) Mr WilfredYW Wong2 ; SBS; JP … (b) Deputy Chairman; appointed by the Chief Executive Mr Cheng YanKee2 ; JP … (c) Treasurer; appointed by the Chief Executive Mr William WC Leung2 ; BBS; JP… (d) 8 members nominated by the Baptist Convention of Hong Kong and appointed by theChancellor Dr Cecil SO Chan3 Mr Cheng Sing Yip3 Dr Joe WK Ching3 Prof Barnabas HK Chung3Dr Louise YS Law3 Rev Peter CS Tsui2 Dr Andrew FS Yang3 Dr Yip Chee Tim3 … (e) The 5members of Group (e) of the Council ex officio Dr Polly SY Cheung3 Mr Alfred TK Lee2 ; MHMr Ma Fung Kwok3 ; SBS; JP Ms Winnie WC Tam3 ; SC Dr David YK Wong5 ; BBS; JP,*,1997,54
Novel peapod-like Ni 2 P nanoparticles with improved electrochemical properties for hydrogen evolution and lithium storage,Yuanjuan Bai; Huijuan Zhang; Xiao Li; Li Liu; Haitao Xu; Huajun Qiu; Yu Wang,A novel peapod-like Ni2P/C nanocomposite is designed and synthesized usingNiNH4PO4H2O nanorods as templates. With enriched nanoporosity and large activesurface areas; the peapod-like composites offer superb dual functionality as bothelectrocatalysts for the hydrogen evolution reaction (HER) and anodes for lithium ionbatteries (LIBs). Electrochemical tests demonstrate that the Ni2P/C nanocomposite exhibitsan overpotential as low as 60 mV and a notably low Tafel slope of 54 mV dec.− 1. Whenused as an anode material for lithium-ion batteries; the resulting peapod-like Ni2P/Cnanocomposite delivers high specific capacitances of 632 mA hg− 1 at 0.1 A g− 1 and 439mA hg− 1 at 3 A g− 1; and also exhibits a superior cycling performance; with nearly 100%capacity retention even after 200 charge–discharge cycles at a charge–discharge rate of …,Nanoscale,2015,51
Emotional audio-visual speech synthesis based on PAD,Jia Jia; Shen Zhang; Fanbo Meng; Yongxin Wang; Lianhong Cai,Audio-visual speech synthesis is the core function for realizing face-to-face human-computercommunication. While considerable efforts have been made to enable talking with computerlike people; how to integrate the emotional expressions into the audio-visual speechsynthesis remains largely a problem. In this paper; we adopt the notion of Pleasure-Displeasure; Arousal-Nonarousal; and Dominance-Submissiveness (PAD) 3-D-emotionalspace; in which emotions can be described and quantified from three different dimensions.Based on this new definition; we propose a unified model for emotional speech conversionusing Boosting-Gaussian mixture model (GMM); as well as a facial expression synthesismodel. We further present an emotional audio-visual speech synthesis approach.Specifically; we take the text and the target PAD values as input; and employ the text-to …,IEEE transactions on audio; speech; and language processing,2011,51
Topology control in wireless ad hoc networks,Xiang-Yang Li,Recent years have seen a great amount of research in wireless networks; especially ad hocwireless networks due to their potential applications in various situations such as battle—field; emergency relief; and so on. There are no wired infrastructures or cellular networks inad hoc wireless network. In this chapter; we assume that each wireless node has an om—nidirectional antenna and a single transmission of a node can be received by any nodewithin its vicinity; which we assume is a disk centered at this node. We also discussspecifically the topology control when directional antennas are used. Each mobile node hasa transmission range. Node v can receive the signal from node u if node v is within thetransmission range of the sender it. Otherwise; they communicate through multihop wirelesslinks by using intermediate nodes to relay messages. Consequently; each node in the …,Mobile Ad Hoc Networking,2004,51
Rapid microwave-assisted fabrication of 3D cauliflower-like NiCo 2 S 4 architectures for asymmetric supercapacitors,Yanling Xiao; Ying Lei; Baozhan Zheng; Li Gu; Yanyan Wang; Dan Xiao,In this study; 3D cauliflower-like NiCo2S4 architectures have been synthesized through afacile; one-step and template-free microwave method. The cauliflower-like NiCo2S4materials are made up of 3D microstructures with an average diameter of around 600 nmand each nanostructure is found to be constructed of many intertwined nanoparticles. TheNiCo2S4-modified electrode was successfully applied to a pseudocapacitor. Theelectrochemical performance of the NiCo2S4 material was studied by cyclic voltammetry;galvanostatic charge–discharge and electrical impedance spectroscopy. The 3D cauliflower-like NiCo2S4 materials exhibit a maximum capacitance of 1471 F g− 1 at 1 A g− 1 and alsoshow remarkable rate capability and prominent cycling stability. To improve the energydensity of the supercapacitor; a NiCo2S4-modified electrode and activated carbon …,RSC Advances,2015,50
CEA; AFP; CA125; CA153 and CA199 in malignant pleural effusions predict the cause,Xin-Feng Wang; Yan-Hua Wu; Mao-Shui Wang; Yun-Shan Wang,Abstract Determination of the cause of malignant pleural effusions is important for treatmentand management; especially in cases of unknown primaries. There are limited biomarkersavailable for prediction of the cause of malignant pleural effusion in clinical practice. Hence;we evaluated pleural levels of five tumor biomarkers (CEA; AFP; CA125; CA153 and CA199)in predicting the cause of malignant pleural effusion in a retrospective study. Kruskal-Wallisor Mann-Whitney U tests were carried out to compare levels of tumor markers in pleuraleffusion among different forms of neoplasia-lung squamous cell carcinoma;adenocarcinoma; or small cell carcinoma; mesothelioma; breast cancer;lymphoma/leukemia and miscellaneous. Receiver operator characteristic analysis wasperformed to evaluate sensitivity and specificity of biomarkers. The Kruskal-Wallis test …,Asian Pac J Cancer Prev,2014,50
Microstructure evolution in the cemented carbides WC–Co I. Effect of the C/W ratio on the morphology and defects of the WC grains,Y Wang; M Heusch; S Lay; CH Allibert,Abstract The morphology and the interface features of WC grains are examined by SEM andTEM in cemented carbides WC-8 wt% Co. Three compositions—the mixture {WC+ Cobinder} and the mixtures with graphite or η—are studied after treatments at 1200 and 1450C. The effect of the C content is observed both on the WC crystal features and on themicrostructure evolution. In all the alloys; large faceted grains that are defect free singlecrystals are formed at 1450 C. On the C rich side; the increase in number and size of thelarge grains is more regular; the WC grains are more faceted and grow already duringheating. On the W rich side; the WC grains have slightly rounded corners and interfacesteps. The C content influence on the interface energy anisotropy and the growth process ofthe WC grains is discussed from the microstructure results.,physica status solidi (a),2002,50
Csi1 links centromeres to the nuclear envelope for centromere clustering,Haitong Hou; Zhou Zhou; Yu Wang; Jiyong Wang; Scott P Kallgren; Tatiana Kurchuk; Elizabeth A Miller; Fred Chang; Songtao Jia,In the fission yeast Schizosaccharomyces pombe; the centromeres of each chromosome areclustered together and attached to the nuclear envelope near the site of the spindle polebody during interphase. The mechanism and functional importance of this arrangement ofchromosomes are poorly understood. In this paper; we identified a novel nuclear protein;Csi1; that localized to the site of centromere attachment and interacted with both the innernuclear envelope SUN domain protein Sad1 and centromeres. Both Csi1 and Sad1 mutantsexhibited centromere clustering defects in a high percentage of cells. Csi1 mutants alsodisplayed a high rate of chromosome loss during mitosis; significant mitotic delays; andsensitivity to perturbations in microtubule–kinetochore interactions and chromosomenumbers. These studies thus define a molecular link between the centromere and nuclear …,J Cell Biol,2012,49
Interleukin 4 regulates phosphorylation of serine 756 in the transactivation domain of Stat6 roles for multiple phosphorylation sites and Stat6 function,Yuling Wang; Maria Grazia Malabarba; Zsuzsanna S Nagy; Robert A Kirken,Abstract Lymphokines interleukin-4 (IL4) and IL13 exert overlapping biological activities viathe shared use of the IL4 receptor α-chain and signal transducer and activator oftranscription 6 (Stat6). Stat6 is critical for T-helper 2 cell differentiation; B-cell Ig class switch;and allergic diseases; thus; understanding its regulation is of central importance.Phosphorylation is crucial for Stat activity. Whereas Stat6 is phosphorylated on Tyr 641; lessis known about serine or threonine. We demonstrate in primary human T-cells (> 95%CD3+) that IL4 and for the first time IL13 induce Stat6 serine but not threoninephosphorylation that closely paralleled early IL4 receptor α-chain activation (10 min). Stat6uniquely fails to share a positionally conserved Stat serine phosphorylation sequence;however; known phosphoacceptor sites are proline-flanked. Alanine substitutions of …,Journal of Biological Chemistry,2004,49
Interleukin‐2 family cytokines stimulate phosphorylation of the Pro‐Ser‐Pro motif of Stat5 transcription factors in human T cells: resistance to suppression of multiple...,Zsuzsanna S Nagy; Yuling Wang; Rebecca A Erwin‐Cohen; Janos Aradi; Brett Monia; Li Hua Wang; Stanislaw M Stepkowski; Hallgeir Rui; Robert A Kirken,Abstract Signal transducer and activator of transcription (Stat) 5a and Stat5b are critical fornormal immune function. Progression of T cells through G 1-S phase of cell cycle requires Tcell receptor (TCR)-and/or cytokine-inducible tyrosine phosphorylation of Stat5a/b. Stat5a/bmay also; in a cell-dependent manner; be constitutively or cytokine-induciblyphosphorylated on a Pro-Ser-Pro (PSP) motif located within the transcriptional activationdomain. Phosphorylation of the PSP motif is needed for maximal transcriptional activation byStat5; at least in certain promoter contexts. The basal and cytokine-inducible serinephosphorylation state of Stat5a/b has not been determined in T cells. Using primary humanT cells and T lymphocytic cell lines coupled with novel phospho-specific antibodies to thisconserved phosphoserine motif in Stat5a or Stat5b; we report that: Stat5a and Stat5b …,Journal of leukocyte biology,2002,49
Ultrathin two-dimensional free-standing sandwiched NiFe/C for high-efficiency oxygen evolution reaction,Yangyang Feng; Huijuan Zhang; Yan Zhang; Xiao Li; Yu Wang,A NiFe-based compound is considered one of the most promising candidates for the highestoxygen evolution reaction (OER) electrocatalytic activities among all nonprecious metal-based electrocatalysts. In this report; a unique catalyst of free-standing sandwiched NiFenanoparticles encapsulated by graphene sheets is first devised and fabricated. In thismethod; we use low-cost; sustainable; and environmentally friendly glucose as a carbonsource; ultrathin Fe-doped Ni (OH) 2 nanosheets as a precursor; and a sacrificial template.This special nanoarchitecture with a conductive network around active catalysts canaccelerate electron transfer and prevent NiFe nanoparticles from aggregation and peelingoff during long-time electrochemical reactions; thereby exhibiting an excellent OER activityand stability in basic solutions. In this work; our sandwiched catalyst presents well …,ACS applied materials & interfaces,2015,48
