Introduction to data mining,Pang-Ning Tan,*,*,2006,10141
The IGIPI Ontological Framework: Integrating Gene Interactions with Protein Interactions,Bill Andreopoulos; Aijun An; Xiangji Huang,Researchers in biological sciences often face the problem of combining the results of differenttypes of genomic and proteomic studies. Integrating the results of different types of experimentalstudies using ontologies; could provide researchers with many benefits; such as predicting genefunction more reliably and supporting the evolution of current knowledge by integrating it withnew genomic data5;10. We address this important genomics problem by proposing the IGIPIontological framework; standing for “Integrating Gene Interactions with Protein Interactions”; forintegrating the results of experimental studies. IGIPI is based on the concept of goals that needto be satisfied in an experiment. IGIPI views different experiments as pieces of a puzzle that ifpositioned properly will create a more complete model of the cell. Researchers can potentiallyuse IGIPI for semantic markup of web sites that have biomedical content. For semantic …,*,*,*
BIBM 2009 Program Committee,Aijun An; IST Yuan An; Abdullah Arslan; Danny Barash; Kenneth Barner; Sergey Bereg; Anne Bergeron; Daniel Berrar; Northern Ireland; Paola Bonizzoni; David Breen; Daniel Brown; Dongbo Bu; Jeremy Buhler; Debra Burhans; Doina Caragea; Jake Chen; Yuehui Chen; Young-Rae Cho; Justin Choi; Pau-Choo Chung; Juan Cui; Mehmet Dalkilic; PhuongAn Dam; Keith Decker; Colin Dewey; Ye Duan; Nathan Edwards; Jean Gao; Jun-tao Guo; Nancy Guo; Xiyi Hang; Robert Harrison; Morihiro Hayashida; Jieyue He; Vasant Honavar,Aijun An; York University; Canada Yuan An; IST; Drexel University; USA Abdullah Arslan; Universityof Vermont; USA Danny Barash; Ben-Gurion University; Israel Kenneth Barner; University ofDelaware; USA Sergey Bereg; University of Texas at Dallas; USA Anne Bergeron; Universitédu Québec à Montréal; Canada Daniel Berrar; University of Ulster; Northern Ireland ChengpengBi; Children's Mercy Hospitals and Clinics; USA Paola Bonizzoni; Università degli Studi diMilano-Bicocca; Italy David Breen; Drexel University; USA Daniel Brown; University ofWaterloo; Canada Dongbo Bu; Institute of Computing Technology; Chinese Academy ofSciences; China Jeremy Buhler; Washington University in St. Louis; USA Debra Burhans; CanisiusCollege; USA Doina Caragea; Kansas State University; USA Jake Chen; IndianaUniversity–Purdue University; USA Yuehui Chen; University of Jinan; China Francis YL …,*,*,*
Meaningful Keyword Search in RDBMS,Mehdi Kargar; Aijun An; Parke Godfrey; Jaroslaw Szlichta; Xiaohui Yu,ABSTRACT Keyword search over relational databases offers an alterna- tive way to SQL to queryand explore databases that is effective for lay users who may not be well versed in SQL or thedatabase schema. This becomes more pertinent for databases with large and complexschemas. An answer in this context is a join tree spanning tuples containing the query'skeywords. As there are potentially many answers to the query; and the user is often only interestedin seeing the top-k answers; how to rank the answers based on their relevance is of paramountimportance. We focus on the relevance of join as the fundamental means to rank answers. Wedevise means to measure rel- evance of relations and foreign keys in the schema over the informationcontent of the database. This can be done of- fline with no need for external models. We comparethe proposed measures against a gold standard we derive from a real workload over …,*,*,*
BIBM 2008,Gabriela Alexe; Aijun An; Georgios Anagnostopoulos; Abdullah Arslan; Danny Barash; Sergey Bereg; Tanya Berger-Wolf; Daniel Berrar; Olivier Bodenreider; Paola Bonizzoni; Dumitru Brinza; Daniel Brown; Jeremy Buhler; Debra Burhans; Liming Cai; Ying Cai; Doina Caragea; Luonan Chen; Jianlin Cheng; Kei-Hoi Cheung; Jen Chiang; Hwan-Gue Cho; Justin Choi; Juan Cui; Mehmet Dalkilic; Bhaskar DasGupta; Colin Dewey; Werner Dubitzky; Liliana Florea; Jean Gao; Greg Gonye; Jun-tao Guo; Maozu Guo; Robert Harrison; Morihiro Hayashida; Jieyue He; Vasant Honavar; Hui-Huang Hsu,Gabriela Alexe; Broad Institute; USA Aijun An; York University; Canada Yuan An; IST; DrexelUniversity; USA Georgios Anagnostopoulos; Florida Institute of Technology; USA AbdullahArslan; University of Vermont; USA Danny Barash; Ben-Gurion University; Israel SergeyBereg; University of Texas at Dallas; USA Tanya Berger-Wolf; University of Illinois atChicago; USA Daniel Berrar; University of Ulster; Northern Ireland Olivier Bodenreider; NationalLibrary of Medicine; NIH; USA Paola Bonizzoni; Università degli Studi di Milano-Bicocca; ItalyDumitru Brinza; University of California at San Diego; USA Daniel Brown; University ofWaterloo; Canada Jeremy Buhler; Washington University in St Louis; USA Debra Burhans; CanisiusCollege; USA Liming Cai; University of Georgia; USA Ying Cai; Iowa State University; USA DoinaCaragea; Kansas State University; USA Luonan Chen; Osaka Sangyo University; Japan …,*,*,*
International Workshop on Web Personalization; Reputation and Recommender Systems (WPRRS 2011),Yue Xu; Yuefeng Li; Audun Jøsang; Xiaohui Daniel Tao; Esma Aimeur; Aijun An; Sarabjot Singh Anand; Longbin Cao; Xiaoying Gao; Raymond YK Lau; Lejian Liao; Tianrui Li; Yuee Liu; Chen Luke; Stuart E Middleton; Masayuki Numao; Luiz Augusto Pizzato; Giovanni Semeraro; Hua Wang; Hui Wang; Sheng-Tang Wu; Yiyu Yao; Albert Au Yeung; Bei Yu,WPRRS 2011 Workshop Statement: With the explosive growth of resources availablethrough the Internet; information overload has become a severe concern to users. Webusers are commonly overwhelmed by huge volumes of information and are faced with thechallenge of finding the most relevant and reliable information in a timely manner.Recommender and reputation systems represent tools for efficient selection of the mostrelevant and reliable information resources; and the interest in such systems has increaseddramatically over the past few years; driven by the demand for online personalizationapplications. Web-based recommender systems are the most notable application of webpersonalization. Combined with reputation systems; Web users can get recommendationswith high reliability and quality. However; web personalization has not yet been well …,*,*,*
Big Data–Big Deal,Aijun An,Abstract. This paper position paper is based on a major cooperative research anddevelopment proposal to Canada's Natural Science and Engineering Research Council fora Big Data Research; Analytics; and Information Network (BRAIN). Challenges presented byBig Data research are introduced and several projects are sketched in four theme areas ofimportant Big Data research; the solutions of which will further decision making in theseareas of investigation. The four themes are large-scale data analytics and cloud computing;computational biology; health informatics; and interactive content analytics. The importanceof training highly qualified personnel; knowledge mobilization and novelty are discussed.,*,*,*
Distance-based database user sessions clustering,Qingsong Yao; Aijun An; Xiangji Huang,Abstract. It has been brought into attention that analysis of task-oriented database usersessions provides useful insight into the query behavior of database users. A database usersession is a sequence of queries issued by a user (or an application) to achieve a certaintask. It consists of one or more database transactions; which are in turn a sequence ofoperations performed as a logical unit of work. In this paper; we assume a set of sessioninstances are already obtained; and focus on grouping these sessions into different sessionclasses. We propose a distancebased clustering algorithm which is based on three sessionsimilarity metrics between sessions. We also show experimental results.,*,*,*
Session Boundary Detection for Association Rule Learning Using,Xiangji Huang; Fuchun Peng; Aijun An; Dale Schuurmans; Nick Cercone,*,*,*,*
ICFCSA 2011,David Wang; Srinivas Aluru; Tatsuya Akutsu; Aijun An; Qinyuan Zhou; Mark Zhou; Yiyi Zhouzhou; Khine Soe Thaung; Biswanath Vokkarane; Tianbiao Zhang; Ying Zhang; Dehuai Zeng; Liu Zhiming; Xu Qingwei; Lei Jianjun; Chen Yu; Jun Wang; Yinhui Liu; Ming Ma; Wensong Hu; Min Zhu; Ben Kwang-Mong Sim; Liangming Zhang; Jun Hu; Alireza Yazdizadeh; Bo Zhang; Xilong Qu; Nizar Zorba; Anthony Tzes; Ping He; Huisheng Guan,David Wang; IEEE Nanotechnology Council Cambodia Chapter Chair; Cambodia SrinivasAluru; ACM NUS Singapore Chapter; Singapore Tatsuya Akutsu; ACM NUS SingaporeChapter; Singapore Aijun An; National University of Singapore; Singapore Qinyuan Zhou; JiangsuTeachers University of Technology; China Mark Zhou; Hong Kong Education Society; Hong KongYiyi Zhouzhou; Azerbaijan State Oil Academy; Azerbaijan Khine Soe Thaung; Maldives Collegeof Higher Education; Maldives Biswanath Vokkarane; Society on Social Implications of Technologyand Engineering Tianbiao Zhang; Huazhong Normal University; China Ying Zhang; WuhanUniversity; China Dehuai Zeng; Shenzhen University; China Liu Zhiming; Hubei NormalUniversity; China Xu Qingwei; Hubei Normal University; China Lei Jianjun; Hubei NormalUniversity; China Chen Yu; Hubei Normal University; China Jun Wang; The Chinese …,*,*,*
WGEC 2009,Masoud Mohammadian; Hiroki Arimura; Aijun An; David Albrecht; B Michael; B Hendrik; B Francesco; B Ulf; C Rui; Mingyue Ding; Min Li; Xinhai Wang; Lin Chen; Hanyun Wen; Baoyu Zheng; Xiaoling Qin; Yong Xu; Bingji Xu; Wentao Huang; Hua Jiang; Ping Zhou; Xuanju Dang; Ruchuan Wang; Fangmin Song; Wei Ding; Wenming Huang; Tinglei Huang; Yong Zhang; Chengling Zhao; Yangwen Wu; Qingtang Liu; Feng Wang; Shengjun Xue; Guowu Yang; Zhengquan Xu,Prof. Masoud Mohammadian; University of Canberra; Australia Prof. Hiroki Arimura; HokkaidoUniversity; Japan Prof. Aijun An ; York University; Canada Prof. David Albrecht; MonashUniversity; Australia Prof. Vo Ngoc; Anh University of Melbourne; Australia Prof. Michael B.; Universityof Konstanz; Germany Prof. Hendrik B.; Katholieke Universities Leuven; Belgium Prof. FrancescoB.; ISTI-CNR; Italy Prof. Ulf B; Technical University Berlin; Germany Prof. Rui C.; LIACC/FEUPUniversity of Porto; Portugal Prof.Mingyue Ding; Huazhong University of Science andTechnology; China Prof. Min Li; Yangtze University; China Prof. Xinhai Wang; YangtzeUniversity; China Prof. Lin Chen; Yangtze University; China Prof. Hanyun Wen; YangtzeUniversity; China Prof. Baoyu Zheng; Nanjing University of Posts and Telecommunications; ChinaProf. Xiaoling Qin; Nanjing University of Aeronautics and Astronautics; China Prof. Yong …,*,*,*
Modeling Database User’s Access Patterns,Qingsong Yao; Aijun An; Xiangji Huang,*,*,*,*
ELEM2 Rule Induction System,Aijun An; Nick Cercone,ELEM2 [1] is a rule induction system that generates rules from a set of data and uses thegenerated rules to classify (new) cases in another set of data. In this manual; we describehow to use the ELEM2 (Version 3.0) rule induction system. The system contains threeexecutable programs: elem2v3. exe; test. exe and cvelem2. exe. The program elem2v3. exeis a rule induction program that generates a set of classification rules from a set of trainingdata. The program test. exe is a classification program; which uses the rules generated byelem2v3. exe and classifies the cases in a test data file. The program cvelem2. exe is across-validation program that can be used to evaluate ELEM2 on a data set using n-foldcross-validation. To run these programs; the user has to prepare the training and testingdata. In this manual; we describe how to prepare these data files; how to run the three …,*,*,*
