Protecting respondents identities in microdata release,Pierangela Samarati,Today's globally networked society places great demands on the dissemination and sharingof information. While in the past released information was mostly in tabular and statisticalform; many situations call for the release of specific data (microdata). In order to protect theanonymity of the entities (called respondents) to which information refers; data holders oftenremove or encrypt explicit identifiers such as names; addresses; and phone numbers.Deidentifying data; however; provides no guarantee of anonymity. Released informationoften contains other data; such as race; birth date; sex; and ZIP code; that can be linked topublicly available information to reidentify respondents and inferring information that was notintended for disclosure. In this paper we address the problem of releasing microdata whilesafeguarding the anonymity of respondents to which the data refer. The approach is …,IEEE transactions on Knowledge and Data Engineering,2001,2076
Organizing Committee General Chair,Xiaohua Jia; Moti Yung; Kui Ren; Shucheng Yu; Ahmed Azab; Jack Brassil; Charlie Catlett; Sherman SM Chow; Xuhua Ding; Xinwen Fu; Keesook Han; Xuxian Jiang; Zhenkai Liang; Xiaodong Lin; Wenjing Lou; Peter Mueller; Peng Ning; Cristina Nita-Rotaru; Pierangela Samarati; Cliff Wang; Sherry Wang; Xinyuan Wang; Zhi Wang; Xiaolan Catherine Zhang,Page 1. Organizing Committee General Chair Xiaohua Jia; City University of Hong Kong ProgramCo-Chair Moti Yung; Google Inc. Program Co-Chair Kui Ren; Illinois Institute of TechnologyPublicity Chair Shucheng Yu; University of Arkansas at Little Rock Programming CommitteeAhmed Azab; North Carolina State University Jack Brassil; HP Laboratories Charlie Catlett;Argonne National Laboratory Sherman SM Chow; University of Waterloo Xuhua Ding; SingaporeManagement University Xinwen Fu; University of Massachusetts Lowell Keesook Han; Air ForceResearch Laboratory Xiaohua Jia; City University of Hong Kong Xuxian Jiang; North CarolinaState University Zhenkai Liang; National University of Singapore Xiaodong Lin; University …,*,*,*
Welcome from the Program Chairs,Pierangela Samarati; Charles Payne,These proceedings contain the papers selected for presentation at the 23rd AnnualComputer Security Applications Conference; held 10-14 December 2007; in Miami; Florida;USA. In response to the call for papers; 191 papers were submitted to the conference. Thesepapers were evaluated on the basis of their significance; novelty; technical quality; andpractical impact. As in previous years; reviewing was “double-blind”: the identities ofreviewers were not revealed to the authors of the papers and author identities were notrevealed to the reviewers. The Program Committee meeting was held electronically; yieldingintensive discussion over a period of two weeks. Of the papers submitted; 42 were selectedfor presentation at the conference; giving an acceptance rate of less than 22%. In addition tothe technical program composed of the papers collated in this year's proceedings; the …,*,*,*
D. Gritzalis and J. Lopez 521 Reconstruction of electronic signatures from eDocument printouts H. Leitold; R. Posch and T. Rössler 523 Managing key hierarchies for...,C Blundo; S Cimato; S De Capitani di Vimercati; A De Santis; S Foresti; S Paraboschi; P Samarati; A Colantonio; R Di Pietro; A Ocello; NV Verde; Q Pham; J Reid; A McCullagh; E Dawson; J Kolter; T Kernchen; G Pernul; Y Soupionis,*,*,*,*
Ian Marshall,Ehab Al-Shaer; Xuhui Ao; Arosha Bandara; Jean Bacon; Moritz Becker; Elisa Bertino; Konstantin Beznosov; Rakesh Bobba; Marcus Brunner; Mark Burgess; Seraphin Calo; Ritu Chadha; Cho-Yu Jason Chiang; Jan Chomicki; Asit Dan; Murthy Devarakonda; Naranker Dulay; Paulo Ferreira; Olivier Festor; Tim Finin; Joe Finney; Francisco Garcia; Virgil Gligor; Tyrone Grandison; Frédéric Grasset; Elizabeth Gray; Boyd Hays; Heinz-Gerd Hegering; Mihail Ionescu; Christian Jensen; Jesper Kampfeldt; Yasusi Kanada; Guenter Karjoth; Alexander Keller; Sye Loong Keoh; Radostina Koleva; George Lapiotis; Peter Linington; Jorge Lobo; Hanan Lutfiyya; Leonidas Lymberopoulos; Jeff Magee; Jean Philippe Martin-Flatin; Julie McCann; Bret Michael; Zoran Milosevic; Naftaly Minsky; Jonathan Moffett; Rebecca Montanari; Ken Moody; Takahiro Murata; Clifford Neuman; Olle Olsson; Gerard Parr; George Pavlou; Louiqa Raschid; Erik Rissanen; Alessandra Russo; Babak Sadighi Firozabadi; Akhil Sahai; Pierangela Samarati; Ravi Sandhu; Junaid Saiyed; Kent Seamons; Jean-Marc Seigneur; Constantin Serban; Marek Sergot; Peter Sewell; Morris Sloman; Rolf Stadler; John Strassner; Niranjan Suri; Joe Sventek; Toshio Tonouchi; Son Cao Tran; Vijay Varadharajan; Dinesh Verma; Vincent Wade; Eero Wallenius; Andrea Westerinen; Duminda Wijesekera; William Winsborough; Marianne Winslett; S Felix Wu,Ehab Al-Shaer Xuhui Ao Arosha Bandara Jean Bacon Moritz Becker Elisa Bertino KonstantinBeznosov Rakesh Bobba Marcus Brunner Mark Burgess Seraphin Calo Ritu Chadha Cho-YuJason Chiang Jan Chomicki Asit Dan Murthy Devarakonda Naranker Dulay Paulo Ferreira OlivierFestor Tim Finin Joe Finney Francisco Garcia Virgil Gligor Tyrone Grandison Frédéric GrassetElizabeth Gray Boyd Hays Heinz-Gerd Hegering Mihail Ionescu Christian Jensen Jesper KampfeldtYasusi Kanada Guenter Karjoth Alexander Keller Sye Loong Keoh Radostina Koleva GeorgeLapiotis Peter Linington Jorge Lobo Hanan Lutfiyya Leonidas Lymberopoulos Jeff Magee IanMarshall … Jean Philippe Martin-Flatin Julie McCann Bret Michael Zoran Milosevic Naftaly MinskyJonathan Moffett Rebecca Montanari Ken Moody Takahiro Murata Clifford Neuman Olle OlssonGerard Parr George Pavlou Louiqa Raschid Erik Rissanen Alessandra Russo Babak …,*,*,*
Program committee (cont.),Stefano Paraboschi; Gerardo Pelosi; Günther Pernul; Milan Petkovic; Alessandro Piva; Joachim Posegga; Kui Ren; Panos Rizomiliotis; Rodrigo Roman; Pierangela Samarati; Damien Sauveron; Shamik Sural; Willy Susilo; Angeliki Tsochou; Sabrina de Capitani di Vimercati; Lingyu Wang; Xinyuan Frank Wang; Yang Xiang; Alec Yasinsac; Justin Zhan; Jianying Zhou,Page 1. PROGRAM COMMITTEE (CONT.) Stefano Paraboschi; University of Bergamo; ItalyGerardo Pelosi; Universita' degli Studi di Bergamo; Italy Günther Pernul; University ofRegensburg; Germany Milan Petkovic; Philips Research Labs; The Netherlands AlessandroPiva; Universita'degli Studi di Firenze; Italy Joachim Posegga; Inst. of IT Security and SecurityLaw; Germany Kui Ren; Illinois Institute of Technology; USA Carlos Ribeiro; IST; Portugal PanosRizomiliotis; University of the Aegean; Greece Rodrigo Roman; University of Malaga; SpainPierangela Samarati; Università degli Studi di Milano; Italy Damien Sauveron; Xlim – Universityof Limoges; France Shamik Sural; Indian Institute of Technology; India Willy Susilo; Universityof Wollongong; Australia Angeliki Tsochou; University of the Aegean; Greece Sabrina deCapitani di Vimercati; Università degli Studi di Milano; Italy …,*,*,*
Intercettazioni web e privacy,Stefano Lorenzi; Pierangela Samarati,In questo ultimo ventennio il mondo informatico ha vissuto una considerevole espansione.Grazie anche all'avvento di Internet; le tecnologie informatiche e il flusso di informazionihanno potuto essere fruite da un numero crescente di cittadini; modificando stili di vita e lasocieta stessa. Il loro impiegoe ulteriormente aumentato in relazione alle possibilita cheoffrono e alla facilitazione di utilizzare servizi senza recarsi in loco; come accade nelloshopping on line; nell'eseguire bonifici o prenotazioni. Come in un circolo virtuoso; lerichieste di cittadini e istituzioni sono aumentate; stimolando la tecnologia a svilupparesempre nuove soluzioni; in questa realta inevitabilmente le reti informatiche sono diventatesempre piu complesse e nel futuro questa tendenza sembra non rallentare. Anche la loroaccessibilitae la loro interdipendenzae in aumento; ede proprio quest'ultima a …,*,*,*
Jorge Lobo; USA,Jean Bacon; Arosha Bandara; Elisa Bertino; Mark Burgess; Seraphin Calo; Ritu Chadha; Jan Chomicki; Asit Dan; Murthy Devarakonda; Naranker Dulay; Francisco Garcia; Virgil Gligor; Terence Halpin; Heinz-Gerd Hegering; Stan Hendryx; Boyd Hays; Christian Jensen; Peter Linington; Naftaly Minsky; Jonathan Moffett; Rebecca Montanari; Ken Moody; Gerard Parr; George Pavlou; Louiqa Raschid; Babak Sadighi Firozabadi; Akhil Sahai; Pierangela Samarati; Ravi Sandhu; Kent Seamons; Morris Sloman; John Strassner; Joe Sventek; Vijay Varadharajan; Dinesh Verma; Vincent Wade; Andrea Westerinen; Duminda Wijesekera,Jean Bacon; University of Cambridge; UK Arosha Bandara; Imperial College London; UK ElisaBertino; University of Milano; Italy Marcus Brunner; NEC; Germany Mark Burgess; UniversityCollege; Oslo; Norway Seraphin Calo; IBM TJ Watson; USA Ritu Chadha; Telcordia; USA JanChomicki; University at Buffalo; USA Asit Dan; IBM TJ Watson; USA Murthy Devarakonda; IBMTJ Watson; USA Naranker Dulay; Imperial College; London; UK Paulo Ferreira; INESC; PortugalFrancisco Garcia; Agilent; UK Virgil Gligor; University of Maryland at College Park; USA TerenceHalpin; Conceptual Modeling; USA Heinz-Gerd Hegering; Leibniz-Rechenzentrum; GermanyStan Hendryx; Northface University; USA Boyd Hays; SUN Microsystems Inc.; USA ChristianJensen; Technical University of Denmark; Denmark Peter Linington; University of Kent; UK JorgeLobo; USA Hanan Lutfiyya; University of Western Ontario; Canada Ian Marshall …,*,*,*
Program Co-Chair Proceedings Chair,Daniel Thomsen; Christoph Schuba; Pierangela Samarati; Mary Ellen Zurko,Page 1. Conference Committee General Chair Daniel Thomsen Cyber Defense Agency;LLC Program Chair Christoph Schuba Sun Microsystems; Inc. Program Co-Chair ProceedingsChair Charles Payne Adventium Labs Program Co-Chair; Europe Pierangela SamaratiUniversità degli Studi di Milano WIP Chair Mary Ellen Zurko IBM Corporation Case StudiesChair; ACSA President Steve Rome Booz Allen Hamilton Page 2. Guest Speaker LiaisonACSA Invited Essayist Steve Greenwald Independent Consultant Treasurer Ed SchneiderInstitute for Defense Analyses Registration David Chizmadia Promia; Inc. <photo placeholder>Marketing Co-Chair Rama Moorthy Booz Allan Hamilton Page 3. Web Advisor RobertH'obbes' Zakon Zakon Group LLC Hot Topics Chair; ACSA Chair & Treasurer Dr. MarshallAbrams The MITRE Corporation SIGSAC Issues …,*,*,*
VIJAY ATLURI,Sushil Jajodia Vimercati; Stefano Paraboschi; Pierangela Samarati,*,*,*,*
Additional Reviewing Support,Steve Kent; Michael Reiter; Charles Payne; George W Dinolt; Paul Karger; Terry Vickers Benzei; Lee A Benzinger; Yves Deswate; Yair Frankel; Li Gong; Heather Hinton; Cynthia Irvine; Sushil Jajodia; Carl Landwehr; Teresa Lunt; John McHugh; John McLean; Catherine A Meadows; Richard E Newman-Wolfe; Sylvan Pinsky; Sue Rho; Peter Ryan; Pierangela Samarati; Marv Schaefer; Tom Schubert; Stuart Stubblebine; Elisabeth Sullivan; Tom Van Vleck; Shyhtsun F Wu; Moti Yung; Mary Ellen Zurko,Message from the Program Chairs The twenty and three panel abstracts in this book were presentedat the IEEE Symposium on Security and Privacy; held at the Claremont Resort in Oakland; Californiaon May 5-7; 1997. This year's symposium is the 18th in the series sponsored by the IEEE computerSociety's Technical Committee on Security and Privacy; and in cooperation with the InternationalAssociation for Cryptologie Research. A total of 110 papers and six panel proposals were submittedthis year. This is almost double the number submitted last year. The reviewing process was similarto last year's. Authors submitted separate abstracts by email; which were distributed by email(without author identification) to all the Program Committee Members. The members were askedto identify papers that they wanted to review as well as those that they did not want to review.Based on the responses received from the members; each paper was assigned to at …,*,*,*
Hanno Langweg; Gjøvik University College; Norway Maryline Laurent-Maknavicius; GET/INT/LOR; CNRS/SAMOVAR; France Herbert Leitold; A-SIT; Secure Informat...,Albert Levi; David Levin; Tim Levin; Peng Liu; Chenghuai Lu; Emilie Lundin Barse; Andrew Marshall; Vashek Matyas; Ioannis Mavridis; John McDermott; Karl McMillan; George Mohay; Rebecca Montanari; Darren Mutz; Prasad Naldurg; Michael Nash; LouAnna Notargiacomo; Richard O'Brien; Martin Olivier; Charles Payne; Tadeusz Pietraszek; George Porter; Marco Prandini; Indrajit Ray; Valentin Razmov; Marc Rennhard; Mark Reynolds; James Reynolds; Emilia Rosti; Reiner Sailer; Pierangela Samarati; Geetanjali Sampemane; Andreas Schaad; Matthew Schmid; Edward Schneider; Christoph Schuba; Gregg Schudel; Cristina Serban; Kulesh Shanmugasundaram; Qi Shi; Richard Smith; Tye Stallard; Gregg Tally; Paul Thompson,Cristina Abad; University of Illinois at Urbana-Champaign; USA Marshall Abrams; The MITRECorporation; USA Jalal Al-Muhtadi; University of Illinois at Urbana-Champaign; USA TuomasAura; Microsoft Research; UK Saurabh Bagchi; Purdue University; USA Dirk Balfanz; PARC;USA Tim Bond; webMethods; USA Danilo Bruschi; Università degli Studi di Milano; Italy NicoleCarlson; The Aerospace Corporation; USA Germano Caronni; Swiss Federal Institute ofTechnology; Switzerland Sekar Chandersekaran; Institute for Defense Analyses; USA DavidChizmadia; Promia; Inc.; USA Malcolm Corney; Queensland University of Technology; AustraliaAntonio Corradi; DEIS - University of Bologna; Italy Ricardo Dahab; University of Campinas;Brazil Ernesto Damiani; Università degli Studi di Milano; Italy Thomas Daniels; Iowa StateUniversity; USA Sabrina De Capitani di Vimercati; Università degli Studi di Milano; Italy …,*,*,*
Jeffrey Berger; RSA Security; USA Germano Caronni; Sun Microsystems Laboratories; USA Andre Luiz Moura dos Santos; College of Computing; Georgia Institute o...,Stefan Fischer; Jody Heaney; Samir Kapuria; John McHugh; LouAnna Notargiacomo; Pekka Nikander; Mindy Rudell; Pierangela Samarati; Christoph Schuba; Steve Rome; Ravi Sandhu; Dan Thomsen; Chenxi Wang; Simon Wiseman,*,*,*,*
Wesley H. Higaki; Symantec; USA Willem Jonker; Philips Research Twente University; Enschede; Netherlands Carl Landwehr; National Science Foundation; USA P...,Dirk Balfanz; Germano Caronni; Ernesto Damianti; Thomas E Daniels; Andre Dos Santos; Jeremy Epstein; Steven J Greenwald; Jody Heaney,Page 1. Program Committee Dirk Balfanz; Palo Alto Research Center; USA Germano Caronni;Sun Microsystems; Inc.; Switzerland Ernesto Damianti; University of Milan; Italy Thomas E. Daniels;Iowa State University; USA Andre Dos Santos; The Georgia Institute of Technology; USA JeremyEpstein; webMethods; Inc.; USA Steven J. Greenwald; Independent Consultant; USA JodyHeaney; The MITRE Corporation; USA Wesley H. Higaki; Symantec; USA Willem Jonker; PhilipsResearch Twente University; Enschede; Netherlands Carl Landwehr; National ScienceFoundation; USA Peng Liu; Pennsylvania State University; USA LouAnna Notargiacomo; TheMITRE Corporation; USA Charlie Payne; Adventium Labs; USA Steve Rome; Booz Allen Hamilton;USA Pierangela Samarati; University of Milan; Italy Christoph Schuba; Sun Microsystems; Inc.;USA Daniel Thomsen; Tresys Technology; USA …,*,*,*
