LOF: identifying density-based local outliers,Markus M Breunig; Hans-Peter Kriegel; Raymond T Ng; Jörg Sander,Abstract For many KDD applications; such as detecting criminal activities in E-commerce;finding the rare instances or the outliers; can be more interesting than finding the commonpatterns. Existing work in outlier detection regards being an outlier as a binary property. Inthis paper; we contend that for many scenarios; it is more meaningful to assign to eachobject a degree of being an outlier. This degree is called the local outlier factor (LOF) of anobject. It is local in that the degree depends on how isolated the object is with respect to thesurrounding neighborhood. We give a detailed formal analysis showing that LOF enjoysmany desirable properties. Using real-world datasets; we demonstrate that LOF can be usedto find outliers which appear to be meaningful; but can otherwise not be identified withexisting approaches. Finally; a careful performance evaluation of our algorithm confirms …,ACM sigmod record,2000,3507
Guest Editor's Introduction to the Special Section on the IEEE International Conference on Data Engineering,Yannis Ioannidis; Dik Lee; Raymond Ng,THE 25th IEEE International Conference on Data Engi- neering (ICDE 2009) was held inShanghai; China; on 29 March-2 April 2009. The conference call for papers attracted 545 submissionsin the research track. The eight papers in this special issue were selected from the 93 long paperspresented in Shanghai. Authors were invited to submit more complete and revised versions forthis issue for a round of careful refereeing. The paper titled “Projective Distribution of XQuerywith Updates;” by Ying Zhang; Nan Tang; and Peter Boncz; examines the problem of partitioningXQuery queries and executing each subquery on the nodes where its relevant data resides;while respecting XML node identity and preserving structural properties. It presents a sequenceof increasingly more refined semantics of parameter passing and associated techniques thatlead to minimization of the semantic difference between local execution of the original …,IEEE Transactions on Knowledge and Data Engineering,2010,*
TARGETED WHOLE BLOOD GENOMIC DIAGNOSTIC BIOMARKER DISCOVERY OF ACUTE HEART REJECTION: 2015,Z Hollander; V Chen; J Wilson-McManus; R Ng; R Balshaw; A Ignaszewski; G Cohen-Freue; R McMaster; PA Keown; B McManus,Introduction The endomyocardial biopsy is the current gold standard for monitoring hearttransplant patients since currently available noninvasive approaches are not specific. Thebiopsy is highly invasive; uncomfortable for the patient; expensive; not timely and subject tosampling error. The BiT initiative aims to identify predictive and diagnostic biomarkers ofacute and chronic heart and kidney allograft rejection. Methods The BiT team has enrolledmore than 600 heart and kidney transplant patients with close to 30;000 serial blood; urineand tissue samples banked. The objective of this study was to identify genes that aredifferentially expressed in the endomyocardial biopsy and apply these genes to the wholeblood analysis in order to discover biomarkers of acute rejection. Thus; 30 patients withbiopsy and blood collected at the time of moderate to severe acute rejection (AR;≥ 2R …,Transplantation,2010,*
A PROTEOMIC BIOMARKER PIPELINE FROM DISCOVERY TO THE CLINIC: VALIDATION IN CARDIAC TRANSPLANTATION: 2843,Cohen G Freue; M Sasaki; J Wilson-McManus; S Tebbutt; C Borchers; D Smith; RT Ng; R Balshaw; P Keown; B McManus; R McMaster,Introduction: The number of patients suffering from end-stage heart failure (HF) continues tomount alongside an aging demographic. Currently 400;000 Canadians live with overt HFand the upward trend in HF prevalence will severely tax our current resources. Managementof the failing heart involves medical therapy; mechanical circulatory assist (MCA) devicesand ultimately heart transplantation. MCA has been shown to improve morbidity andmortality in end stage HF patients. Chronic unloading of the heart provided by MCA hasbeen shown to induce reverse remodeling and normalize cardiac parameters of chambergeometry; heart size; ventricular volume; ejection fraction and fetal gene expression.Identification of markers within the heart which could predict patient response to MCAtherapy would facilitate a personalized approach to patient care and facilitate early …,Transplantation,2010,*
EXPLORATORY AND INFERENTIAL STATISTICS FOR THE DISCOVERY OF PROTEOMIC BIOMARKERS OF ACUTE KIDNEY ALLOGRAFT REJECTION: 2668.,V Chen; M Takhar; G Cohen-Freue; M Sasaki; R Ng; R Balshaw; PA Keown; B McManus; R McMaster,Introduction: Tissue biopsy; an invasive and expensive procedure; is the current goldstandard for the diagnosis of acute allograft rejection. One of the goals of the Biomarkers inTransplantation (BiT) team has been to discover diagnostic plasma proteomic biomarkers ofacute kidney allograft rejection using iTRAQ-MALDI-TOF/TOF mass spectrometry. AlthoughiTRAQ quantitative proteomic analysis allowed an unbiased search of candidate proteins;the resulting data contain a large proportion of missing values; large technical variation; andlack of sensitivity in protein identification. Thus; the objective of the current work was todevelop an analytical pipeline to identify a list of candidate plasma proteins; whichaddresses some of these important challenges. Methods: Plasma samples collected from 11patients with acute rejection (AR) and 21 patients with nonrejection (NR) post-transplant …,Transplantation,2010,*
IDENTIFICATION OF STABLE CONTROL GENES FOR NORMALIZATION OF BLOOD BASED BIOMARKER PANELS: 1967.,Y Yang; M Takhar; Z Hollander; D Lin; J Wilson-mcmanus; RT Ng; PA Keown; RM Mcmaster; B Mcmanus; SJ Tebbutt,Introduction: In order to reduce the need for invasive methods for monitoring transplantpatients (biopsy; IVUS; angiography); the aim of the Biomarkers in Transplantation (BiT)initiative is to develop noninvasive biomarkers for predicting and diagnosing acute andchronic cardiac and renal allograft rejection. The biomarker panels identified by BiT werediscovered in whole blood microarrays. However; the high-performance gene array is notpractical in clinic. Instead; rapid measurement of 20 to 50 genes using fully-automatedinstruments is required. In order to accurately measure biomarker gene expression withsuch technology; internal reference control genes are required to normalize the biomarkergene panel expression levels. Although many such control (housekeeping) genes havebeen reported in the literature; there remains controversy as to which control genes are …,Transplantation,2010,*
REFINEMENT OF GENOMIC CLASSIFIERS FOR EARLY ACUTE RENAL ALLOGRAFT REJECTION: 3149.,OP Gunther; V Chen; D Lin; R Ng; R Balshaw; Z Hollander; R McMaster; B McManus; P Keown,Introduction: We examined the association between single nucleotide polymorphisms(SNPs) and severity of acute rejection (AR) in a multicenter; prospective cohort of kidneytransplant (Tx) recipients from six transplant centers in Canada and the United States.Methods: Our study consisted of patients receiving kidney Tx between 2006-2008.Genotyping was conducted for 2;722 SNPs using a custom Affymetrix SNP chip; SNPlex andSequenome. We had 155 recipients with biopsy confirmed AR and another 216 hadbiopsies for cause which did not show AR and the remaining 620 had no biopsies and noclinical AR. In order to assess severity of AR; we divided the study population into 3 groups: t-score≥ 2; t-score≤ 1 and no biopsy group. We then used a logistic regression analysis foreach SNP to determine the odds of having an allele in the 3 groups. Since the t-scores …,Transplantation,2010,*
BIOMARKERS OF CHRONIC HEART ALLOGRAFT REJECTION: 2701.,D Lin; Cohen G Freue; A Bergman; Z Hollander; M Sasaki; J Wilson-McManus; R Balshaw; R Ng; P Keown; R McMaster; B McManus,Results Of the 124 proteins identified; 10 proteins had differential relative concentrationsbetween CAV and non-CAV samples; six were up-regulated in CAV. Seven markers arerelatively wellcharacterized and have been closely linked to immune mechanisms; celladhesion/junction; lipid and glucose metabolism; as well as cell communication. Theinternal validation demonstrated an accuracy of 83% in classifying new samples with 5 outof 6 in each group correctly classified. Conclusions Potential plasma proteomic biomarkersof chronic cardiac rejection/CAV were identified. These biomarkers not only have potentialdiagnostic values; but also may help gain insight into the biological and molecularmechanisms underlying the disease.,Transplantation,2010,*
CLASSIFICATION OF ACUTE RENAL REJECTION WITH PROTEOGENOMIC ENSEMBLE CLASSIFIERS: 1477.,OP Gunther; R Ng; R Balshaw; D Lin; A Scherer; V Chen; G Cohen-Freue; M Takhar; Z Hollander; R McMaster; B McManus; P Keown,Introduction: The Biomarkers in Transplantation (BiT) team set out to discover effective andminimally invasive diagnostic and predictive biomarkers of heart; kidney and liver acute andchronic allograft rejection. Whole blood gene expression analysis using Affymetrix HG-U133plus 2.0 microarrays and plasma proteomics analysis based on iTRAQ-MALDI-TOF/TOFtechnology were performed to identify diagnostic biomarkers of acute immune injuryfollowing renal transplantation. Serial blood samples from renal allograft recipients werecollected pre-transplant through 3 years post-transplant; along with renal allograft tissue atthe time of graft dysfunction or potential rejection. The BiT project has generated a widevariety of genomics and proteomics classifiers that represent many diverse biologicalprocesses. Ensemble theory provides a method to combine these many classifiers …,Transplantation,2010,*
149: Combinatorial Biomarkers of Cardiac Allograft Vasculopathy,D Lin; G Cohen Freue; Z Hollander; M Sasaki; N Opushneva; C Imai; A Ignaszewski; A Mui; J Wilson-McManus; R Balshaw; RT Ng; PA Keown; R McMaster; BM McManus,*,The Journal of Heart and Lung Transplantation,2010,*
177: Normalization of Heart Failure Genomic Markers after Transplantation,Z Hollander; D Lin; R Ng; J Wilson-McManus; A Ignaszewski; R Balshaw; R McMaster; P Keown; B McManus,*,The Journal of Heart and Lung Transplantation,2010,*
Evaluation of the “Hands On Parent Empowerment (HOPE)” Project to empower socially disadvantaged parents as active agents in their children’s learning: a rando...,C Leung; SKM Tsang; S Dean; R Ng,Skip navigation …,Joint World Conference on Social Work and Social Development,2010,*
ENGINEERING SPECIAL SECTION ON THE IEEE INTERNATIONAL CONFERENCE ON DATA Guest Editor's Introduction to the Special Section on the IEEE Interna...,Y Ioannidis; D Lee; R Ng,*,IEEE Transactions on Knowledge and Data Engineering,2010,*
Poster Board#-session: P11-iii The Longitudinal Pattern of Differential Gene Expression within the First 3 Months Following Renal Transplantation.,Paul Keown; Andreas Scherer; Oliver Günther; Robert Balshaw; Raymond Ng; Zsuzsanna Hollander; Robert Mcmaster; Bruce Mcmanus,Read 'Poster Board #-Session: P11-III The Longitudinal Pattern of Differential Gene Expressionwithin the First 3 Months Following Renal Transplantation.' on Ovid Insights.,American Journal of Transplantation,2009,*
Towards Multi-modal Extraction and Summarization of Conversations.,Raymond T Ng,• A clue word in a node is a non-stop word that also appears (modulo stemming) in a parentor a child node in the quotation graph• ie; a sentence may be more important if it contains aword that is reused in a reply• Sentences are ranked by their clue word score• We showedthat this provides a better summary than one generated by MEAD; a state-of-the art multi-document summarizer,APWeb/WAIM,2009,*
477: Whole Blood Genomic Predictive Biomarkers of Acute Cardiac Allograft Rejection,Z Hollander; D Lin; G Cohen Freue; R Balshaw; RT Ng; J Wilson-McManus; A Mui; RW McMaster; P Keown; BM McManus,*,The Journal of Heart and Lung Transplantation,2009,*
474: Combinatorial Diagnostic Biomarkers of Acute Cardiac Allograft Rejection,Z Hollander; G Cohen Freue; D Lin; A Ignaszewski; C Imai; A Kaan; J Wilson-McManus; R Balshaw; RT Ng; RW McMaster; P Keown; BM McManus,*,The Journal of Heart and Lung Transplantation,2009,*
341: Proteomic Biomarkers of Chronic Heart Allograft Rejection,GV Cohen Freue; D Lin; C Imai; A Ignaszewski; J Mancini; Z Hollander; A Bergman; M Sasaki; J Wilson-McManus; R Balshaw; RT Ng; C Borchers; P Keown; B McManus; R McMaster,*,The Journal of Heart and Lung Transplantation,2009,*
Privacy-Preserving Data Publishing: A Constraint-Based Clustering Approach,Anthony KH Tung; Jiawei Han; Laks VS Lakshmanan; Raymond T Ng,Abstract Privacy-preserving data publishing has drawn much research interest recently. Inthis chapter; we address this topic from the viewpoint of constrained clustering; ie; theproblem of finding clusters that satisfy certain user-specified constraints. More specifically;we begin with the problem of clustering under aggregate constraints (without privacyconsiderations) and explain how traditional algorithms for the unconstrained problem (eg;the c-means algorithm) break down in the presence of constraints. From there; we developscalable algorithms that overcome this problem and finally illustrate how our algorithm canalso be used for privacy-preserving data publishing.,Constrained Clustering: Advances in Algorithms; Theory; and Applications,2008,*
