Highly uniform and reproducible surface-enhanced Raman scattering from DNA-tailorable nanoparticles with 1-nm interior gap,Dong-Kwon Lim; Ki-Seok Jeon; Jae-Ho Hwang; Hyoki Kim; Sunghoon Kwon; Yung Doug Suh; Jwa-Min Nam,Abstract An ideal surface-enhanced Raman scattering (SERS) nanostructure for sensingand imaging applications should induce a high signal enhancement; generate areproducible and uniform response; and should be easy to synthesize. Many SERS-activenanostructures have been investigated; but they suffer from poor reproducibility of the SERS-active sites; and the wide distribution of their enhancement factor values results in anunquantifiable SERS signal. Here; we show that DNA on gold nanoparticles facilitates theformation of well-defined gold nanobridged nanogap particles (Au-NNP) that generate ahighly stable and reproducible SERS signal. The uniform and hollow gap (∼ 1 nm) betweenthe gold core and gold shell can be precisely loaded with a quantifiable amount of Ramandyes. SERS signals generated by Au-NNPs showed a linear dependence on probe …,Nature nanotechnology,2011,571
Optofluidic synthesis of magnetic microparticles with structural colors,Junhoi Kim; Hyoki Kim; Wook Park; Younghoon Song; Sunghoon Kwon,Functional microparticles with optical properties have been studied and utilized in various applicationssuch as display devices and biochemical assays. To synthesize these functionalmicroparticles; emulsification process; which utilizes phase separation of two immiscible fluidsfollowed by solidification process; has been usually employed. However; the emulsification processgives us microparticles with irregular size distribution; and it also shows limited engineeringcapabilities. In this work; we demonstrate synthesis of colored microparticles based on the combinationof top-down based lithographic technique and bottom-up based magnetic self- assembly of superparamagneticcolloidal nanocrystal clusters [1;2]. With our technique; magnetic microparticles showing uniquestructural colors are synthesized … Figure 1 shows an overview of our optofluidic synthesistechnique. Our material used as a precursor; which we call M-ink; for generating …,Conference on Lasers and Electro-Optics,2010,*
Optofluidic Three-Cimensional Self-Assembly of Vertically Patterned Microstructures Using Railed Microfluidics,Su Eun Chung; Yoonseok Jung; Sunghoon Kwon,Page 1. Optofluidic three-dimensional self-assembly of vertically patterned microstructures usingrailed microfluidics Su Eun Chung; Yoonseok Jung; Sunghoon Kwon School of ElectricalEngineering; Seoul National University; Shinlim-Dong; Kwanak-Gu; Seoul 151-744; Koreaskwon@snu.ac.kr Abstract We demonstrate optofluidic three-dimensional (3D) verticalself-assembly of two-dimensionally patterned microstructures using railed microfluidics. 3D railedassembly method is easy and fast vertical heterogeneous patterning and assembly technique.OCIS codes: (220.4000) Microstructure fabrication; (220.3740) Lithography Axis-controlledmagnetic actuators 1. Introduction Conventional MEMS technology allows varioustwo-dimensional patterning with high resolution [1]. However; since most of the fabrication isdone in layer-by-layer manner; controlling patterns in vertical direction is difficult …,Conference on Lasers and Electro-Optics,2010,*
Dynamic magnetic manipulation of color/shape encoded magnetic microparticles for bio-assay applications,Howon Lee; Hyoki Kim; Junhoi Kim; Sunghoon Kwon,Rapid separation and 3D reaction-2D reading of color and shape encoded magneticmicroparticles are demonstrated using 1D chain structure of magnetic nanoparticlesinvolved in the microparticle. Also single material based simple particle fabrication method ispresented.,Conference on Lasers and Electro-Optics,2010,*
Self-assembling method and structure,*,Although there are certain advantageous uses for self-assembled polymer structures; currentmaterials and methods have difficulties in producing structures of high complexity. Forexample; the exquisite specificity of Watson-Crick base paring allows a combinatorially largeset of nucleotide sequences to be used when designing binding interactions. The field of DNAtechnology has exploited this property to create a number of more complex nanostructures. Becausethe synthesis of such nanostructures involves interactions between a large number of shortoligonucleotides; the yield of complete structures is highly sensitive to stoichiometry (the relativeratios of strands). The synthesis of relatively complex structures was thus thought to require multiplereaction and purification steps; with the ultimate complexity of DNA nanostructures limited bynecessarily low yields. Thus; current materials and method for producing self-assembling …,*,2010,*
Method for aligning carbon nanotubes in microfluidic channel,*,A method includes aligning nanotubes in a microfluidic channel including supplyingnanotubes to the microfluidic channel; forming at least one interface in the channel; andapplying a pressure to the microfluidic channel to control orientation of the nanotubes. Amicrofluidic device includes a silicon chip having a outer surface further including an uppersurface and a lower surface; an upper wafer attached to the upper surface of the silicon chip;and a lower wafer attached to the lower surface of the silicon chip; wherein: the silicon chip;upper wafer; and lower wafer form a microfluidic channel; one or more nanotubes arealigned on the silicon chip according to the method; and the outer surface includes probemolecules.,*,2010,*
Structural color printing: full color printing with single ink,Hyoki Kim; Jianping Ge; Junhoi Kim; Sung-Eun Choi; Hosuk Lee; Howon Lee; Wook Park; Yadong Yin; Sunghoon Kwon,We present a novel method to fabricate photonic crystal for visible light control anddemonstrate high resolution patterning of multiple structural colors using a single material.The material; termed as" M-Ink"; whose color is magnetically tunable and lithographicallyfixable; is developed. By combining novel material system and specially designedinstrument; we produce patterns with arbitrary spatial arrangements of colors with singlematerial.,OPTO,2010,*
Optofluidic generation of color and shape encoded microparticle for multiplexed bioassay,Hyoki Kim; Jianping Ge; Yadong Yin; Sunghoon Kwon,We present a new method for in-situ synthesis of multiple color and shape encoded particlesin microfluidic channel using single material. Material developed in this work is M-Ink whosecolor is magnetically tunable and lithographically fixable. By combining novel materialsystem and special instrumentation enables generation of limitless number of codes andgreatly simplify the manufacturing process of encoded particles.,MOEMS-MEMS,2010,*
Smart scalable systems: A bottom-up approach of building complex systems,Sunghoon Kwon,Manufacturing of highly heterogeneous and complex system has been achieved throughself-assembly of large number of heterogeneous components. Optofluidic generation andmicrofluidic self-assembly of various microparts are reviewed under theme of smart scalablesystems; a bottom-up approach of building complex systems.,*,2009,*
Optofluidic packaging of silicon microchips for applications in light emitting devices,SE Chung; SA Lee; J Kim; S Kwon,We demonstrate optofluidic packaging of silicon microchips using image processing-basedoptofluidic maskless lithography (IP-OFML). Optofluidic maskless lithography (OFML) is adynamic photopolymerization technique for free-floating microstructures within a fluidicchannel using a MEMS spatial light modulator. OFML via computer vision-aided imageprocessing enables individual polymer packaging of each microdevice for protection.Furthermore; our technology is applicable to phosphor coating of light emitting diodes(LEDs).,*,2009,*
Enhancement of Biomolecular Mass Transport by Electrophoresis in Nanoscale Biosensors,Hyoki Kim; Sunghoon Kwon,*,BIOCHIP JOURNAL,2009,*
Light emitting device using diode structure controlled by double gate; and semiconductor apparatus including the same,*,A light emitting device is provided. The light emitting device includes a p-typesemiconductor; an n-type semiconductor; a semiconductor film connected between the p-type semiconductor and the n-type semiconductor; a first electrode disposed on thesemiconductor film and configured to apply an electric field to the semiconductor film; and asecond electrode disposed under the semiconductor film and configured to apply anadditional electric field to the semiconductor film.,*,2009,*
Development of the eyeglasses-based electrooculogram (EOG) for the objective measurement of the visual acuity,Hyuk-June Moon; Hyoun-Joong Kong; In Bum Lee; Sung Hoon Kwon; Hee Chan Kim; Jeong Min Hwang; Jong-Mo Seo,Abstract The objective measurement of the visual acuity is one of the most important issuesin ophthalmology clinics; and the optokinetic nystagmus (OKN) can be a good candidate forthis purpose. In this paper; an eyeglasses-based electrooculogram (EOG) for the detectionof the OKN is introduced. It is convenient to use and allows the refractive error correction forthe visual acuity measurement. To evoke the OKN; moving strips with various spatialfrequencies are generated on the monitor in front of the patients' view. The OKN is observedby the wearable EOG eyeglasses. Both the EOG signal acquisition circuit and chromeelectrodes were integrated with the eyeglasses. The EOG signal is processed through anacquisition circuit to personal computer for the further analysis and the real-time display ofthe EOG signal according to the visual stimuli. The proposed system can monitor OKN …,*,2009,*
Dynamic Flow Lithography Technologies,Su-Eun Chung; Wook Park; Sung-Hoon Kwon,*,Journal of Biomedical Engineering Research,2009,*
Optofluidic Maskless Lithography and Guided Self-Assembly,Wook Park; Su Eun Chung; Seung Ah Lee; Sunghoon Kwon,*,*,2009,*
Fluidic manipulation and self-assembly of microdevices in railed microfluidic channels,Su Eun Chung; Seung Ah Lee; Jiyun Kim; Sunghoon Kwon,We demonstrate fluidic manipulation and assembly of silicon microchips by creativelycombining railed microfluidics and computer-vision aided dynamic chip packaging.Externally fabricated silicon microchips are fluidically guided and self-assembled; potentiallyenabling low cost fluidic packaging of integrated circuits.,ISOCC 2008 Conference,2008,*
Microfluidic sample detection,*,Disclosed is a method for sample detection by providing one or more samples to amicrofluidic device including one or more microfluidic channels; and controlling one or moredroplets in the channels to increase a likelihood of association between the one or moresamples and one or more probes.,*,2008,*
Surface deformation detection,*,A method of detecting deformation in a substrate includes detecting one or more changes inone or more emission characteristics of at least one pair of plasmon-coupled nanoparticlesassociated with a substrate; where the substrate includes at least one pair of plasmon-coupled nanoparticles. An apparatus for deformation detection includes a detection unit fordetecting one or more changes in one or more emission characteristics of at least one pair ofplasmon-coupled nanoparticles associated with a substrate.,*,2008,*
Fabricating polymeric nanowires,*,BACKGROUND [0001] Recent development of semiconductor technology has reduced thesiZe of electronic component devices; par ticularly the Width of Wires in the devices. As aresult; the importance of nanoWires for electrically connecting devices is ever-increasing.NanoWires have a Wide range of applica tions depending on relevant substances. Forexample; nanoW ires have been used for devices for emitting/receiving light (optical usage).Furthermore; nanoWires have been added to composite materials (mechanical usage).Although nanoW ires can be potentially used in many? elds; typical nanoWires are limitedWith regard to shape and siZe.,*,2008,*
Synthesis of photopolymerized microstructures in microfluidic channels for smart scalable systems,Su Eun Chung; Wook Park; Hyungsung Park; Sunghwan Shin; Seung Ah Lee; Sunghoon Kwon,We introduce 'optofluidic maskless lithography system'that can dynamically synthesize free-floating polymeric microstructures inside microfluidic channels with high-speed two-dimensional spatial light modulators; and propose 'railed microfluidics;'an agile method toguide and assemble microstructures inside fluidic channels.,*,2008,*
Microfabricated Confocal Microscope Array for Scalable Imaging System,Sunghoon Kwon; Luke P Lee,Abstract–We present the development process of a miniature scanning confocal microscopethat uses electrostatically-actuated microlenses for focusing and scanning. Objective lenses;scanners; a pupil; and a pinhole of the confocal microscope are microfabricated andintegrated in the volume smaller than 2 mm3 by stacking these components. This smallmicroscope can be arrayed on top of microfludic network to perform high throughputbioassays. We discuss array of the miniaturized microscope array and application to variousfuture micro total analysis systems.,ISOCC 2007 Conference,2007,*
A railed microfluidic channel for manipulation of finned microtrains,SE Chung; H Park; W Park; B Kim; K Yu; S Kwon,*,*,2007,*
Fabrication of high aspect ratio structures in microfluidic channel using optofluidic maskless lithography,Su Eun Chung; Wook Park; Hyunsung Park; Kyoungsik Yu; Namkyoo Park; Sunghoon Kwon,*,*,2007,*
Signal Enhancement of Time-resolved Magneto-optic Measurements on Individual Nanomagnets,Suqin Wang; Naser Qureshi; Mark A Lowther; Aaron R Hawkins; Sunghoon Kwon; Alexander Liddle; Jeffrey Bokor; Holger Schmidt,The sensitivity of magneto-optic Kerr measurements of nanomagnetic structures issignificantly improved using cavity enhancement to increase the Kerr signal by depositingdielectric layers on the magnetic surface under study. We discuss different strategies tooptimize the use of cavity enhancement for observation of nanomagnets. We show thatmaximization of the Kerr rotation from magnetic structures results in higher sensitivity formagnetic films; but does not yield the highest sensitivity for nanomagnets. Instead; the use ofan anti-reflection coating on the substrate surrounding the magnet in conjunction with indexoptimization of the enhancement layer can increase the Kerr signal by more than two ordersof magnitude in the deep nanometer range; and enables detection of individualnanomagnets using conventional far-field Kerr microscopy.,2006 16th Biennial University/Government/Industry Microelectronics Symposium,2006,*
Femtosecond laser induced magnetization dynamics in single nanomagnets,A Barman; S Wang; N Qureshi; MA Lowther; AR Hawkins; S Kwon; A Liddle; J Bokor; H Schmidt,Here; we present magnetization dynamics measurements in 150nm thick Ni magnets withdiameters from 5mum to 125nm by optical pump-probe technique. To the best of ourknowledge this is the first ever report of magnetization dynamics study of singlenanomagnets down to 125nm by the time-resolved magneto-optical technique. Thecombination of novel cavity enhancement of magneto-optical Kerr effect and 100 fs laserpulsewidth has allowed us to study the dynamics with a unique 100fs time resolution and100nm spatial sensitivity.,INTERMAG 2006-IEEE International Magnetics Conference,2006,*
Fine-tuned grayscale optofluidic maskless lithography,Sunghoon Kwon; Wook Park,14 This article presents free-floating three-dimensional (3D) microstructure fabrication in amicrofluidic channel using 15 direct fine-tuned grayscale image lithography. The image isdesigned as a freeform shape and is composed of gray 16 shades as light-absorbingfeatures. Gray shade levels are modulated through multiple reflections of light in a digital 17micromirror device (DMD) to produce different height formations. Whereas conventionalphotolithography has 18 several limitations in producing grayscale colors on photomaskfeatures; our method focuses on a maskless; single-19 shot process for fabrication offreeform 3D micro-scale shapes. The fine-tuned gray image is designed using an 8-bit 20grayscale color; thus; each pixel is capable of displaying 256 gray shades. The pattern of theUV light reflecting 21 on the DMD is transferred to a photocurable resin flowing through a …,*,*,*
Fabrication of Micro-Clusters Based on Close-Packed Monolayer,Seung Ah Lee; Simghoon Kwon,*,*,*,*
LOCALIZED GENE DELIVERABLE ENCODED MICROPATCH IMMOBI-LIZED WITH VIRAL VECTOR FOR MULTIPLEX HIGH CONTENT SCREENING,W Park; S Han; H Bae; M Kim; S Kwon,*,*,*,*
BIO-CHEMICAL REACTION ENHANCEMENT USING MAGNETIC AXIS CONTROLLED SPINNING MICROPARTICLES WITH STRUCTURAL COLOR BARCODE,H Lee; H Kim; J Kim; S Kwon,ABSTRACT We have developed a novel method of in-situ synthesis of structural color codedparticles for multiplex biochemical assays in a microfluidic channel using a single material(Fe3O4/PEGDA mixture). Since the magnetic nanoparticles within the encodedmicroparticles form 1D chain structures; particles are not only magnetically separable butalso tend to align to external magnetic field lines. Previous magnetic handling methods havelargely focused on the separation properties of magnetite. However; using a unique multi-axis manipulation scheme; we demonstrate 3D bio-chemical reaction enhancement and a2D reading process.,*,*,*
SHAPE MEMORY MAGNETIC NANOCOMPOSITE ACTUATORS WITH IN-SITU PROGRAMMED MAGNETIC AXES,J Kim; SE Chung; H Lee; SE Choi; S Kwon,ABSTRACT Magnetic nanocomposite materials have drawn attention for the development ofminiaturized devices with their improved magnetic and mechanical properties. However; fewresearches have been performed on the use of the polymeric nanocomposite as actuatingcomponents because it is difficult to control magnetic anisotropy of the microstructure whichthe actuation ability critically depends on. Here; we presents new types of magneticnanocomposite material for the actuating component obtaining desired heterogeneousanisotropy; using magnetic nanoparticle self-assembly and simplified photopolymerizationprocess. To show this programmable magnetic property; several types of actuators aredemonstrated with theoretical modeling.,*,*,*
MULTIPLEX GPCR INTERNALIZATION ASSAY USING REVERSE TRANSDUCTION ON ADENOVIRAL VECTOR IMMOBILIZED MICROPARTICLES,S Han; HJ Bae; W Park; S Kwon,*,*,*,*
RAPID ANTIBIOTIC SUSCEPTIBILITY TEST BASED ON THE MICROFLUIDIC AGAROSE CHANNEL WITH SINGLE CELL IMAGING PROCESS,Jungil Choi; Yong-Gyun Jung; Hunjong Na; Jeewoo Kim; Sungbum Kim; Ushin Jung; Sunghoon Kwon,ABSTRACT These days the most widely used methods for Antibiotics Susceptibility Test(AST) are the micro-dilution method for liquid condition and the disk diffusion method forsolid condition. Using the micro-dilution method; automated AST systems have beendeveloped. The system consume relatively large amount of bacteria and test time because itmeasures optical density (OD) for bacterial growth to determine the minimal inhibitoryconcentrations (MICs) of relevant antibiotics. We have invented a new microfluidic channelsystem for AST to reduce both amount of bacteria and test time dramatically. The agarosebased microfulidic channel system fixes bacterial cell and tracks single cell growth to reduceAST assay time and to determine MICs of antibiotics. In this system; the conventionallaboratory bacteria and four standard bacteria of Clinical and Laboratory Standard …,*,*,*
SMART MICROPARTICLES; PARTIPETTING; AND LIQUID MICROARRAYS: FROM BASIC TECHNOLOGIES TO APPLICATIONS,Sunghoon Kwon,*,*,*,*
DRUG AUTHENTICATION USING HIGH CAPACITY AND ERROR-CORRECTABLE ENCODED MICROTAGGANTS,Sangkwon Han; Hyung Jong Bae; Junhoi Kim; Sunghwan Shin; Sunghoon Kwon; Wook Park,*,*,*,*
RAPID AND HIGH THROUGHPUT ANTIMICROBIAL SUSCEPTIBILITY TEST USING MORPHOLOGICAL ANALYSIS OF SINGLE CELLS WITH MICROFLUIDIC CHA...,Jungil Choi; Yong-Gyun Jung; Eun Keun Kim; Minchul Lee; Jeongheon Yoo; Sunghoon Kwon,ABSTRACT The rise in antimicrobial resistance has become a serious global healthproblem. For proper treatment of antimicrobial resistive bacteria and suppress theantimicrobial resistance; rapid antibiotic susceptibility test (AST) for clinical application isurgently needed. However; currently available AST platforms need 9 hours in average toobtain the susceptibility result. In this research; we develop a rapid AST based on themorphological determination in single cell resolution. For single cell tracking; we use theagarose as fixing agent in the microfluidic channel which is integrated with 96 well plate foruser friendly and high throughput test for clinical application.,*,*,*
DEVELOPMENT OF PHOSPHOR COATING AND PATTERNING PROCESS ON LIGHT EMITTING DIODES USING OPTOFLUIDIC MASKLESS LI-THOGRAPHY,Su Eun Chung; Jisung Jang; Seung Ah Lee; Hosuk Lee; Sunghoon Kwon,*,*,*,*
Fabrication of Silicon Nanodot Array by Mold-to-Mold Cross Imprinting (MTMCI),Sunghoon Kwon; Xiaoming M Yan; Anthony Contreras; Gabor A Somorjai; J Alexander Liddle; Jeffrey Bokor,*,*,*,*
IN-SITU FABRICATION OF THREE-DIMENSIONAL POLYMERIC MICROSTRUCTURES USING SOFT MEMBRANE DEFORMATION AND OPTOFLUIDIC MASKLES...,Seung Ah Lee; Su Eun Chung; Sunghoon Kwon,ABSTRACT We propose a simple fabrication method of multilayered polymeric structures byphotopolymerizing liquid prepolymer in a layer-by-layer fashion. By performing optofluidicmaskless lithography (OFML) in a height-tunable microfluidic channel; both the shape andthe thickness of each layer can be controlled; generating threedimensional structureswithout complex high numerical-aperture photolithography processes.,*,*,*
Handbook of Optofluidics,Mekala Krishnan; David Erickson; Aaron R Hawkins; Matthew R Holmes; Tao Shang; Yue Zhao; Siegfried Janz; Fetah Benabid; P John Roberts; Romeo Bernini; Luigi Zeni; Jin Z Zhang; Su Eun Chung; Wook Park; Seung Ah Lee; Sung Eun Choi; Jisung Jang; Sung Hoon Lee; Sunghoon Kwon; Christian Karnutsch; Benjamin J Eggleton; Xiaole Mao; Zackary S Stratton; Tony Jun Huang; Steve Zamek; Boris Slutsky; Lin Pang; Uriel Levy; Yeshaiahu Fainman; Jonathan D Suter; Xudong Fan; Anders Kristensen; N Asger Mortensen; Benjamin Cipriany; Harold Craighead; Michael Barth; Hartmut Bartelt; Oliver Benson; Holger Schmidt; Melodie Benford; Gerard L Cot; Jun Kameoka; Miao Wang; David Sinton; Alexandre G Brolo; Reuven Gordon; Chun-Hao Chen; Jessica Godin; Sung Hwan Cho; Frank Tsai; Wen Qiao; Yu-Hwa Lo; Mikhail I Rudenko,*,*,*,*
MULTIPLEXED DRUG SCREENING USING PARTIPETTING,Su Eun Chung; Jiyun Kim; Dongyoon Oh; Younghoon Song; Sunghoon Kwon,*,*,*,*
IN SITU MEASUREMENT OF VISCOUS DRAG BY POLYMERIC MICROFLUIDIC FORCEMETER,Seung Ah Lee; Jiyun Kim; Sunghoon Kwon,ABSTRACT We present a simple method of measuring viscous drag force on particles inmicrofluidic environment. Using in-situ polymerization; the effect of particle size and shapeon viscous drag force is directly measured; which is crucial to understand motion ofmicrobodies in low Reynolds numbered flow.,*,*,*
IN-SITU CELL PATTERNING BASED ON SUR-FACE TENSION OF FLUIDS,Sung Hoon Lee; Sunghwan Shin; Wook Park; Sung-Eun Choi; Sunghoon Kwon,*,*,*,*
MEMS Laser Scanning Confocal Microscopes for Point-Of-Care bioassay system,Sunghoon Kwon; Gang L Liu,ABSTRACT MEMS confocal microscopes for point of care bioassay system are presented.The miniaturization of the confocal optical detection system using microfabricationtechnology will create a lab-on-a-chip (LOC) system with extremely reduced dimension;power consumption and cost; and will therefore allow an autonomous portable homehealthcare system with unprecedented sensitivity; resolution and parallelprocess ability forcell-molecular-level real-time in-situ monitoring and diagnosis of patients.,Hardware,*,*
Liquid Microarray; Sniper Cloning and Laser Based Single Cell Analysis,Sunghoon Kwon,*,*,*,*
Handbook of Optofluidics,Su Eun Chung; Wook Park; Seung Ah Lee; Sung Eun Choi; Jisung Jang; Sung Hoon Lee; Sunghoon Kwon,*,*,*,*
ENCODED DROPLET MICROCARRIER FOR FORMATION AND ISOLA-TION OF DROPLET IN A MICROFLUIDIC DEVICE,Wook Park; Sangkwon Han; Hosuk Lee; Austen James Heinz; Sunghoon Kwon,ABSTRACT We present an encoded amphiphilic microcarrier including microwell offemtoliter volume and microfluidic system for simultaneous dispensing quantified femtoliterliquid on amphiphilic microcarrier. The encoded amphiphilic microcarrier is composed ofhydrophobic hexagonal outer structure and hydrophilic inner structure. We demonstratedfabrication and assembly of encoded amphiphilic microcarriers in a microfluidic device.Femtoliter aqueous volume was simultaneously loaded on encoded amphiphilicmicrocarriers by serial loading of aqueous liquid solution and oil solution. We controlledfemtoscale dispensing volume by regulating microwell's diameter and depth. This techniquewould be applicable to high-throughput multiplexed assay based on suspension-basedassay with quantified liquid dispensing on a microcarrier in a microfluidic environment.,*,*,*
IN-SITU FABRICATION AND ACTUATION OF MAGNETIC NANOPARTICLES EMBEDDED MI-CROSTRUCTURES IN MICROFLUIDIC CHANNELS,Su Eun Chung; Jiyun Kim; Seungki Min; Lily Kim; Sunghoon Kwon,*,*,*,*
