Experimental quantum key distribution with decoy states,Yi Zhao; Bing Qi; Xiongfeng Ma; Hoi-Kwong Lo; Li Qian,Abstract To increase dramatically the distance and the secure key generation rate ofquantum key distribution (QKD); the idea of quantum decoys—signals of different intensities—has recently been proposed. Here; we present the first experimental implementation ofdecoy state QKD. By making simple modifications to a commercial quantum key distributionsystem; we show that a secure key generation rate of 165 bit/s; which is 1/4 of the theoreticallimit; can be obtained over 15 km of a telecommunication fiber. We also show that with thesame experimental parameters; not even a single bit of secure key can be extracted with anon-decoy-state protocol. Compared to building single photon sources; decoy state QKD isa much simpler method for increasing the distance and key generation rate ofunconditionally secure QKD.,Physical review letters,2006,319
Large-capacity multiplexing of near-identical weak fiber Bragg gratings using frequency-shifted interferometry,Yiwen Ou; Ciming Zhou; Li Qian; Dian Fan; Chunfu Cheng; Huiyong Guo,We demonstrate interrogation of a large-capacity sensor array with nearly identical weakfiber Bragg gratings (FBGs) based on frequency-shifted interferometry (FSI). In contrast totime-division multiplexing; FSI uses continuous-wave light and therefore requires no pulsemodulation or high-speed detection/acquisition. FSI utilizes a frequency shifter in theSagnac interferometer to encode sensor location information into the relative phasebetween the clock-wise and counter-clockwise propagating lightwaves. Sixty-five weakFBGs with reflectivities in the range of− 31~-34 dB and with near identical peak reflectionwavelengths around 1555 nm at room temperature were interrogated simultaneously.Temperature sensing was conducted and the average measurement accuracy of the peakwavelengths was±3.9 pm; corresponding to a temperature resolution of±0.4° C. Our …,Optics express,2015,12
Tuneable four-wave mixing in AlGaAs nanowires,Ksenia Dolgaleva; Peyman Sarrafi; Pisek Kultavewuti; Kashif M Awan; Norbert Feher; J Stewart Aitchison; Li Qian; Maïté Volatier; Richard Arès; Vincent Aimez,We have experimentally demonstrated broadband tuneable four-wave mixing in AlGaAsnanowires with the widths ranging between 400 and 650 nm and lengths from 0 to 2 mm.We performed a detailed experimental study of the parameters influencing the FWMperformance in these devices (experimental conditions and nanowire dimensions). Themaximum signal-to-idler conversion range was 100 nm; limited by the tuning range of thepump source. The maximum conversion efficiency; defined as the ratio of the output idlerpower to the output signal power; was− 38 dB. In support of our explanation of theexperimentally observed trends; we present modal analysis and group velocity dispersionnumerical analysis. This study is what we believe to be a step forward towards realization ofall-optical signal processing devices.,Optics Express,2015,12
Continuous-wave cavity ring-down evanescent-field sensing with a broadband source based on frequency-shifted interferometry,Fei Ye; Ciming Zhou; Bing Qi; Li Qian,Abstract We demonstrate that all-fiber cavity ring-down (CRD) evanescent-field sensing canbe performed using frequency-shifted interferometry (FSI). In contrast to conventional CRDschemes; without the need for any optical pulse or fast electronics; this FSI–CRD techniqueallows one to monitor the intensity decay of a continuous lightwave traveling inside a fiberloop ring-down cavity (RDC); from which the cavity loss information can be deduced. Byincorporating a fiber taper as the sensing element inside a RDC; we carried out FSI–CRDexperiments with an amplified spontaneous emission source; an acousto-optic modulator;and a slow detector; successfully applying the technique to the measurement of chemicalsolution concentration based on absorption; solution refractive index change; or acombination of both. A minimum detectable 1-octyne concentration of 0.29%(or 0.020 M) …,Sensors and Actuators B: Chemical,2013,12
Modeling high-concentration L-band EDFA at high optical powers based on inversion function,Vladimir Chernyak; Li Qian,High-concentration erbium-doped fibers used in L-band erbium-doped fiber amplifier(EDFA) are known to experience additional losses due to effects of energy transfer betweenEr/sup 3+/ions and possibly quenchers (eg; homogeneous and clustering-induced up-conversion; quenching; etc.). These interactions between Er/sup 3+/ions make modeling ofinversion dynamics in L-band EDFA more complicated. We present a modeling approach forhigh-concentration doped fiber based on lumping of all complex phenomena of energytransfer in EDFA into a function of two variables hereafter referred to as the inversionfunction. The inversion function is evaluated for high optical powers (which constitutes atypical situation for fiber amplifiers) using a cluster expansion and assuming thatupconversion is the leading loss mechanism. The modeling results show a close …,IEEE Journal of selected topics in quantum electronics,2002,12
An ultrafast all-optical asymmetric Fabry-Perot switch based on bulk Be-doped InGaAsP grown by He-plasma-assisted epitaxy,Li Qian; PWE Smith; BJ Robinson; DA Thompson,Abstract We demonstrated ultrafast all-optical switching; using an asymmetric Fabry-Pérotdevice; based on bulk Be-doped InGaAsP grown by He-plasma-assisted molecular beamepitaxy. We achieved 5 ps switching window (1/e fall time) and a peak contrast ratio of 20 dBat 1.57 μm. High contrast (> 10 dB) was maintained over∼ 24 nm of bandwidth underswitching energy density of 0.5 pJ/μm 2; and over∼ 40 nm of bandwidth when switchingenergy density was increased to 1.4 pJ/μm 2. The switching operation was independent ofdata pulse polarization; and could be potentially performed at high repetition rates.,Optical and quantum electronics,2001,12
Discrete and continuous variables for measurement-device-independent quantum cryptography,Feihu Xu; Marcos Curty; Bing Qi; Li Qian; Hoi-Kwong Lo,In a recent Article in Nature Photonics; Pirandola et al. 1 claim that the achievable secret keyrates of discrete-variable (DV) measurement-device-independent (MDI) quantum keydistribution (QKD)(refs 2; 3) are “typically very low; unsuitable for the demands of ametropolitan network” and introduce a continuous-variable (CV) MDI QKD protocol capableof providing key rates which; they claim; are “three orders of magnitude higher” than those ofDV MDI QKD. We believe; however; that the claims regarding low key rates of DV MDI QKDmade by Pirandola et al. 1 are too pessimistic. Here; we show that the secret key rate of DVMDI QKD with commercially available high-efficiency single-photon detectors (SPDs)(forexample; see http://www. photonspot. com/detectors and http://www. singlequantum. com)and good system alignment is typically rather high and thus highly suitable for not only …,Nature Photonics,2015,11
Random signal generator using quantum noise,*,Systems and methods for generating a random signal; based on quantum noise in the phaseof two or more input signals. The generated output random signal has random variation in itsintensity based on the quantum noise in the phases of the input signals … The present disclosurerelates generally to random signal generators; in particular random signal generators basedon quantum noise; particularly quantum noise in the phase of a signal … Random signals andnumbers have been used in various branches of science and technology; including; forexample; statistical analysis; computer simulation [1]; cryptography [2]; gaming; and on-linecasinos; among others. Random signals may be generally referred to as random numbers; howeverit should be understood that random signals may not be numbers; but random numbers maybe based on random signals … An example use of random numbers is in quantum key …,*,2013,11
A brief introduction of quantum cryptography for engineers,Bing Qi; Li Qian; Hoi-Kwong Lo,Abstract: We present the fundamental principles behind quantum key distribution anddiscuss a few well-known QKD protocols. Bearing in mind that the majority of our readersare from engineering and experimental optics; we focus more on the experimentalimplementation of various QKD protocols rather than security analysis. Another importanttopic that is covered here is the study of the security of practical QKD systems.,arXiv preprint arXiv:1002.1237,2010,11
Quantum key distribution based on a Sagnac loop interferometer and polarization-insensitive phase modulators,Bing Qi; Lei-Lei Huang; Hoi-Kwong Lo; Li Qian,We present a design for a quantum key distribution (QKD) system in a Sagnac loopconfiguration; employing a novel phase modulation scheme based on frequency shift; anddemonstrate stable BB84 QKD operation with high interference visibility and low quantum biterror rate (QBER). The phase modulation is achieved by sending two light pulses with afixed time delay (or a fixed optical path delay) through a frequency shift element and bymodulating the amount of frequency shift. The relative phase between two light pulses uponleaving the frequency-shift element is determined by both the time delay (or the optical pathdelay) and the frequency shift; and can therefore be controlled by varying the amount offrequency shift. To demonstrate its operation; we used an acousto-optic modulator (AOM) asthe frequency-shift element; and vary the driving frequency of the AOM to encode phase …,Information Theory; 2006 IEEE International Symposium on,2006,11
Experiment on erbium-doped fiber amplifiers,Li Qian,The basic theories on optical amplification by erbium-doped fibers are presented in thissection as preparation for the discussions on noise characteristics and noise reductionmethods presented in the next two sections. Many essential terms such as populationinversion factor; gain and saturation are explained and defined here for later discussions.*We gratefully acknowledge Li Qian for her permission to use her student report on our Website. Li wrote this report while taking the Advanced Topics in Photonics course at theUniversity of Toronto. She is currently Assistant Professor in the Department of Electrical andComputer Engineering at the University of Toronto.,Advanced Labs for Special Topics in Photonics (ECE 1640H); University of Toronto,1998,11
