Observation of room-temperature magnetic skyrmions and their current-driven dynamics in ultrathin metallic ferromagnets,Seonghoon Woo; Kai Litzius; Benjamin Krüger; Mi-Young Im; Lucas Caretta; Kornel Richter; Maxwell Mann; Andrea Krone; Robert M Reeve; Markus Weigand; Parnika Agrawal; Ivan Lemesh; Mohamad-Assaad Mawass; Peter Fischer; Mathias Kläui; Geoffrey SD Beach,Abstract Magnetic skyrmions 1; 2 are topologically protected spin textures that exhibitfascinating physical behaviours 1; 2; 3; 4; 5; 6 and large potential in highly energy-efficientspintronic device applications 7; 8; 9; 10; 11; 12; 13. The main obstacles so far are thatskyrmions have been observed in only a few exotic materials and at low temperatures 1; 2;3; 4; 6; 7; 8; and fast current-driven motion of individual skyrmions has not yet beenachieved. Here; we report the observation of stable magnetic skyrmions at room temperaturein ultrathin transition metal ferromagnets with magnetic transmission soft X-ray microscopy.We demonstrate the ability to generate stable skyrmion lattices and drive trains of individualskyrmions by short current pulses along a magnetic racetrack at speeds exceeding 100 ms−1 as required for applications. Our findings provide experimental evidence of recent …,Nature materials,2016,314
Memory-bit selection and recording by rotating fields in vortex-core cross-point architecture,Young-Sang Yu; Hyunsung Jung; Ki-Suk Lee; Peter Fischer; Sang-Koog Kim,In one of our earlier studies S.-K. Kim et al.;[Appl. Phys. Lett. 92; 022509 (2008)]; weproposed a concept of robust information storage; recording; and readout; which can beimplemented in nonvolatile magnetic random-access memories and is based on theenergetically degenerated twofold ground states of vortex-core magnetizations. In thepresent study; we experimentally demonstrate reliable memory-bit selection and recordingin vortex-core cross-point architecture; specifically using a two-by-two vortex-state disk array.In order to efficiently switch a vortex core positioned at the intersection of crossed electrodes;two orthogonal addressing electrodes are selected; and then two Gaussian pulse currents ofoptimal pulse width and time delay are applied. Such tailored pulse-type rotating magneticfields which occur only at the selected intersection are a prerequisite for a reliable …,Applied Physics Letters,2011,47
Memory-bit selection and recording by rotating fields in vortex-core cross-point architecture,Young-Sang Yu; Hyunsung Jung; Ki-Suk Lee; Peter Fischer; Sang-Koog Kim,In one of our earlier studies S.-K. Kim et al.;[Appl. Phys. Lett. 92; 022509 (2008)]; weproposed a concept of robust information storage; recording; and readout; which can beimplemented in nonvolatile magnetic random-access memories and is based on theenergetically degenerated twofold ground states of vortex-core magnetizations. In thepresent study; we experimentally demonstrate reliable memory-bit selection and recordingin vortex-core cross-point architecture; specifically using a two-by-two vortex-state disk array.In order to efficiently switch a vortex core positioned at the intersection of crossed electrodes;two orthogonal addressing electrodes are selected; and then two Gaussian pulse currents ofoptimal pulse width and time delay are applied. Such tailored pulse-type rotating magneticfields which occur only at the selected intersection are a prerequisite for a reliable …,Applied Physics Letters,2011,47
Study of in-plane magnetic domains with magnetic transmission X-ray microscopy,P Fischer; T Eimüller; G Schütz; M Köhler; G Bayreuther; G Denbeaux; D Attwood,Magnetic transmission x-ray microscopy is a novel technique to image element specificallymagnetic domain structures. A lateral resolution down to 25 nm is provided by the Fresnelzone plates used as optical elements in soft x-ray microscopy. The magnetic contrast isgiven by x-ray magnetic circular dichroism; ie; large magnetic contributions up to 25% to theabsorption cross section of circularly polarized x rays that occur in the vicinity of; eg; the Fe L3; 2 edges (706 and 719 eV) and depend on the relative orientation of the projection of themagnetization of the sample onto the photon propagation direction. Thus; both in-plane andout-of-plane contributions to the magnetization are accessible. Here we present images ofthe magnetic domain structure of a (3 nm Cr/50 nm Fe/6 nm Cr) thin film system with apreferentially in-plane magnetization recorded at the Fe L edges. The samples have been …,Journal of Applied Physics,2001,46
X-ray diffraction microscopy of magnetic structures,Joshua J Turner; Xiaojing Huang; Oleg Krupin; Keoki A Seu; Daniel Parks; Stephen Kevan; Enju Lima; Kim Kisslinger; Ian McNulty; Richard Gambino; Stephane Mangin; Sujoy Roy; Peter Fischer,Abstract We report the first proof-of-principle experiment of iterative phase retrieval frommagnetic x-ray diffraction. By using the resonant x-ray excitation process and coherent x-rayscattering; we show that linearly polarized soft x rays can be used to image both theamplitude and the phase of magnetic domain structures. We recovered the magneticstructure of an amorphous terbium-cobalt thin film with a spatial resolution of about 75 nm atthe Co L 3 edge at 778 eV. In comparison with soft x-ray microscopy images recorded withFresnel zone plate optics at better than 25 nm spatial resolution; we find qualitativeagreement in the observed magnetic structure.,Physical review letters,2011,43
Direct imaging of domain-wall interactions in Ni 80 Fe 20 planar nanowires,TJ Hayward; MT Bryan; PW Fry; PM Fundi; MRJ Gibbs; DA Allwood; M-Y Im; P Fischer,Abstract We have investigated magnetostatic interactions between domain walls in Ni 80 Fe20 planar nanowires using magnetic soft x-ray microscopy and micromagnetic simulations.In addition to significant monopole-like attraction and repulsion effects we observe that thereis coupling of the magnetization configurations of the walls. This is explained in terms of aninteraction energy that depends not only on the distance between the walls; but also upontheir internal magnetization structure.,Physical Review B,2010,41
Magnetism in curved geometries,Robert Streubel; Peter Fischer; Florian Kronast; Volodymyr P Kravchuk; Denis D Sheka; Yuri Gaididei; Oliver G Schmidt; Denys Makarov,Abstract Extending planar two-dimensional structures into the three-dimensional space hasbecome a general trend in multiple disciplines; including electronics; photonics; plasmonicsand magnetics. This approach provides means to modify conventional or to launch novelfunctionalities by tailoring the geometry of an object; eg its local curvature. In a genericelectronic system; curvature results in the appearance of scalar and vector geometricpotentials inducing anisotropic and chiral effects. In the specific case of magnetism; even inthe simplest case of a curved anisotropic Heisenberg magnet; the curvilinear geometrymanifests two exchange-driven interactions; namely effective anisotropy and antisymmetricexchange; ie Dzyaloshinskii–Moriya-like interaction. As a consequence; a family of novelcurvature-driven effects emerges; which includes magnetochiral effects and topologically …,Journal of Physics D: Applied Physics,2016,40
Detection of the filarial parasite Mansonella streptocerca in skin biopsies by a nested polymerase chain reaction-based assay.,Peter Fischer; DW Büttner; Jotham Bamuhiiga; Steven A Williams,To differentiate the skin-dwelling filariae Mansonella streptocerca and Onchocerca volvulus;a nested polymerase chain reaction (PCR) assay was developed from small amounts ofparasite material present in skin biopsies. One nonspecific and one specific pair of primerswere used to amplify the 5S rDNA spacer region of M. streptocerca. Biopsies with differentmicrofilaria densities obtained from 104 Ugandans living in an area endemic for M.streptocerca were tested using both the nested PCR assay and standard parasitologicassessment of microfilariae. All 82 samples from microfilaria carriers were positive whentested using the nested PCR assay. In addition; M. streptocerca DNA could be detected in16 samples thought to be microfilaria negative. Furthermore; six days following ivermectintreatment; M. streptocerca DNA was found in 12 of 14 microfilaria-negative biopsies …,The American journal of tropical medicine and hygiene,1998,38
Spin-dependence of the rare earth L2; 3 absorption in (RE) 2Co17,P Fischer; G Schütz; G Wiesinger,Abstract Spin dependence of the absorption of x-rays at the L 2; 3-edges of the rare earth(RE) component in the compounds (RE) 2 Co 17 (RE= Ce; Pr; Nd; Sm; Gd; Tb; Ho; Er andTm) has been studied with circularly polarized synchrotron radiation in the energy range of5.7–9.7 keV. The spin-dependent profiles have amplitudes of some percent. The differencesbetween the L 2-and L 3-spin dependence seem to depend on the angular momentum ofthe 4f core. The systematics of the spin dependent L 2; 3 absorption indicate that thecorrelation of the sign of the spin-dependent L 2; 3 absorption and the orientation of the rareearth moment is much more complicated than found for the 5d-impurities in ferromagnetic 3dhosts.,Solid state communications,1990,37
Pinning induced by inter-domain wall interactions in planar magnetic nanowires,TJ Hayward; MT Bryan; PW Fry; PM Fundi; MRJ Gibbs; M-Y Im; P Fischer; DA Allwood,We have investigated pinning potentials created by inter-domain wall magnetostaticinteractions in planar magnetic nanowires. We show that these potentials can take the formof an energy barrier or an energy well depending on the walls' relative monopole moments;and that the applied magnetic fields required to overcome these potentials are significant.Both transverse and vortex wall pairs are investigated and it is found that transverse wallsinteract more strongly due to dipolar coupling between their magnetization structures.Simple analytical models which allow the effects of inter-domain wall interactions to beestimated are also presented.,Applied Physics Letters,2010,36
X-ray imaging of vortex cores in confined magnetic structures,Peter Fischer; Mi-Young Im; Shinya Kasai; Keisuke Yamada; Teruo Ono; André Thiaville,Abstract Cores of magnetic vortices in micron-sized NiFe disk structures; with thicknessesbetween 150 and 50 nm; were imaged and analyzed by high-resolution magnetic soft x-raymicroscopy. A decrease of the vortex-core radius was observed from approximately 38 to 18nm with decreasing disk thickness. By comparing with full three-dimensional micromagneticsimulations showing the well-known barrel structure; we obtained excellent agreement;taking into account instrumental broadening and a small perpendicular anisotropy. Theproven magnetic spatial resolution of better than 25 nm was sufficient to identify a negativedip close to the vortex core; originating from stray fields of the core. Magnetic vortexstructures can serve as test objects for evaluating sensitivity and spatial resolution ofadvanced magnetic microscopy techniques.,Physical review B,2011,33
Investigation of the systematics of CMXD at the L 2; 3 edges in (RE) 2Co17,P Fischer; G Schütz; S Stähler; G Wiesinger,We have performed systematic investigations of the circular magnetic x‐ray dichroism; ie;the spin‐dependent absorption of circularly polarized x rays at the L 2; 3 edges of the 4 felements in the compound (RE) 2Co17. In all systems significant CMXD signals with relativelarge amplitudes of some percent have been found. It is expected; that the spin‐dependentabsorption profile reflects the spin‐density of d‐like unoccupied states at the Fermi level andthus contains information on the orientation of the 4 f moment. The ratio of the CMXD signalat the L 2 and L 3 edges depends strongly on the angular momentum of the 4 f core andindicates in case of Ce2Co17; that the 4 f electrons are of itinerant character with almostquenched angular momentum; as theoretically expected for similar Ce systems.,Journal of Applied Physics,1991,32
