A graphical query language supporting recursion,Isabel F Cruz; Alberto O Mendelzon; Peter T Wood,Abstract We define a language G for querying data represented as a labeled graph G. Byconsidering G as a relation; this graphical query language can be viewed as a relationalquery language; and its expressive power can be compared to that of other relational querylanguages. We do not propose G as an alternative to general purpose relational querylanguages; but rather as a complementary language in which recursive queries are simpleto formulate. The user is aided in this formulation by means of a graphical interface. Theprovision of regular expressions in G allows recursive queries more general than transitiveclosure to be posed; although the language is not as powerful as those based on function-free Horn clauses. However; we hope to be able to exploit well-known graph algorithms inevaluating recursive queries efficiently; a topic which has received widespread attention …,ACM SIGMOD Record,1987,284
GUIDES-Geospatial Urban Infrastructure Data Engineering Solutions,Booma Sowkarthiga Balasubramani; Omar Belingheri; Eric S Boria; Isabel F Cruz; Sybil Derrible; Michael D Siciliano,Abstract: As the underground infrastructure systems of cities age; maintenance and repairbecome an increasing concern. Cities face difficulties in planning maintenance; predictingand responding to infrastructure related issues; and in realizing their vision to be a smart citydue to their incomplete understanding of the existing state of the infrastructure. Only fewcities have accurate and complete digital information on their underground infrastructure(eg; electricity; water; natural gas) systems; which poses problems to those planning andperforming construction projects. To address these issues; we introduce GUIDES as a newdata conversion and management framework for urban underground infrastructure systemsthat enable city administrators; workers; and contractors along with the general public andother users to query digitized and integrated data to make smarter decisions. This demo …,arXiv preprint arXiv:1710.04144,2017,*
Introduction to special issue.,Megan Jones; Rachel Rodgers; Susan Paxton,Author: Jones M; Journal: Eating behaviors[2017/04].,*,2017,*
Semantic web journal,Michelle Cheatham; Isabel Cruz; Jérôme Euzenat; Catia Pesquita,*,*,2017,*
Results of AML in OAEI 2017,Daniel Faria; Booma Sowkarthiga Balasubramani; Vivek R Shivaprabhu; Isabela Mott; Catia Pesquita; Francisco M Couto; Isabel F Cruz,Abstract. AgreementMakerLight (AML) is an automated ontology matching system that wasdeveloped with both extensibility and efficiency in mind. This paper describes itsconfiguration for the OAEI 2017 competition and discusses its results. For this OAEI edition;we built upon the instance matching foundations we laid last year; and tackled the newHobbit track and its new evaluation platform. AML was the only system to participate in allOAEI tracks this year; and was the top performing system or among the top performing onesin nearly all tracks; including the new Hobbit track. It was awarded the IBM Research prizefor the best performing system in all instance matching related tracks.,OM-2017: Proceedings of the Twelfth International Workshop on Ontology Matching,2017,*
Special issue on ontology and linked data matching,Michelle Cheatham; Isabel Cruz; Jérôme Euzenat; Catia Pesquita,Semantic web technologies break down many of the barriers to leveraging the large amountof data and information that has been collected or created. The use of unique identifiers;transport protocols like HTTP; and uniform data description languages like RDF go aconsiderable way towards providing seamless access to this data. Consequently; thesemantic web has grown with the continual creation of new ontologies and linked datacovering a wide variety of domains; and applications and analytical techniques using thisdata have been created. However; while physical data silos have waned; the lack ofsemantic links between ontologies and linked datasets; supports; in effect; invisible virtualsilos preventing these resources from being queried; browsed; or leveraged in a trulyuniform way. If such links could be generated in a reliable and scalable way; the network …,*,2017,*
A distantly supervised method for extracting spatio-temporal information from text,Seyed Iman Mirrezaei; Bruno Martins; Isabel F Cruz,Abstract This paper describes T riplex-ST; a novel information extraction system forcollecting spatio-temporal information from textual resources. T riplex-ST is based on adistantly supervised approach; which leverages rich linguistic annotations together withinformation in existing knowledge bases. In particular; we leverage triples associated withtemporal and/or spatial contexts; eg; as available from the YAGO knowledge base; so as toinfer templates that capture new facts from previously unseen sentences.,Proceedings of the 24th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems,2016,*
Guest Editorial: Special Section on the International Conference on Data Engineering,Isabel F Cruz; Elena Ferrari; Yufei Tao,The papers in this special section were presented at the 30th IEEE International Conferenceon Data Engineering (ICDE) took place in Chicago; IL; from March 31 to April 4; 2014. Thisspecial section is comprised of the long versions of five exceptional papers selected from theresearch program.,IEEE Transactions on Knowledge and Data Engineering,2016,*
Robust natural language processing for urban trip planning,Joel Booth; Barbara Di Eugenio; Isabel F Cruz; Ouri Wolfson,Navigating large; urban transportation networks is a complicated task. A user needs tonegotiate the available modes of transportation; their schedules; and how they areinterconnected. In this article we present a Natural Language interface for trip planning incomplex; multimodal; urban transportation networks. Our objective is to provide robustunderstanding of complex requests while giving the user flexibility in their language. Wedesigned TRANQUYL; a transportation query language for trip planning; we developed auser-centric ontology; which defines the concepts covered by the interface and allows for abroad vocabulary. NL2TRANQUYL; the software system built on these foundations;translates English requests into formal TRANQUYL queries. Through a detailed intrinsicevaluation; we show that NL2TRANQUYL is highly accurate and robust with respect to …,Applied Artificial Intelligence,2015,*
Message from the ICDE 2014 program committee and general chairs,Isabel Cruz; Elena Ferrari; Yufei Tao; Elisa Bertino; Goce Trajcevski,Established in 1984; ICDE has become a premier forum for the dissemination of datamanagement research results among researchers; users; practitioners; and developers. The30th IEEE International Conference on Data Engineering takes place in Chicago; IL; USA;from March 31 to April 4; 2014. We are proud to present its proceedings.,Data Engineering (ICDE); 2014 IEEE 30th International Conference on,2014,*
AgreementMakerLight 2.0,Daniel Faria; Catia Pesquita; Emanuel Santos; Isabel F Cruz; Francisco M Couto,Abstract Ontology matching is a critical task to realize the Semantic Web vision; by enablinginteroperability between ontologies. However; handling large ontologies efficiently is achallenge; given that ontology matching is a problem of quadratic complexity.AgreementMakerLight (AML) is a scalable automated ontology matching system developedto tackle large ontology matching problems; particularly for the life sciences domain. Its new2.0 release includes several novel features; including an innovative algorithm for automaticselection of background knowledge sources; and an updated repair algorithm that is bothmore complete and more efficient. AML is an open source system; and is available throughGitHub 1 both for developers (as an Eclipse project) and end-users (as a runnable Jar with agraphical user interface).,ISWC 2014 Posters and Demonstrations Track; ISWC-P and D 2014; 13th International Semantic Web Conference; ISWC 2014,2014,*
