High weight fraction surfactant solubilization of single-wall carbon nanotubes in water,MF Islam; E Rojas; DM Bergey; AT Johnson; AG Yodh,We report a simple process to solubilize high weight fraction single-wall carbon nanotubesin water by the nonspecific physical adsorption of sodium dodecylbenzene sulfonate. Thediameter distribution of nanotubes in the dispersion; measured by atomic force microscopy;showed that even at 20 mg/mL∼ 63±5% of single-wall carbon nanotube bundles exfoliatedinto single tubes. A measure of the length distribution of the nanotubes showed that ourdispersion technique reduced nanotube fragmentation.,Nano letters,2003,1861
Real-time TEM imaging of the formation of crystalline nanoscale gaps,Douglas R Strachan; Danvers E Johnston; Beth S Guiton; Sujit S Datta; Peter K Davies; Dawn A Bonnell; AT Charlie Johnson,Abstract We present real-time transmission electron microscopy of nanogap formation byfeedback controlled electromigration that reveals a remarkable degree of crystalline order.Crystal facets appear during feedback controlled electromigration indicating a layer-by-layer; highly reproducible electromigration process avoiding thermal runaway and melting.These measurements provide insight into the electromigration induced failure mechanism insub-20 nm size interconnects; indicating that the current density at failure increases as thewidth decreases to approximately 1 nm.,Physical Review Letters,2008,93
Quantized current in a quantum dot turnstile,LP Kouwenhoven; AT Johnson; NC Van der Vaart; A Van der Enden; CJPM Harmans; CT Foxon,Abstract We have performed RF experiments on a lateral quantum dot defined in the twodimensional electron gas (2DEG) of a GaAs/AlGaAs heterostructure. The small capacitanceof the quantum dot gives rise to single-electron charging effects; which we employed torealize a quantum dot turnstile device. By modulating the tunnel barriers between thequantum dot and the 2DEG leads with two phase-shifted RF signals; we pass an integernumber of electrons through the quantum dot per RF cycle. This is demonstrated by theobservation of quantized current plateaus at multiples of ef in current-voltage characteristics;where f is the frequency of the RF signals. When an asymmetry is induced by applyingunequal RF voltages; our quantum dot turnstile operates as a single-electron pumpproducing a quantized current at zero bias voltage.,Zeitschrift für Physik B Condensed Matter,1991,86
Parallel fabrication of nanogap electrodes,Danvers E Johnston; Douglas R Strachan; AT Charlie Johnson,We have developed a technique for simultaneously fabricating large numbers of nanogapsin a single processing step using feedback-controlled electromigration. Parallel nanogapformation is achieved by a balanced simultaneous process that uses a novel arrangement ofnanoscale shorts between narrow constrictions where the nanogaps form. Because of thisbalancing; the fabrication of multiple nanoelectrodes is similar to that of a single nanogapjunction. The technique should be useful for constructing complex circuits of molecular-scaleelectronic devices.,Nano letters,2007,79
Fano resonance and spectrally modified photoluminescence enhancement in monolayer MoS2 integrated with plasmonic nanoantenna array,Bumsu Lee; Joohee Park; Gang Hee Han; Ho-Seok Ee; Carl H Naylor; Wenjing Liu; AT Charlie Johnson; Ritesh Agarwal,The manipulation of light-matter interactions in two-dimensional atomically thin crystals iscritical for obtaining new optoelectronic functionalities in these strongly confined materials.Here; by integrating chemically grown monolayers of MoS2 with a silver-bowtienanoantenna array supporting narrow surface-lattice plasmonic resonances; a unique two-dimensional optical system has been achieved. The enhanced exciton–plasmon couplingenables profound changes in the emission and excitation processes leading to spectrallytunable; large photoluminescence enhancement as well as surface-enhanced Ramanscattering at room temperature. Furthermore; due to the decreased damping of MoS2excitons interacting with the plasmonic resonances of the bowtie array at low temperaturesstronger exciton–plasmon coupling is achieved resulting in a Fano line shape in the …,Nano letters,2015,78
Dielectrophoretically assembled polymer nanowires for gas sensing,Yaping Dan; Yanyan Cao; Tom E Mallouk; Alan T Johnson; Stephane Evoy,Abstract We measured the electronic properties and gas sensing response of nanowirescontaining segments of poly (3; 4-ethylenedioxythiophene)/poly (styrenesulfonate)(PEDOT/PSS) that were synthesized using anodic aluminum oxide (AAO) membranes. Thenanowires have a “striped” structure of gold-PEDOT/PSS-gold and are typically 8 μm long (1μm-6 μm-1 μm for each section; respectively) and 220 nm in diameter. Dielectrophoreticassembly was used to position single nanowires on pre-fabricated gold electrodes. Apolymer conductivity of 11.5±0.7 S/cm and a contact resistance of 27.6±4 kΩ were inferredfrom resistance measurements of nanowires of varying length and diameter. When used asgas sensors; the wires showed a resistance change of 10.5%; 9%; and 4% at the saturationvapor pressure of acetone; methanol and ethanol; respectively. Sensor response and …,Sensors and Actuators B: Chemical,2007,76
High‐On/Off‐Ratio Graphene Nanoconstriction Field‐Effect Transistor,Ye Lu; Brett Goldsmith; Douglas R Strachan; Jong Hsien Lim; Zhengtang Luo; AT Johnson,Abstract A method is reported to pattern monolayer graphene nanoconstriction field-effecttransistors (NCFETs) with critical dimensions below 10 nm. NCFET fabrication is enabled bythe use of feedback-controlled electromigration (FCE) to form a constriction in a gold etchmask that is first patterned using conventional lithographic techniques. The use of FCEallows the etch mask to be patterned on size scales below the limit of conventionalnanolithography. The opening of a confinement-induced energy gap is observed as theNCFET width is reduced; as evidenced by a sharp increase in the NCFET on/off ratio. Theon/off ratios obtained with this procedure can be larger than 1000 at room temperature forthe narrowest devices; this is the first report of such large room-temperature on/off ratios forpatterned graphene FETs.,Small,2010,74
Hybrids of a genetically engineered antibody and a carbon nanotube transistor for detection of prostate cancer biomarkers,Mitchell B Lerner; Jimson D’Souza; Tatiana Pazina; Jennifer Dailey; Brett R Goldsmith; Matthew K Robinson; AT Charlie Johnson,We developed a novel detection method for osteopontin (OPN); a new biomarker forprostate cancer; by attaching a genetically engineered single-chain variable fragment (scFv)protein with high binding affinity for OPN to a carbon nanotube field-effect transistor (NT-FET). Chemical functionalization using diazonium salts is used to covalently attach scFv toNT-FETs; as confirmed by atomic force microscopy; while preserving the activity of thebiological binding site for OPN. Electron transport measurements indicate that functionalizedNT-FET may be used to detect the binding of OPN to the complementary scFv protein. Aconcentration-dependent increase in the source–drain current is observed in the regime ofclinical significance; with a detection limit of approximately 30 fM. The scFv-NT hybriddevices exhibit selectivity for OPN over other control proteins. These devices respond to …,ACS nano,2012,70
Controlled doping of graphene using ultraviolet irradiation,Zhengtang Luo; Nicholas J Pinto; Yarely Davila; AT Charlie Johnson,The electronic properties of graphene are tunable via doping; making it attractive in lowdimensional organic electronics. Common methods of doping graphene; however;adversely affect charge mobility and degrade device performance. We demonstrate a facileshadow mask technique of defining electrodes on graphene grown by chemical vapordeposition (CVD) thereby eliminating the use of detrimental chemicals needed in thecorresponding lithographic process. Further; we report on the controlled; effective; andreversible doping of graphene via ultraviolet (UV) irradiation with minimal impact on chargemobility. The change in charge concentration saturates at∼ 2× 1012 cm–2 and the quantumyield is∼ 10− 5 e/photon upon initial UV exposure. This simple and controlled strategyopens the possibility of doping wafer-size CVD graphene for diverse applications.,Applied Physics Letters,2012,69
Time-resolved tunneling of single electrons between Landau levels in a quantum dot,NC Van der Vaart; MP de Ruyter van Steveninck; LP Kouwenhoven; AT Johnson; YV Nazarov; CJPM Harmans; CT Foxon,Abstract We have investigated Coulomb blockade oscillations in a quantum dot with twoconfined Landau levels. Some oscillations show switching between two discreteconductance values as a function of time. We show that these switches are due to singleelectron tunnel events between the two Landau levels. Upon increasing the magnetic field;we find that the time between two tunnel events reaches macroscopic values on the order of100 s.,Physical review letters,1994,67
Charging effects in quantum dots at high magnetic fields,NC Van der Vaart; AT Johnson; LP Kouwenhoven; DJ Maas; W de Jong; MP de Ruyter Van Steveninck; A van der Enden; CJPM Harmans; CT Foxon,Abstract We have studied charging effects in quantum dots; defined by gates in the two-dimensional electron gas of an AlGaAs-GaAs heterostructure. We have investigatedCoulomb oscillations at zero magnetic field; and in the integer and fractional QHE regimes.Coulomb oscillations are found to appear only when both barrier conductances G are belowthe first well resolved plateau: at zero field G< 2e 2/h; in the IQHE regime G< e 2/h; and inthe FQHE regime G< 1 3 e 2/h. The period of the oscillations is shown to be fieldindependent. We furthermore studied the interplay between charging effects and discreteenergy states in the dot. In the IQHE; we found a regular pattern in the amplitude of theCoulomb oscillations that corresponds to the number of Landau levels in the dot. In asmaller dot containing only 25 electrons; the excitation spectrum of the dot is investigated …,Physica B: Condensed Matter,1993,64
